tick,force_value,force_target
1.0,0.0,
2.0,0.0,
3.0,0.0,
4.0,0.0,
5.0,0.0,
6.0,0.0,
7.0,0.0,
8.0,0.0,
9.0,0.0,
10.0,0.0,
11.0,0.0,
12.0,0.0,
13.0,0.0,
14.0,1.376300909703558e-05,1.376300909703558e-05
15.0,1.376300909703558e-05,
16.0,-6.005425759077551e-06,-6.005425759077551e-06
17.0,-6.005425759077551e-06,
18.0,-6.005425759077551e-06,
19.0,-6.005425759077551e-06,
20.0,-6.005425759077551e-06,
21.0,-6.005425759077551e-06,
22.0,-6.005425759077551e-06,
23.0,-6.005425759077551e-06,
24.0,-6.005425759077551e-06,
25.0,-6.005425759077551e-06,
26.0,-6.005425759077551e-06,
27.0,-6.005425759077551e-06,
28.0,-6.005425759077551e-06,
29.0,-2.3495269921958135e-05,-2.3495269921958135e-05
30.0,-2.3495269921958135e-05,
31.0,-2.3495269921958135e-05,
32.0,-2.3495269921958135e-05,
33.0,-2.3495269921958135e-05,
34.0,-2.3495269921958135e-05,
35.0,-2.3495269921958135e-05,
36.0,-2.3495269921958135e-05,
37.0,-2.3495269921958135e-05,
38.0,-2.3495269921958135e-05,
39.0,-2.2864082280344518e-05,-2.2864082280344518e-05
40.0,-2.2864082280344518e-05,
41.0,-3.33848518633789e-05,-3.33848518633789e-05
42.0,-3.33848518633789e-05,
43.0,-3.33848518633789e-05,
44.0,-3.33848518633789e-05,
45.0,-3.33848518633789e-05,
46.0,-3.33848518633789e-05,
47.0,-3.33848518633789e-05,
48.0,-3.33848518633789e-05,
49.0,-3.33848518633789e-05,
50.0,3.180167306115591e-05,3.180167306115591e-05
51.0,-9.329072972476377e-06,-9.329072972476377e-06
52.0,-9.329072972476377e-06,
53.0,-9.329072972476377e-06,
54.0,-9.329072972476377e-06,
55.0,-9.329072972476377e-06,
56.0,-9.329072972476377e-06,
57.0,-9.329072972476377e-06,
58.0,-9.329072972476377e-06,
59.0,-9.329072972476377e-06,
60.0,-5.1780807791418885e-06,-5.1780807791418885e-06
61.0,4.894811872051518e-06,4.894811872051518e-06
62.0,4.894811872051518e-06,
