seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
0.0,1639276166.457861,122.0,1639276166.494362,72.0,0.036501169204711914
1.0,1639276166.5081115,122.0,1639276166.513019,72.0,0.0049076080322265625
4.0,1639276166.6585755,122.0,1639276166.7635868,72.0,0.1050112247467041
6.0,1639276166.7581713,122.0,1639276166.7702768,72.0,0.012105464935302734
7.0,1639276166.808025,122.0,1639276166.9001715,72.0,0.09214663505554199
8.0,1639276166.8577144,122.0,1639276166.9028096,72.0,0.045095205307006836
9.0,1639276166.9076374,122.0,1639276166.9120624,72.0,0.004425048828125
10.0,1639276166.958442,122.0,1639276166.963413,72.0,0.004971027374267578
11.0,1639276167.0076659,122.0,1639276167.012588,72.0,0.004922151565551758
12.0,1639276167.0579367,122.0,1639276167.0628421,72.0,0.0049054622650146484
13.0,1639276167.107996,122.0,1639276167.1610498,72.0,0.053053855895996094
14.0,1639276167.1587038,122.0,1639276167.1627445,72.0,0.004040718078613281
15.0,1639276167.208524,122.0,1639276167.2604892,72.0,0.05196523666381836
16.0,1639276167.2581737,122.0,1639276167.2629888,72.0,0.004815101623535156
17.0,1639276167.3082862,122.0,1639276167.3700545,72.0,0.061768293380737305
18.0,1639276167.3579092,122.0,1639276167.3717659,72.0,0.013856649398803711
19.0,1639276167.4082909,122.0,1639276167.4649386,72.0,0.05664777755737305
20.0,1639276167.457938,122.0,1639276167.4714763,72.0,0.013538360595703125
21.0,1639276167.5080078,122.0,1639276167.5620587,72.0,0.05405092239379883
22.0,1639276167.5585723,122.0,1639276167.5698261,72.0,0.011253833770751953
23.0,1639276167.608327,122.0,1639276167.613145,72.0,0.0048182010650634766
24.0,1639276167.6581013,122.0,1639276167.662981,72.0,0.00487971305847168
25.0,1639276167.7080557,122.0,1639276167.7131362,72.0,0.005080461502075195
26.0,1639276167.7584453,122.0,1639276167.8104005,72.0,0.051955223083496094
27.0,1639276167.8081303,122.0,1639276167.8139913,72.0,0.005861043930053711
28.0,1639276167.858148,122.0,1639276167.8632376,72.0,0.005089521408081055
29.0,1639276167.9081168,122.0,1639276167.913034,72.0,0.004917144775390625
30.0,1639276167.9584877,122.0,1639276167.9633842,72.0,0.004896402359008789
31.0,1639276168.0085466,122.0,1639276168.013539,72.0,0.004992485046386719
32.0,1639276168.0577013,122.0,1639276168.0622869,72.0,0.0045855045318603516
33.0,1639276168.107885,122.0,1639276168.1127388,72.0,0.004853963851928711
34.0,1639276168.1579099,122.0,1639276168.1627016,72.0,0.004791736602783203
35.0,1639276168.2080336,122.0,1639276168.2128909,72.0,0.004857301712036133
36.0,1639276168.2580798,122.0,1639276168.263177,72.0,0.005097150802612305
37.0,1639276168.3083692,122.0,1639276168.313175,72.0,0.004805803298950195
38.0,1639276168.3579535,122.0,1639276168.3625753,72.0,0.004621744155883789
39.0,1639276168.408256,122.0,1639276168.4130893,72.0,0.004833221435546875
40.0,1639276168.4582226,122.0,1639276168.4630687,72.0,0.004846096038818359
41.0,1639276168.508144,122.0,1639276168.5130856,72.0,0.004941701889038086
42.0,1639276168.558231,122.0,1639276168.562866,72.0,0.004634857177734375
43.0,1639276168.607921,122.0,1639276168.61289,72.0,0.004969120025634766
44.0,1639276168.6579869,122.0,1639276168.662712,72.0,0.004725217819213867
45.0,1639276168.7082455,122.0,1639276168.7129233,72.0,0.004677772521972656
46.0,1639276168.7580285,122.0,1639276168.7700276,72.0,0.011999130249023438
47.0,1639276168.8081276,122.0,1639276168.8117476,72.0,0.0036199092864990234
48.0,1639276168.857676,122.0,1639276168.8611465,72.0,0.0034704208374023438
49.0,1639276168.9084094,122.0,1639276168.9133403,72.0,0.004930973052978516
50.0,1639276168.9583492,122.0,1639276168.9629083,72.0,0.004559040069580078
51.0,1639276169.0078359,122.0,1639276169.0123868,72.0,0.004550933837890625
52.0,1639276169.0582514,122.0,1639276169.0626743,72.0,0.004422903060913086
53.0,1639276169.1076093,122.0,1639276169.1124105,72.0,0.004801273345947266
54.0,1639276169.1579094,122.0,1639276169.1623645,72.0,0.004455089569091797
55.0,1639276169.2075396,122.0,1639276169.2123697,72.0,0.004830121994018555
