seq,recv_timestamp,recv_size,process_time,send_timestamp,send_size
0.0,1639276166.489861,122.0,0.0016472339630126953,1639276166.4915082,72.0
1.0,1639276166.5089927,122.0,0.00141143798828125,1639276166.510404,72.0
4.0,1639276166.758398,122.0,0.002514362335205078,1639276166.7609124,72.0
6.0,1639276166.7600975,122.0,0.00400543212890625,1639276166.764103,72.0
7.0,1639276166.894998,122.0,0.0025794506072998047,1639276166.8975775,72.0
8.0,1639276166.8960192,122.0,0.0043256282806396484,1639276166.9003448,72.0
9.0,1639276166.9082184,122.0,0.0012011528015136719,1639276166.9094195,72.0
10.0,1639276166.959387,122.0,0.0013854503631591797,1639276166.9607725,72.0
11.0,1639276167.0084822,122.0,0.001478433609008789,1639276167.0099607,72.0
12.0,1639276167.0588694,122.0,0.001369476318359375,1639276167.0602388,72.0
13.0,1639276167.1522427,122.0,0.0021924972534179688,1639276167.1544352,72.0
14.0,1639276167.1594357,122.0,0.00040340423583984375,1639276167.1598392,72.0
15.0,1639276167.2557805,122.0,0.0012781620025634766,1639276167.2570586,72.0
16.0,1639276167.2600567,122.0,0.0006017684936523438,1639276167.2606585,72.0
17.0,1639276167.358033,122.0,0.002961874008178711,1639276167.3609948,72.0
18.0,1639276167.3601682,122.0,0.003908634185791016,1639276167.3640769,72.0
19.0,1639276167.4598815,122.0,0.0024034976959228516,1639276167.462285,72.0
20.0,1639276167.461018,122.0,0.004580020904541016,1639276167.465598,72.0
21.0,1639276167.5086489,122.0,0.0013632774353027344,1639276167.5100121,72.0
22.0,1639276167.5606375,122.0,0.001392364501953125,1639276167.5620298,72.0
23.0,1639276167.6089776,122.0,0.0012576580047607422,1639276167.6102352,72.0
24.0,1639276167.6589482,122.0,0.0014426708221435547,1639276167.6603909,72.0
25.0,1639276167.7090056,122.0,0.001478433609008789,1639276167.710484,72.0
26.0,1639276167.805633,122.0,0.0014450550079345703,1639276167.8070781,72.0
27.0,1639276167.81013,122.0,0.0012981891632080078,1639276167.811428,72.0
28.0,1639276167.8591146,122.0,0.0014472007751464844,1639276167.8605618,72.0
29.0,1639276167.9089527,122.0,0.0014808177947998047,1639276167.9104335,72.0
30.0,1639276167.9594216,122.0,0.0013911724090576172,1639276167.9608128,72.0
31.0,1639276168.009497,122.0,0.0014190673828125,1639276168.010916,72.0
32.0,1639276168.0583434,122.0,0.0013551712036132812,1639276168.0596986,72.0
33.0,1639276168.1087084,122.0,0.001425027847290039,1639276168.1101334,72.0
34.0,1639276168.1587238,122.0,0.0013794898986816406,1639276168.1601033,72.0
35.0,1639276168.2088552,122.0,0.001420736312866211,1639276168.210276,72.0
36.0,1639276168.2591863,122.0,0.001375436782836914,1639276168.2605617,72.0
37.0,1639276168.3090863,122.0,0.0014965534210205078,1639276168.3105829,72.0
38.0,1639276168.358642,122.0,0.0013391971588134766,1639276168.3599813,72.0
39.0,1639276168.4090476,122.0,0.001430511474609375,1639276168.410478,72.0
40.0,1639276168.459061,122.0,0.0013899803161621094,1639276168.460451,72.0
41.0,1639276168.5090005,122.0,0.0014672279357910156,1639276168.5104678,72.0
42.0,1639276168.5588915,122.0,0.001378774642944336,1639276168.5602703,72.0
43.0,1639276168.6088698,122.0,0.0014209747314453125,1639276168.6102908,72.0
44.0,1639276168.6587198,122.0,0.0013718605041503906,1639276168.6600916,72.0
45.0,1639276168.7087872,122.0,0.0015654563903808594,1639276168.7103527,72.0
46.0,1639276168.7586403,122.0,0.0013871192932128906,1639276168.7600274,72.0
47.0,1639276168.8086097,122.0,0.0006840229034423828,1639276168.8092937,72.0
48.0,1639276168.858336,122.0,0.0004265308380126953,1639276168.8587625,72.0
49.0,1639276168.9092782,122.0,0.0014433860778808594,1639276168.9107215,72.0
50.0,1639276168.958972,122.0,0.0013353824615478516,1639276168.9603074,72.0
51.0,1639276169.0083942,122.0,0.0013856887817382812,1639276169.00978,72.0
52.0,1639276169.0588756,122.0,0.0012669563293457031,1639276169.0601425,72.0
53.0,1639276169.1084006,122.0,0.0013856887817382812,1639276169.1097863,72.0
54.0,1639276169.1584752,122.0,0.0013000965118408203,1639276169.1597753,72.0
55.0,1639276169.2083118,122.0,0.001451730728149414,1639276169.2097635,72.0
56.0,1639276169.2589343,122.0,0.00135040283203125,1639276169.2602847,72.0
57.0,1639276169.3087585,122.0,0.0013179779052734375,1639276169.3100765,72.0
58.0,1639276169.3587506,122.0,0.0013163089752197266,1639276169.360067,72.0
59.0,1639276169.4087706,122.0,0.0013647079467773438,1639276169.4101353,72.0
60.0,1639276169.458418,122.0,0.0014007091522216797,1639276169.4598186,72.0
61.0,1639276169.5081975,122.0,0.0013210773468017578,1639276169.5095186,72.0
62.0,1639276169.5587769,122.0,0.0013890266418457031,1639276169.560166,72.0
63.0,1639276169.6085584,122.0,0.0014095306396484375,1639276169.609968,72.0
64.0,1639276169.659088,122.0,0.001392364501953125,1639276169.6604803,72.0
65.0,1639276169.7084653,122.0,0.0014030933380126953,1639276169.7098684,72.0
66.0,1639276169.7590075,122.0,0.001436471939086914,1639276169.760444,72.0
67.0,1639276169.8082469,122.0,0.0013318061828613281,1639276169.8095787,72.0
68.0,1639276169.8585107,122.0,0.0013988018035888672,1639276169.8599095,72.0
