tick,force_value,force_target
1.0,0.0,
2.0,0.0,
3.0,0.0,
4.0,0.0,
5.0,0.0,
6.0,0.0,
7.0,0.0,
8.0,0.0,
9.0,0.0,
10.0,0.0,
11.0,0.0,
12.0,0.0,
13.0,0.0,
14.0,0.0,
15.0,0.0,
16.0,0.0,
17.0,0.0,
18.0,0.0,
19.0,0.0,
20.0,0.0,
21.0,0.0,
22.0,0.0,
23.0,0.0,
24.0,0.0,
25.0,0.0,
26.0,0.0,
27.0,0.0,
28.0,0.0,
29.0,0.0,
30.0,0.0,
31.0,0.0,
32.0,3.828156731622768e-06,3.828156731622768e-06
33.0,8.585618969771718e-06,8.585618969771718e-06
34.0,-0.000207388919302423,-0.000207388919302423
35.0,0.00017530345502651107,0.00017530345502651107
36.0,0.00016549416745034233,0.00016549416745034233
37.0,8.877710176541048e-06,8.877710176541048e-06
38.0,2.5828239003507548e-05,2.5828239003507548e-05
39.0,3.230856089598212e-05,3.230856089598212e-05
40.0,-6.498423096758547e-06,-6.498423096758547e-06
41.0,3.1975712460563044e-05,3.1975712460563044e-05
42.0,-1.1731426922970737e-05,-1.1731426922970737e-05
43.0,2.153819422316208e-05,2.153819422316208e-05
44.0,-1.3017928243856394e-05,-1.3017928243856394e-05
45.0,1.4988145866833914e-05,1.4988145866833914e-05
46.0,3.0288709173173004e-05,3.0288709173173004e-05
47.0,-1.1819360499742508e-05,-1.1819360499742508e-05
48.0,2.705274549551001e-05,2.705274549551001e-05
49.0,2.2888688058626024e-05,2.2888688058626024e-05
50.0,5.807621004003094e-06,5.807621004003094e-06
51.0,2.6708279455552692e-05,2.6708279455552692e-05
52.0,-2.5547000120046095e-05,-2.5547000120046095e-05
53.0,1.531815530036361e-05,1.531815530036361e-05
54.0,4.200476578786498e-05,4.200476578786498e-05
55.0,-2.718285962582194e-05,-2.718285962582194e-05
56.0,-9.940294213870243e-06,-9.940294213870243e-06
57.0,1.036158081304074e-05,1.036158081304074e-05
58.0,5.336216395191491e-05,5.336216395191491e-05
59.0,-1.9648212187342646e-05,-1.9648212187342646e-05
60.0,8.710026227429257e-06,8.710026227429257e-06
