tick,tick_dt,input_force,output_position,output_speed,output_angle,output_ang_vel
489.0,0.010400719940662384,-0.06598479309833626,-0.0011978778771798042,-2.8647219525332278e-05,-2.561608270448292e-05,-7.6858301801724e-06
490.0,0.0101231710286811,-0.06652471209187644,-0.0011981678778825553,-4.327281669305126e-05,-2.5693887677894206e-05,-5.2332159385658744e-05
491.0,0.010454625939019024,-0.06576867308721561,-0.0011986202789944088,-6.576243997061895e-06,-2.6241000828852393e-05,2.9909509949556386e-05
492.0,0.009085584082640707,-0.0667826025837845,-0.001198680028012192,-1.4089178261376699e-05,-2.5969255461335118e-05,7.1456200262349545e-06
493.0,0.010196077055297792,-0.06643099095828243,-0.001198823682359391,-3.8515726239692346e-05,-2.589639816893975e-05,-4.5011003383745466e-05
494.0,0.010029581026174128,-0.065822017037531,-0.001199209978956494,-4.772034614433735e-05,-2.6347839674446422e-05,-7.9354528392751e-05
495.0,0.010611178004182875,-0.06512925694777902,-0.0011997163480438526,-3.859834183366735e-06,-2.7189884700659886e-05,1.8636969047598223e-05
496.0,0.009784345049411058,-0.06630800996815767,-0.0011997541139933362,-2.6125699767638462e-05,-2.700753416482299e-05,-3.822953532215012e-05
497.0,0.009820585022680461,-0.06549117301234746,-0.0012000106836491814,-2.020599720352332e-05,-2.738297056683173e-05,-2.4172879548955117e-05
498.0,0.010131097049452364,-0.06565412025693648,-0.0012002153925678312,-1.5741397554749312e-06,-2.7627868355506917e-05,9.959816495309564e-06
499.0,0.010269574937410653,-0.06595050781130893,-0.001200231558314012,-1.522962984191698e-05,-2.7525585273645478e-05,-2.6313761461602723e-05
500.0,0.009022660087794065,-0.06540751748048716,-0.0012003689700873384,-5.921915716648435e-06,-2.7763005398944816e-05,-8.729212293260249e-06
501.0,0.011116851004771888,-0.06555940873245927,-0.0012004348031420232,-3.8791026132940696e-05,-2.786004675139801e-05,-8.117203114028985e-05
502.0,0.00902923394460231,-0.06464406301836012,-0.0012007850563919287,-6.201139546148525e-05,-2.8592968010322233e-05,-0.00014789430016149373
503.0,0.010210798005573452,-0.06348573421312885,-0.0012014182422250296,-4.46877729367486e-05,-3.0103086835446893e-05,-0.0001026491902477298
504.0,0.010174131952226162,-0.06402613116182174,-0.0012018729015235393,-5.0005691943643774e-05,-3.1147453241816466e-05,-0.00013017276245210765
505.0,0.010444515035487711,-0.06332375583155397,-0.0012023951867249046,-4.2809985580902084e-07,-3.2507044616458476e-05,-2.0542676025610736e-05
506.0,0.01001632190309465,-0.06457208930107275,-0.001202399474710867,-1.199237084572659e-05,-3.271280667228198e-05,-5.278168542787023e-05
507.0,0.008939457940869033,-0.06403301234174577,-0.0012025066800056537,-9.224502359923009e-06,-3.31846463292126e-05,-4.901347850988643e-05
508.0,0.010457440977916121,-0.06399210803961825,-0.0012026031446946332,-3.4267880954627276e-05,-3.36972018878521e-05,-0.00010712145765533261
509.0,0.010233537992462516,-0.06316097604376167,-0.0012029538263563036,-5.5627589810191716e-05,-3.479343339457591e-05,-0.00017011291585056941
510.0,0.01013443002011627,-0.06200027232778384,-0.0012035175802724226,-4.3683738410406735e-06,-3.651743083578143e-05,-5.6219844810175834e-05
511.0,0.01020215090829879,-0.06327036316706124,-0.0012035621470815729,-2.512146032181024e-06,-3.709099417657598e-05,-5.843521267833631e-05
512.0,0.010021766065619886,-0.06307348888989055,-0.00120358732322143,-2.492883764969974e-06,-3.767661820803301e-05,-6.50475779321043e-05
513.0,0.008931624004617333,-0.06281325488676917,-0.0012036095887219059,-3.483655667764617e-06,-3.8257598716533616e-05,-7.205290878784028e-05
514.0,0.010389017057605088,-0.06257862399377802,-0.0012036457804800612,-3.3663269907104214e-05,-3.9006157614980555e-05,-0.00014176549592207898
515.0,0.010418313089758158,-0.061565993840653095,-0.0012039964949655784,-5.433044663702348e-05,-4.048311493682161e-05,-0.00020407249139836654
516.0,0.009509833063930273,-0.060354902990411734,-0.0012045131684433853,-1.7439238991213624e-06,-4.242381026296042e-05,-8.86375843931139e-05
517.0,0.01037785003427416,-0.061593177579431974,-0.0012045312666240815,-2.4901685451258847e-05,-4.334367782119248e-05,-0.0001439604762353464
518.0,0.010176169918850064,-0.06072162953751941,-0.0012047846704064994,-3.8260063293873455e-05,-4.480864408896194e-05,-0.00018798347020843796
519.0,0.010122188949026167,-0.05977122630668947,-0.0012051719459963616,-3.8974155475857605e-06,-4.671144829370538e-05,-0.00011494753289468673
520.0,0.009030123008415103,-0.06043862245015721,-0.0012052071401381713,-1.1899832531323997e-06,-4.774943865525824e-05,-0.00011623166743585613
521.0,0.01042871898971498,-0.06018230056058635,-0.0012052195501391207,-3.3030938373912516e-05,-4.896158605265279e-05,-0.00019111676482906926
522.0,0.010411218972876668,-0.05902371304466958,-0.001205563442471411,-5.179745550570352e-05,-5.0951344540676006e-05,-0.0002506292028301138
523.0,0.010258907917886972,-0.05776353929716184,-0.0012060948277978249,-4.2262334324873934e-08,-5.352252645404356e-05,-0.00013946572386136215
524.0,0.008949069073423743,-0.058834311714893575,-0.001206095206006374,-2.4378481759215796e-06,-5.4770614850253934e-05,-0.00015235298501764738
525.0,0.010297945002093911,-0.058399861828505824,-0.001206120310832813,-3.787853429498133e-05,-5.6339537510870507e-05,-0.0002359153827471382
526.0,0.010073208948597312,-0.057078776758170066,-0.001206501869223433,-4.976887975517045e-05,-5.871596245547074e-05,-0.00028154093865394075
527.0,0.010214853915385902,-0.05592807420068484,-0.0012070102510596645,-3.7958913897339447e-06,-6.159186201502136e-05,-0.00018420182842425375
528.0,0.010131485993042588,-0.05677044267412058,-0.0012070487090801107,-5.160135815297965e-06,-6.345810025959452e-05,-0.0001986028756827711
529.0,0.010179281001910567,-0.056183683619398246,-0.0012071012355525826,-5.147659984280234e-07,-6.547973473895696e-05,-0.00019843519733299037
530.0,0.009285727981477976,-0.05578361008343708,-0.001207106015529618,-1.6082931053267025e-07,-6.732235000334201e-05,-0.00020780042940560405
531.0,0.010315870051272213,-0.05528134848763307,-0.0012071076746238858,-2.4449883683200222e-05,-6.946599222968879e-05,-0.00027015308510069654
532.0,0.010221001924946904,-0.054101153133617116,-0.0012073575769320766,-4.0425486559033617e-05,-7.222722743253336e-05,-0.0003246573096425737
533.0,0.01034922106191516,-0.05278810833186617,-0.0012077759492290115,-3.455594065020568e-08,-7.5587177699391e-05,-0.00024352134876030467
534.0,0.009059603093191981,-0.05330080138117695,-0.0012077762622921184,-3.170392731681344e-06,-7.779338446387814e-05,-0.00026219664700124264
535.0,0.01057169702835381,-0.052611931753232304,-0.0012078097787235386,-3.419724674338087e-05,-8.05652479778255e-05,-0.00034014842493055485
536.0,0.009836676996201277,-0.05115135435115009,-0.0012081461659939126,-4.946093644525892e-05,-8.391117816463398e-05,-0.0003965146919930433
537.0,0.01035096193663776,-0.04969422984518361,-0.001208658134264408,-1.491541812108228e-05,-8.801548664877162e-05,-0.00032772972412490654
538.0,0.009056176990270615,-0.04997808498222237,-0.0012087932109307964,-2.056230853760357e-05,-9.098346503541933e-05,-0.0003575472805502048
539.0,0.010582086048088968,-0.048974854630112544,-0.0012090108030490885,-3.237326758664082e-05,-9.476706112446181e-05,-0.0003937315640149974
540.0,0.009584943065419793,-0.04791863242211857,-0.0012093210989757481,-4.738435933141992e-05,-9.854095574860424e-05,-0.00045101644146338613
541.0,0.010263889911584556,-0.04637352201141369,-0.0012098074468234567,-2.097996174393032e-05,-0.00010317013885209907,-0.00040212801382739276
542.0,0.010203983052633703,-0.046312296159606706,-0.0012100215259975367,-2.9415493995443413e-05,-0.00010727344629018303,-0.0004441454620346478
543.0,0.010300962952896953,-0.04492665126053867,-0.0012103245339114249,1.8613792017957196e-07,-0.00011184857224029924,-0.00039398190232379024
544.0,0.010105783003382385,-0.04478238183481627,-0.0012103226528419949,-2.3317967610564233e-06,-0.00011583006785244326,-0.000418732251766307
545.0,0.00892634701449424,-0.04368458751996644,-0.0012103434672690514,-1.1640474101427962e-06,-0.00011956781723786988,-0.0004328995553375264
546.0,0.010388165013864636,-0.04279002527752791,-0.001210355559585632,-3.2453928187041396e-05,-0.00012406484925314473,-0.0005192047250163278
547.0,0.010438682045787573,-0.04089127655872662,-0.0012106943358231132,-4.497687176784032e-05,-0.00012948466229426074,-0.0005771843252851958
548.0,0.010011876933276653,-0.0390424349224795,-0.0012111446387280966,-2.371012390623529e-06,-0.00013526336072683243,-0.0005003250664663069
549.0,0.009983786032535136,-0.03906612699448027,-0.001211168310408485,-7.519118464952457e-06,-0.00014025849913714596,-0.0005331016121955269
550.0,0.010150484973564744,-0.03771245107567717,-0.001211244633107478,-7.287201850927367e-07,-0.0001456697390411198,-0.0005427212295436024
551.0,0.009203581023029983,-0.03655072780306505,-0.0012112513399427445,-2.0873746957104844e-06,-0.0001506647178501428,-0.0005684198107275834
552.0,0.010301167028956115,-0.03526382815311768,-0.001211272842338137,-2.133048122136416e-05,-0.00015652010526301526,-0.0006341643699105171
553.0,0.01038773893378675,-0.03336373497248937,-0.0012114944178083966,-3.3929440862893575e-05,-0.00016310763917875507,-0.0006954607482511886
554.0,0.010018488042987883,-0.03127643609292244,-0.0012118343395059869,-3.7667173684101437e-06,-0.000170075104369477,-0.0006530009238638091
555.0,0.010580901056528091,-0.03060722932495943,-0.00121187419476977,-5.5684498534440285e-06,-0.00017698444253470141,-0.0006860569423984529
556.0,0.009324338054284453,-0.028898248998607413,-0.0012119261168786419,-1.7162543271256048e-05,-0.00018338146939011335,-0.0007418162340879374
557.0,0.00920508208218962,-0.026947796689491404,-0.0012120840994981929,-2.1034410017933785e-05,-0.0001902099487147936,-0.0007742248869737463
558.0,0.010066746035590768,-0.02534895865185604,-0.0012122958475618518,-3.950198065793643e-06,-0.00019800387402639226,-0.0007705523458602008
559.0,0.010632048011757433,-0.023924670566265682,-0.0012123378462573432,-2.3547664181189197e-05,-0.00020619642356315023,-0.0008521857888103283
560.0,0.01020337303634733,-0.021301270742104268,-0.0012125781118591185,-1.799603030259221e-05,-0.0002148915930626559,-0.0008746640730211164
561.0,0.01015081803780049,-0.01943211279315244,-0.001212760786288123,-4.3210076734493256e-06,-0.0002237701489120947,-0.0008785815755042481
562.0,0.00915774900931865,-0.017781264172959926,-0.0012128003569918638,-1.08564815621687e-06,-0.00023181597846477436,-0.0009059862874168297
563.0,0.009977823006920516,-0.01591875865207094,-0.0012128111893970144,-1.9769150914250043e-05,-0.00024085574928731652,-0.0009838693622754406
564.0,0.010755877941846848,-0.013268696780685846,-0.001213023823971262,-1.8350205234764312e-05,-0.00025143812805867384,-0.0010284079068635674
565.0,0.00964012707117945,-0.010684927818833206,-0.0012132007222815074,-1.5589288240147925e-05,-0.00026135211096184433,-0.0010626325028250346
566.0,0.009733382961712778,-0.008428507324352585,-0.0012133524587940492,-1.2653340688869613e-05,-0.00027169512005940374,-0.0010957044512685137
567.0,0.010215798043645918,-0.00614684893491322,-0.0012134817227671042,-3.739901951166257e-07,-0.00028288861544908673,-0.0011165994735204089
568.0,0.010070615913718939,-0.0037772840617292386,-0.0012134854890787146,-6.900941497378291e-06,-0.00029413345987637155,-0.0011793827396299004
569.0,0.00998313701711595,-0.0008623932719759933,-0.0012135543821232301,5.7556161370431e-07,-0.0003059073993617184,-0.0012113062036380315
570.0,0.0097740120254457,0.001724885876363727,-0.0012135487565770964,4.0403580828216123e-07,-0.0003177467207625735,-0.001261732207706789
571.0,0.009797938051633537,0.004583078752806211,-0.0012135447978592763,4.653778570957387e-06,-0.0003301090947714354,-0.001304032373088116
572.0,0.01020266895648092,0.007427972425129152,-0.00121349731689712,1.534778313548196e-08,-0.00034341370538258767,-0.0013711860174471554
573.0,0.009834085940383375,0.010784977920907192,-0.0012134971659657017,3.0750731211276544e-06,-0.000356898066518415,-0.0014213404295253212
574.0,0.00988341704942286,0.013947052731542273,-0.001213466773735588,5.806030559089742e-06,-0.00037094576675261953,-0.0014733640612834581
575.0,0.010817043948918581,0.017219867348280363,-0.0012134039696478616,-7.988573055913024e-08,-0.00038688321055627985,-0.0015544240718605579
576.0,0.009520982042886317,0.021247469826753324,-0.0012134047302384677,1.4079160454507867e-05,-0.00040168285423149445,-0.0015863939654934367
577.0,0.010192372952587903,0.024440776247108054,-0.001213261230184256,2.733270001476857e-05,-0.0004178519731775384,-0.0016212974901559435
578.0,0.009629848995245993,0.027856840987141196,-0.0012129980204104813,1.380926648877401e-05,-0.0004334648231841115,-0.0017228334421184465
579.0,0.010822969023138285,0.032173919389532644,-0.001212848563147041,1.9425041670055415e-05,-0.0004521109961601861,-0.0017854510554256918
580.0,0.010021951049566269,0.036410032474699365,-0.001212653886330288,2.456186056341589e-05,-0.00047000469923905885,-0.0018550196184313253
581.0,0.00982145604211837,0.04074359039714269,-0.0012124126530964517,2.5411766072096287e-05,-0.0004882236928787493,-0.0019246899088345391
582.0,0.009776975028216839,0.04496595537607949,-0.001212164202894142,1.11694345502678e-05,-0.0005070413380544855,-0.002037594809141668
583.0,0.009783604997210205,0.04996533132414266,-0.00121205492555846,2.799860076680274e-06,-0.0005269763608114935,-0.0021400870669682297
584.0,0.00963433098513633,0.055000302098230966,-0.001212027950779769,1.277317395883293e-07,-0.0005475946679516751,-0.002231266431757786
585.0,0.010824876953847706,0.05999024945334064,-0.001212026568099405,8.659504046291541e-06,-0.0005717478525267039,-0.002311173531297631
586.0,0.009000307996757329,0.065477119472178,-0.0012119486298958892,2.6736138492653577e-05,-0.0005925491261423359,-0.0023612460252713193
587.0,0.010350221069529653,0.065477119472178,-0.0012116719049519446,5.6378973522967225e-05,-0.0006169885445034423,-0.0023894785430765664
588.0,0.00983964093029499,0.0748572230036906,-0.00121111715609646,0.00015017628681236,-0.0006405001553779601,-0.0023706278401251684
589.0,0.010908151976764202,0.08052869985798444,-0.0012094790103366047,0.00038097526581536216,-0.0006663593241383937,-0.002113082187084245
590.0,0.00980654894374311,0.08459012373284944,-0.0012057429577460308,0.0006670560059008001,-0.0006870813680281871,-0.001749715252349726
591.0,0.009965896955691278,0.0871007108072297,-0.0011990951463275485,0.0010067905271700529,-0.0007045188499349059,-0.0013065187152104718
592.0,0.009715199004858732,0.08902076316518631,-0.0011893139759998846,0.0013746948270785644,-0.0007172119392567479,-0.0008126791137375098
593.0,0.009781105094589293,0.09011201833983078,-0.001175867941423241,0.0017659852986583481,-0.0007251608390763922,-0.00028409192563584715
594.0,0.010132299968972802,0.0906921690749643,-0.0011579744486364385,0.002182922186084991,-0.0007280393436856977,0.0002827262342867971
595.0,0.009999137022532523,0.09074845997177518,-0.0011361471105882485,0.0025956069705551275,-0.0007252123253291994,0.0008445339171073422
596.0,0.010531309992074966,0.09034539085995665,-0.0011088119689637418,0.0030221554010311214,-0.0007163182768493206,0.0014237617317504816
597.0,0.009369539911858737,0.08953711609173154,-0.0010804957633139412,0.0033870880790266215,-0.0007029782844787073,0.0019180827818017154
598.0,0.009732309961691499,0.0884851547892466,-0.0010475315722613039,0.003746433496063819,-0.0006843109083140296,0.002400031809963058
599.0,0.01080172904767096,0.08722452583397292,-0.0010070636127417038,0.00411933210021846,-0.0006583864149970174,0.002899889508169551
600.0,0.009808289003558457,0.08550679036114707,-0.0009666600130011257,0.004425472580134273,-0.0006299434606225035,0.0033040203293429643
601.0,0.009989526006393135,0.08384092422455158,-0.0009224516395712947,0.004705385102427137,-0.0005969378636168803,0.003666468332133978
602.0,0.009811641066335142,0.08210978989653397,-0.0008762840898673991,0.004947947908930314,-0.0005609637923608973,0.0039775072511539665
603.0,0.009931378997862339,0.08027512733836945,-0.0008271441439221316,0.005158703296329629,-0.0005214616603829417,0.00424020111867476
604.0,0.00966712599620223,0.07844085335501981,-0.0007772743091794893,0.005330117047399669,-0.00048047110191947514,0.004447410061461969
605.0,0.010590845020487905,0.07665380673934988,-0.0007208238655894188,0.005482165026940253,-0.0004333692712159728,0.004623058586152663
606.0,0.009894398972392082,0.0747326847920737,-0.0006665811375803774,0.005588177921543437,-0.0003876268850918355,0.004736567635479027
607.0,0.010140485013835132,0.0729779349110295,-0.0006099143031123218,0.005663246279510389,-0.00033959579196724395,0.004803146213047622
608.0,0.00976527202874422,0.07132927654285151,-0.0005546111626271292,0.005705325107126704,-0.0002926917626030013,0.004827061783766081
609.0,0.009800956002436578,0.06977639545288444,-0.0004986935222725836,0.0057190335338744725,-0.0002453819424392669,0.004810311208804364
610.0,0.01068736205343157,0.06836070335337222,-0.00043757214030035093,0.005706021834947403,-0.0001939724049610946,0.004755882411984389
611.0,0.009854028932750225,0.06688103182551292,-0.0003813448360478747,0.0056668057173268945,-0.00014710780207264251,0.004668742990557941
612.0,0.010065356967970729,0.0656571541620895,-0.00032430641363484204,0.005604012285224883,-0.00010011523728096564,0.00454789071005014
613.0,0.009965064004063606,0.06458693012257333,-0.0002684620725330173,0.005522422421730486,-5.479521527182971e-05,0.004405854505994174
614.0,0.009751438978128135,0.06357893999126993,-0.0002146105072760659,0.005424612571423479,-1.1831793910116639e-05,0.004242931657083899
615.0,0.01033825904596597,0.0627531786957571,-0.00015852945728868638,0.005305683599216627,3.203273267514636e-05,0.0040526503729235615
616.0,0.009599276003427804,0.06197582669522794,-0.00010759873603294576,0.00518186790713967,7.093524215023424e-05,0.0038607749627240454
617.0,0.009797197999432683,0.0613600543467025,-5.683095013979255e-05,0.0050448799177555065,0.00010876001889129406,0.003651645540727341
618.0,0.009864676976576447,0.06088516626003339,-7.064839365516923e-06,0.00489904313486873,0.00014478232258352512,0.003435730492961316
619.0,0.00999815494287759,0.06044231482860578,4.1916552968741404e-05,0.004743723246086396,0.00017913328839412157,0.0032091344032721377
620.0,0.010694472934119403,0.06011828095071789,9.264817283096541e-05,0.004572109188353044,0.00021345328941186687,0.0029638689766991366
621.0,0.008994104922749102,0.05984873399960951,0.00013377020258927792,0.004423888338155784,0.00024011063796557992,0.002755389869851452
622.0,0.010840617003850639,0.059717844766180916,0.00018172788173102605,0.004243594077453693,0.00026998076424092934,0.0025039006235964482
623.0,0.009783919900655746,0.059682212611601726,0.0002232468662757301,0.004081235736439828,0.00029447872738139896,0.0022868982493949633
624.0,0.009512111078947783,0.05956459927894904,0.000262068033940117,0.0039218176724151585,0.0003162319575558951,0.0020708659709737006
625.0,0.010817450936883688,0.05969590319789731,0.0003044921041948714,0.0037443570068501847,0.0003386334485937651,0.0018385851583888457
626.0,0.009497797000221908,0.05977401757882929,0.00034005524694229297,0.0035906819038621063,0.00035609595719576315,0.001641781548605168
627.0,0.010066117043606937,0.05987788797118107,0.0003761994712529303,0.003430444489191508,0.00037262232242405704,0.001436633389285352
628.0,0.009721662034280598,0.06012998679608134,0.0004095490932042105,0.003281178303254319,0.0003865887867018523,0.0012534819261704189
629.0,0.010046653915196657,0.06028540428671354,0.0004425139560510588,0.003130452912923565,0.0003991820858030406,0.0010694914127469962
630.0,0.009848861955106258,0.060552905660302636,0.00047334535464740326,0.0029883679521556746,0.0004097153590893573,0.0009015121147117704
631.0,0.010379980085417628,0.060791368230677836,0.0005043645544786794,0.002843892030213604,0.00041907303688682823,0.0007336298084023417
632.0,0.009940471034497023,0.06109047110842413,0.0005326341808302547,0.002711752318601356,0.0004263656627472953,0.0005853203406227957
633.0,0.010057543055154383,0.0613565241534335,0.0005599077465295025,0.002583571540805474,0.0004322525472741667,0.00044382503005188894
634.0,0.009680162998847663,0.061678068465952855,0.0005849171401636835,0.002466582130914659,0.00043654884590803745,0.0003200616646043471
635.0,0.01132617995608598,0.06195003338933265,0.000612854093254889,0.002335960012023637,0.0004401739219183907,0.00018517059610602507
636.0,0.009288394008763134,0.06229788605986452,0.0006345514102352796,0.002235375823357592,0.00044189385937386103,8.755593038290227e-05
637.0,0.010283723007887602,0.06252206465456762,0.0006575393960212177,0.0021285169241403046,0.0004427942603096167,-1.785377136527255e-05
638.0,0.009904879960231483,0.06291587698934477,0.0006786221006481486,0.0020334881714394065,0.00044261742084740626,-0.0001005645136584362
639.0,0.00983999203890562,0.06309911157720825,0.0006986316080663212,0.0019425313251962269,0.00044162786683361085,-0.00018136134343134724
640.0,0.009799159946851432,0.06340919499751407,0.0007176667832236882,0.0018579655023626524,0.0004398506780211512,-0.000250706503442226
641.0,0.009714717976748943,0.06365654472723428,0.00073571639408967,0.0017788122476273106,0.0004374151350452731,-0.00031234283961581157
642.0,0.010038136038929224,0.06389817339756748,0.0007535723534190665,0.0017017259746539028,0.00043427979513042416,-0.00036887352017947337
643.0,0.010134706972166896,0.06413861119426509,0.0007708188475191089,0.001628609302514971,0.0004305413700936135,-0.0004184077786197346
644.0,0.009885379928164184,0.06435670667705351,0.0007869182692290119,0.0015614091232262848,0.0004264052502370582,-0.00046117732607815217
645.0,0.010175689007155597,0.06457453671816527,0.000802806682879898,0.0014964588073475991,0.00042171245318973534,-0.0004991175530402875
646.0,0.010300870053470135,0.06478785211776175,0.0008182215105947565,0.0014348957469425708,0.00041657110813446137,-0.0005307042257557175
647.0,0.009957766975276172,0.0649658288619095,0.0008325098680766255,0.0013786909876900165,0.0004112864791215916,-0.0005572794080695053
648.0,0.010035932064056396,0.06514513672701037,0.0008463463171664093,0.0013254028077704814,0.00040569366084150846,-0.000579693804320092
649.0,0.010038524982519448,0.06532018740402967,0.0008596514063641148,0.0012753905605937099,0.00039987439010462947,-0.0005968638826173493
650.0,0.009901138953864574,0.06545836521835452,0.0008722792255250004,0.0012285486045113237,0.000393964757866292,-0.0006110940029301595
651.0,0.010043395101092756,0.06559810215875037,0.0008846180245610037,0.0011835869372731989,0.00038782729935095606,-0.0006223792748779652
652.0,0.010105375084094703,0.06573107788511953,0.0008965786145067843,0.00114078539184862,0.00038153792333374734,-0.0006303772813876171
653.0,0.010226798010990024,0.06584339856317004,0.0009082451962831083,0.0010994931169191965,0.0003750911822062792,-0.0006365316717259062
654.0,0.008883699891157448,0.06595878030486954,0.0009180127631662117,0.001065471989603106,0.0003694364258634495,-0.0006395481796260072
655.0,0.010341017972677946,0.06604392239853496,0.0009290308281600824,0.0010273117937423446,0.00036282284664354347,-0.0006437173059307753
656.0,0.010584660922177136,0.0661978518569427,0.0009399045751581986,0.0009913484107062676,0.00035600931723052886,-0.0006385758690386489
657.0,0.008961030980572104,0.0661770618135089,0.0009487880789790784,0.0009602223152283326,0.0003502870190846278,-0.0006407868405307815
658.0,0.010246222955174744,0.06630105452588757,0.000958626730907442,0.0009268860878561123,0.00034372137424980737,-0.0006412932014718747
659.0,0.010159282013773918,0.0664503256485916,0.0009680432280686158,0.0008967455181414974,0.00033720629576253864,-0.0006318286895835331
660.0,0.009925953927449882,0.06639631152819071,0.0009769442827663355,0.0008658626350139586,0.00033093479329969147,-0.0006312723542346917
661.0,0.01041501690633595,0.06651503853346319,0.0009859622567485705,0.0008356909971345154,0.00032436008105783464,-0.0006266097299673984
662.0,0.010152613976970315,0.06658321732752454,0.0009944467048465066,0.0008074275948212255,0.00031799835435526204,-0.0006204087917330712
663.0,0.010044580907560885,0.06662012420440434,0.0010025569766496858,0.0007799302969486987,0.0003117666080509371,-0.000615814726903926
664.0,0.009981230017729104,0.06669447265856429,0.0010103416403413265,0.0007538654682662101,0.000305620019613404,-0.0006093895391095941
665.0,0.009099397924728692,0.06673890494123415,0.0010172013622187926,0.000730711887400145,0.00030007494170587875,-0.000603417666592343
666.0,0.01021663099527359,0.0667776095773039,0.0010246667759362198,0.0007052294246832379,0.0002939100460702758,-0.000598141341163925
667.0,0.01008748693857342,0.0668602811168403,0.0010317807685464096,0.0006815834850438075,0.0002878763031038639,-0.0005877180520367283
668.0,0.010143873980268836,0.06682467961241595,0.0010386946655257265,0.0006567606654617734,0.00028191456524807423,-0.0005838061006784435
669.0,0.010126911918632686,0.06691505871263446,0.0010453456229364804,0.0006336059848526112,0.00027600241228894324,-0.000576692495342564
670.0,0.00990580499637872,0.06695216740644183,0.0010516220002669688,0.0006114653818455817,0.0002702898088872048,-0.0005700195574058345
671.0,0.010143541032448411,0.06699364866988032,0.0010578244244576413,0.0005894016637652661,0.0002645077921173606,-0.0005632633641384709
672.0,0.010085412999615073,0.06703948658233008,0.0010637687836593742,0.000568178651179962,0.00025882704846247155,-0.000555675136405788
673.0,0.010215093963779509,0.06706487437841975,0.0010695727819693911,0.0005469589381137702,0.0002531507747307504,-0.0005491597101527957
674.0,0.009944046032615006,0.06711287848537864,0.0010750117668279447,0.0005270530638701265,0.0002476899052937335,-0.0005420419098302911
675.0,0.010409089969471097,0.06714456949044426,0.0010804979095884542,0.0005066330495713187,0.00024204774228708608,-0.0005354121477068914
676.0,0.009483983041718602,0.0671959591553054,0.0010853028088389628,0.0004888372246736725,0.00023696990255790378,-0.0005277819586882046
677.0,0.010021748021245003,0.06720749217509885,0.0010902018123280471,0.0004699970547622877,0.00023168060475777145,-0.0005231642441248381
678.0,0.015320011996664107,0.06729891665421302,0.0010974021728454022,0.0004436353966540531,0.00022366572226155323,-0.0005089155014803246
679.0,0.014317555003799498,0.0672938101964999,0.001103753947038629,0.0004186161341184729,0.00021637929657682248,-0.0004911268506182417
680.0,0.010126949055120349,0.0670997625234109,0.0011079932513024982,0.00039640645692506996,0.00021140567998100985,-0.0005037459470781813
681.0,0.010268223937600851,0.06749319157262207,0.0011120636415725158,0.00038177235504275236,0.00020623310378875225,-0.0005018342225915728
682.0,0.010126597015187144,0.06775406224555974,0.0011159296963635726,0.0003728261606614104,0.00020115123084813767,-0.0004747811002101734
683.0,0.010015211068093777,0.06747018700699345,0.0011196636290543036,0.00035790951476955836,0.000196396197918391,-0.00046791327637152606
684.0,0.010102542000822723,0.06750843411048385,0.001123279424959757,0.0003434555843499715,0.0001916690843911051,-0.0004604578624469682
685.0,0.008948124013841152,0.06753633814781732,0.001126352708121767,0.00033101194931831236,0.00018754885033478143,-0.00045370450081848974
686.0,0.010991947026923299,0.067554380264042,0.0011299911739339524,0.0003158334825070819,0.00018256175449590792,-0.00044927180084864787
687.0,0.009016826981678605,0.06767571396296462,0.0011328389898007398,0.0003056340667362185,0.0001785107483999085,-0.00043360874138910374
688.0,0.010242983000352979,0.0674958102823361,0.0011359695943506476,0.00028984597021460104,0.00017406930143305547,-0.00043840343966483554
689.0,0.00995780504308641,0.06776857764081326,0.0011388558240145689,0.00028006057868142103,0.00016970376545065455,-0.0004210177590083696
690.0,0.009973415988497436,0.06759325091605765,0.001141648984667738,0.0002664070442450154,0.0001655047802015191,-0.00041946994662233136
691.0,0.009978396934457123,0.0677115191557428,0.0011443072999013503,0.0002550040734282716,0.00016131914257204593,-0.00041197718570360755
692.0,0.010202613077126443,0.06772979077598952,0.00114690900779563,0.00024354298310586575,0.00015711589874970854,-0.0004050028027989981
693.0,0.010207112994976342,0.0677598126695397,0.0011493948785433253,0.0002325292790015009,0.00015298198937825706,-0.00039774960995840066
694.0,0.010400108993053436,0.06778310577077791,0.001151813208389017,0.0002216138207601876,0.0001488453500827452,-0.00039095828916895056
695.0,0.009062843979336321,0.06781978841160648,0.0011538216598702311,0.00021264759946282538,0.00014530215610557875,-0.00038433557515021307
696.0,0.010091469041071832,0.06783814497398963,0.0011559675865368685,0.00020277716502159455,0.00014142364554756785,-0.00038164197366045706
697.0,0.010209614061750472,0.06798519674386685,0.0011580378631322749,0.00019587793593204634,0.00013752722828672985,-0.00036419201441917733
698.0,0.010199910029768944,0.0678101823136794,0.0011600358004555985,0.00018508468112351728,0.00013381250250609392,-0.00036210535301709536
699.0,0.010343592031858861,0.06791347063872753,0.0011619502408884868,0.00017616635646609886,0.00013006703246193284,-0.000355193952335839
700.0,0.008938328013755381,0.06794377639411951,0.001163524873567569,0.00016889441835278197,0.00012689219240745293,-0.0003487562612229798
701.0,0.010202095028944314,0.06796034514788574,0.0011652479504734624,0.00016066136799602486,0.00012333414788851676,-0.00034671222383684234
