tick,force_value,force_target
1.0,0.0,
2.0,0.0,
3.0,0.0,
4.0,0.0,
5.0,0.0,
6.0,0.0,
7.0,0.0,
8.0,0.0,
9.0,0.0,
10.0,0.0,
11.0,0.0,
12.0,0.0,
13.0,0.0,
14.0,0.0,
15.0,0.0,
16.0,1.115608373043216e-05,1.115608373043216e-05
17.0,1.115608373043216e-05,
18.0,1.115608373043216e-05,
19.0,1.115608373043216e-05,
20.0,1.115608373043216e-05,
21.0,1.115608373043216e-05,
22.0,1.115608373043216e-05,
23.0,1.115608373043216e-05,
24.0,1.115608373043216e-05,
25.0,1.115608373043216e-05,
26.0,-6.335485960672204e-05,-6.335485960672204e-05
27.0,-6.335485960672204e-05,
28.0,-6.335485960672204e-05,
29.0,-6.335485960672204e-05,
30.0,-6.335485960672204e-05,
31.0,-6.335485960672204e-05,
32.0,3.15260957312609e-05,3.15260957312609e-05
33.0,3.15260957312609e-05,
34.0,3.15260957312609e-05,
35.0,3.15260957312609e-05,
36.0,-5.726255049418916e-05,-5.726255049418916e-05
37.0,-5.726255049418916e-05,
38.0,-5.726255049418916e-05,
39.0,-5.726255049418916e-05,
40.0,-5.726255049418916e-05,
41.0,-2.0496758217604995e-06,-2.0496758217604995e-06
42.0,-2.0496758217604995e-06,
43.0,-2.0496758217604995e-06,
44.0,-2.0496758217604995e-06,
45.0,-2.0496758217604995e-06,
46.0,-1.5337906188222658e-06,-1.5337906188222658e-06
47.0,-1.5337906188222658e-06,
48.0,-1.5337906188222658e-06,
49.0,-1.5337906188222658e-06,
50.0,-1.5337906188222658e-06,
51.0,-1.9360323446111804e-05,-1.9360323446111804e-05
52.0,-1.9360323446111804e-05,
53.0,-1.9360323446111804e-05,
54.0,-1.9360323446111804e-05,
55.0,-1.9360323446111804e-05,
56.0,7.75312209699059e-06,7.75312209699059e-06
57.0,7.75312209699059e-06,
58.0,7.75312209699059e-06,
59.0,7.75312209699059e-06,
60.0,7.75312209699059e-06,
61.0,-3.36752995933644e-05,-3.36752995933644e-05
62.0,-3.36752995933644e-05,
63.0,-3.36752995933644e-05,
64.0,-3.36752995933644e-05,
