tick,force_value,force_target
1.0,0.0,
2.0,0.0,
3.0,0.0,
4.0,0.0,
5.0,0.0,
6.0,0.0,
7.0,0.0,
8.0,0.0,
9.0,0.0,
10.0,0.0,
11.0,0.0,
12.0,0.0,
13.0,0.0,
14.0,0.0,
15.0,0.0,
16.0,0.0,
17.0,0.0,
18.0,0.0,
19.0,0.0,
20.0,0.0,
21.0,-2.293192676989386e-05,-2.293192676989386e-05
22.0,-2.293192676989386e-05,
23.0,-0.0001246991375592019,-0.0001246991375592019
24.0,-0.0001246991375592019,
25.0,8.819085544675805e-05,8.819085544675805e-05
26.0,8.819085544675805e-05,
27.0,-3.515942476555889e-05,-3.515942476555889e-05
28.0,-3.515942476555889e-05,
29.0,-4.1794035424368815e-06,-4.1794035424368815e-06
30.0,-4.1794035424368815e-06,
31.0,-3.098448458833271e-05,-3.098448458833271e-05
32.0,-3.098448458833271e-05,
33.0,-3.098448458833271e-05,
34.0,9.533677586768098e-06,9.533677586768098e-06
35.0,1.5245809928998063e-05,1.5245809928998063e-05
36.0,1.5245809928998063e-05,
37.0,-3.008974618068713e-05,-3.008974618068713e-05
38.0,-3.008974618068713e-05,
39.0,-5.918794063438626e-07,-5.918794063438626e-07
40.0,-5.918794063438626e-07,
41.0,2.8676183741992705e-05,2.8676183741992705e-05
42.0,2.8676183741992705e-05,
43.0,7.086509919589411e-06,7.086509919589411e-06
44.0,7.086509919589411e-06,
45.0,5.533438882333035e-06,5.533438882333035e-06
46.0,5.533438882333035e-06,
47.0,-3.7637070037644906e-06,-3.7637070037644906e-06
48.0,-3.7637070037644906e-06,
49.0,-3.9211866906039604e-05,-3.9211866906039604e-05
50.0,-3.9211866906039604e-05,
51.0,-1.3328696249662438e-05,-1.3328696249662438e-05
52.0,-1.3328696249662438e-05,
53.0,1.3207732933096346e-05,1.3207732933096346e-05
54.0,1.3207732933096346e-05,
55.0,1.4259422011211336e-06,1.4259422011211336e-06
56.0,1.4259422011211336e-06,
57.0,6.350974604126662e-06,6.350974604126662e-06
58.0,6.350974604126662e-06,
59.0,4.4819792993788025e-06,4.4819792993788025e-06
