tick,force_value,force_target
1.0,0.0,
2.0,0.0,
3.0,0.0,
4.0,0.0,
5.0,0.0,
6.0,0.0,
7.0,0.0,
8.0,0.0,
9.0,0.0,
10.0,0.0,
11.0,0.0,
12.0,0.0,
13.0,0.0,
14.0,0.0,
15.0,0.0,
16.0,0.0,
17.0,0.0,
18.0,0.0,
19.0,0.0,
20.0,-1.8339225610412793e-05,-1.8339225610412793e-05
21.0,-1.8339225610412793e-05,
22.0,-6.70788304717239e-07,-6.70788304717239e-07
23.0,0.00010401530846429753,0.00010401530846429753
24.0,0.00010401530846429753,
25.0,-3.712808663670758e-05,-3.712808663670758e-05
26.0,-3.712808663670758e-05,
27.0,-3.714092259363145e-05,-3.714092259363145e-05
28.0,-3.714092259363145e-05,
29.0,-1.7814997724495313e-05,-1.7814997724495313e-05
30.0,-1.7814997724495313e-05,
31.0,-2.0316353124372537e-05,-2.0316353124372537e-05
32.0,-2.0316353124372537e-05,
33.0,-3.3261337155389354e-05,-3.3261337155389354e-05
34.0,-3.3261337155389354e-05,
35.0,-1.2522396034435248e-05,-1.2522396034435248e-05
36.0,-1.2522396034435248e-05,
37.0,-1.8579639025815837e-05,-1.8579639025815837e-05
38.0,-1.8579639025815837e-05,
39.0,-2.9118323796937194e-05,-2.9118323796937194e-05
40.0,-2.9118323796937194e-05,
41.0,1.218510070579681e-05,1.218510070579681e-05
42.0,1.218510070579681e-05,
43.0,-1.5640383765052552e-06,-1.5640383765052552e-06
44.0,-1.5640383765052552e-06,
45.0,-6.927779509404953e-06,-6.927779509404953e-06
46.0,-6.927779509404953e-06,
47.0,3.5840584681774685e-08,3.5840584681774685e-08
48.0,3.5840584681774685e-08,
49.0,-1.8807814510131167e-06,-1.8807814510131167e-06
50.0,-1.8807814510131167e-06,
51.0,1.8816183409358824e-06,1.8816183409358824e-06
52.0,1.8816183409358824e-06,
53.0,-2.1991045487149905e-05,-2.1991045487149905e-05
54.0,-2.1991045487149905e-05,
55.0,-2.7288646553363976e-05,-2.7288646553363976e-05
56.0,-2.7288646553363976e-05,
57.0,-5.257732875809011e-06,-5.257732875809011e-06
