seq,recv_timestamp,recv_size,process_time,send_timestamp,send_size
1.0,1639071922.6844926,122.0,0.004422426223754883,1639071922.688915,72.0
0.0,1639071922.6882012,122.0,0.0022077560424804688,1639071922.690409,72.0
5.0,1639071922.6925507,122.0,0.00025963783264160156,1639071922.6928103,72.0
6.0,1639071922.7127643,122.0,0.00037932395935058594,1639071922.7131436,72.0
7.0,1639071922.733323,122.0,0.001407623291015625,1639071922.7347307,72.0
8.0,1639071922.7527883,122.0,0.001439809799194336,1639071922.754228,72.0
9.0,1639071922.773213,122.0,0.0013675689697265625,1639071922.7745805,72.0
10.0,1639071922.7926018,122.0,0.0014045238494873047,1639071922.7940063,72.0
11.0,1639071922.8132293,122.0,0.001337289810180664,1639071922.8145666,72.0
12.0,1639071922.832367,122.0,0.0013480186462402344,1639071922.833715,72.0
13.0,1639071922.8527217,122.0,0.0013911724090576172,1639071922.8541129,72.0
14.0,1639071922.8722668,122.0,0.0012469291687011719,1639071922.8735137,72.0
15.0,1639071922.8926616,122.0,0.001337289810180664,1639071922.8939989,72.0
16.0,1639071922.9131126,122.0,0.0014591217041015625,1639071922.9145718,72.0
17.0,1639071922.9324493,122.0,0.0014829635620117188,1639071922.9339323,72.0
18.0,1639071922.9528759,122.0,0.001644134521484375,1639071922.95452,72.0
19.0,1639071922.972662,122.0,0.0014235973358154297,1639071922.9740856,72.0
20.0,1639071922.9929698,122.0,0.0014102458953857422,1639071922.99438,72.0
21.0,1639071923.0131156,122.0,0.0013213157653808594,1639071923.014437,72.0
22.0,1639071923.0326042,122.0,0.0012884140014648438,1639071923.0338926,72.0
23.0,1639071923.0525622,122.0,0.0014300346374511719,1639071923.0539923,72.0
24.0,1639071923.0727916,122.0,0.0016148090362548828,1639071923.0744064,72.0
25.0,1639071923.09231,122.0,0.001560211181640625,1639071923.0938702,72.0
26.0,1639071923.1127677,122.0,0.001539468765258789,1639071923.1143072,72.0
27.0,1639071923.1331127,122.0,0.0015645027160644531,1639071923.1346772,72.0
28.0,1639071923.1524723,122.0,0.0013921260833740234,1639071923.1538644,72.0
29.0,1639071923.1727865,122.0,0.0013535022735595703,1639071923.17414,72.0
30.0,1639071923.1928124,122.0,0.0012576580047607422,1639071923.19407,72.0
31.0,1639071923.2131062,122.0,0.0016255378723144531,1639071923.2147317,72.0
32.0,1639071923.233552,122.0,0.0017933845520019531,1639071923.2353454,72.0
33.0,1639071923.2531075,122.0,0.0015532970428466797,1639071923.2546608,72.0
34.0,1639071923.2725308,122.0,0.0012729167938232422,1639071923.2738037,72.0
35.0,1639071923.2929428,122.0,0.0016055107116699219,1639071923.2945483,72.0
36.0,1639071923.3124428,122.0,0.001817464828491211,1639071923.3142602,72.0
37.0,1639071923.3330808,122.0,0.0015330314636230469,1639071923.3346138,72.0
38.0,1639071923.3523707,122.0,0.0011138916015625,1639071923.3534846,72.0
39.0,1639071923.3722925,122.0,0.0014028549194335938,1639071923.3736954,72.0
40.0,1639071923.3925424,122.0,0.0013279914855957031,1639071923.3938704,72.0
41.0,1639071923.4128194,122.0,0.0012636184692382812,1639071923.414083,72.0
42.0,1639071923.4328706,122.0,0.0014958381652832031,1639071923.4343665,72.0
43.0,1639071923.4530354,122.0,0.0018296241760253906,1639071923.454865,72.0
44.0,1639071923.4726036,122.0,0.0015022754669189453,1639071923.4741058,72.0
45.0,1639071923.4931474,122.0,0.0013546943664550781,1639071923.494502,72.0
46.0,1639071923.512884,122.0,0.0015692710876464844,1639071923.5144532,72.0
47.0,1639071923.5321906,122.0,0.0016210079193115234,1639071923.5338116,72.0
48.0,1639071923.5526106,122.0,0.0012006759643554688,1639071923.5538113,72.0
49.0,1639071923.5727136,122.0,0.0012063980102539062,1639071923.57392,72.0
50.0,1639071923.5941808,122.0,0.001373291015625,1639071923.595554,72.0
51.0,1639071923.6124556,122.0,0.0014564990997314453,1639071923.613912,72.0
52.0,1639071923.632565,122.0,0.0014748573303222656,1639071923.6340399,72.0
53.0,1639071923.6528473,122.0,0.0012772083282470703,1639071923.6541245,72.0
54.0,1639071923.672639,122.0,0.0012972354888916016,1639071923.6739361,72.0
55.0,1639071923.6930587,122.0,0.0018987655639648438,1639071923.6949575,72.0
56.0,1639071923.712924,122.0,0.0012881755828857422,1639071923.7142122,72.0
57.0,1639071923.732702,122.0,0.0015442371368408203,1639071923.7342463,72.0
58.0,1639071923.752954,122.0,0.001322031021118164,1639071923.754276,72.0
59.0,1639071923.7729285,122.0,0.0014545917510986328,1639071923.774383,72.0
60.0,1639071923.7930636,122.0,0.0036699771881103516,1639071923.7967336,72.0
61.0,1639071923.8142025,122.0,0.0013425350189208984,1639071923.815545,72.0
62.0,1639071923.8325043,122.0,0.001798868179321289,1639071923.8343031,72.0
63.0,1639071923.8531363,122.0,0.001425027847290039,1639071923.8545613,72.0
64.0,1639071923.8725328,122.0,0.0016083717346191406,1639071923.8741412,72.0
65.0,1639071923.892997,122.0,0.002196073532104492,1639071923.895193,72.0
66.0,1639071923.9130363,122.0,0.0019519329071044922,1639071923.9149883,72.0
67.0,1639071923.93271,122.0,0.0014255046844482422,1639071923.9341354,72.0
68.0,1639071923.9528832,122.0,0.001310586929321289,1639071923.9541938,72.0
69.0,1639071923.9732165,122.0,0.0017147064208984375,1639071923.9749312,72.0
70.0,1639071923.992695,122.0,0.0013065338134765625,1639071923.9940016,72.0
71.0,1639071924.0127826,122.0,0.0015196800231933594,1639071924.0143023,72.0
72.0,1639071924.032614,122.0,0.0017948150634765625,1639071924.0344088,72.0
73.0,1639071924.0529888,122.0,0.0012972354888916016,1639071924.054286,72.0
74.0,1639071924.0730157,122.0,0.0013289451599121094,1639071924.0743446,72.0
75.0,1639071924.0930457,122.0,0.0010371208190917969,1639071924.0940828,72.0
76.0,1639071924.112574,122.0,0.0011968612670898438,1639071924.113771,72.0
77.0,1639071924.1323044,122.0,0.0013689994812011719,1639071924.1336734,72.0
78.0,1639071924.1523201,122.0,0.0014960765838623047,1639071924.1538162,72.0
79.0,1639071924.1729465,122.0,0.001659393310546875,1639071924.1746058,72.0
80.0,1639071924.1925216,122.0,0.0018854141235351562,1639071924.194407,72.0
81.0,1639071924.2142165,122.0,0.0012085437774658203,1639071924.215425,72.0
82.0,1639071924.2344377,122.0,0.0015201568603515625,1639071924.2359579,72.0
83.0,1639071924.2549734,122.0,0.0014204978942871094,1639071924.256394,72.0
84.0,1639071924.2845645,122.0,0.0013761520385742188,1639071924.2859406,72.0
85.0,1639071924.3051116,122.0,0.0014426708221435547,1639071924.3065543,72.0
86.0,1639071924.3347766,122.0,0.001241445541381836,1639071924.336018,72.0
87.0,1639071924.352749,122.0,0.0017724037170410156,1639071924.3545215,72.0
88.0,1639071924.3732586,122.0,0.002397298812866211,1639071924.375656,72.0
89.0,1639071924.3924034,122.0,0.001560211181640625,1639071924.3939636,72.0
90.0,1639071924.4126666,122.0,0.0014865398406982422,1639071924.414153,72.0
91.0,1639071924.4331353,122.0,0.0012164115905761719,1639071924.4343517,72.0
92.0,1639071924.4529936,122.0,0.0016894340515136719,1639071924.454683,72.0
93.0,1639071924.4723375,122.0,0.0012829303741455078,1639071924.4736204,72.0
94.0,1639071924.492546,122.0,0.0013973712921142578,1639071924.4939435,72.0
95.0,1639071924.5128357,122.0,0.001253366470336914,1639071924.514089,72.0
96.0,1639071924.532914,122.0,0.001226186752319336,1639071924.53414,72.0
97.0,1639071924.5527399,122.0,0.0012638568878173828,1639071924.5540037,72.0
98.0,1639071924.5728657,122.0,0.0011317729949951172,1639071924.5739975,72.0
99.0,1639071924.5924692,122.0,0.001247406005859375,1639071924.5937166,72.0
100.0,1639071924.6123323,122.0,0.001138448715209961,1639071924.6134708,72.0
101.0,1639071924.6332397,122.0,0.0012331008911132812,1639071924.6344728,72.0
102.0,1639071924.6530066,122.0,0.0011456012725830078,1639071924.6541522,72.0
103.0,1639071924.6723943,122.0,0.0014805793762207031,1639071924.6738749,72.0
104.0,1639071924.6930356,122.0,0.0014414787292480469,1639071924.694477,72.0
105.0,1639071924.7125766,122.0,0.0018062591552734375,1639071924.714383,72.0
106.0,1639071924.7339714,122.0,0.0018906593322753906,1639071924.735862,72.0
107.0,1639071924.752599,122.0,0.001645803451538086,1639071924.7542448,72.0
108.0,1639071924.7728784,122.0,0.0011353492736816406,1639071924.7740138,72.0
109.0,1639071924.7925842,122.0,0.001363992691040039,1639071924.7939482,72.0
