seq,recv_timestamp,recv_size,process_time,send_timestamp,send_size
0.0,1639153861.8115056,122.0,0.00033545494079589844,1639153861.811841,72.0
3.0,1639153861.8132582,122.0,0.0010225772857666016,1639153861.8142807,72.0
4.0,1639153861.842987,122.0,0.0014388561248779297,1639153861.844426,72.0
5.0,1639153861.88697,122.0,0.001313924789428711,1639153861.888284,72.0
6.0,1639153861.9422977,122.0,0.0023953914642333984,1639153861.944693,72.0
7.0,1639153862.0463295,122.0,0.002195119857788086,1639153862.0485246,72.0
8.0,1639153862.0474558,122.0,0.003829479217529297,1639153862.0512853,72.0
9.0,1639153862.0837924,122.0,0.0013437271118164062,1639153862.0851362,72.0
10.0,1639153862.147625,122.0,0.0013337135314941406,1639153862.1489587,72.0
11.0,1639153862.1943984,122.0,0.0015935897827148438,1639153862.195992,72.0
12.0,1639153862.250413,122.0,0.0014033317565917969,1639153862.2518163,72.0
13.0,1639153862.2958667,122.0,0.0019044876098632812,1639153862.2977712,72.0
14.0,1639153862.3523371,122.0,0.0017142295837402344,1639153862.3540514,72.0
15.0,1639153862.3979633,122.0,0.0015106201171875,1639153862.399474,72.0
16.0,1639153862.4565697,122.0,0.001356363296508789,1639153862.457926,72.0
17.0,1639153862.5008867,122.0,0.0015146732330322266,1639153862.5024014,72.0
18.0,1639153862.5439663,122.0,0.0014388561248779297,1639153862.5454051,72.0
21.0,1639153862.703928,122.0,0.0019083023071289062,1639153862.7058363,72.0
19.0,1639153862.7049224,122.0,0.004126310348510742,1639153862.7090487,72.0
22.0,1639153862.7508757,122.0,0.0005085468292236328,1639153862.7513843,72.0
23.0,1639153862.7975233,122.0,0.0013470649719238281,1639153862.7988703,72.0
24.0,1639153862.86375,122.0,0.0013689994812011719,1639153862.865119,72.0
25.0,1639153862.8935897,122.0,0.001279592514038086,1639153862.8948693,72.0
26.0,1639153862.943498,122.0,0.0009355545043945312,1639153862.9444335,72.0
27.0,1639153862.993317,122.0,0.0014786720275878906,1639153862.9947956,72.0
28.0,1639153863.0703943,122.0,0.0013306140899658203,1639153863.071725,72.0
29.0,1639153863.0938337,122.0,0.0013637542724609375,1639153863.0951974,72.0
30.0,1639153863.1441371,122.0,0.0014438629150390625,1639153863.145581,72.0
31.0,1639153863.2251327,122.0,0.0013573169708251953,1639153863.22649,72.0
32.0,1639153863.2441251,122.0,0.001413106918334961,1639153863.2455382,72.0
33.0,1639153863.3098252,122.0,0.0014650821685791016,1639153863.3112903,72.0
