tick,tick_dt,input_force,output_angle,output_ang_vel,output_speed,output_position
212.0,0.01078511995729059,2.183901534536928e-05,0.1606572110985798,0.7304135989533933,0.0638276611341666,0.006366759079641503
213.0,0.009470379911363125,2.183901534536928e-05,0.16757450537309446,0.7630879420020434,0.06829602099116099,0.0069712312794358074
214.0,0.009603989077731967,2.183901534536928e-05,0.17490319363343104,0.7976858427532646,0.07304933960390173,0.007627145519087471
215.0,0.010514920926652849,2.183901534536928e-05,0.18329079719429206,0.8373877798609819,0.07852602738141667,0.008395253548766708
216.0,0.010342663968913257,2.183901534536928e-05,0.1919516176130685,0.8782719576591582,0.08418137138495278,0.009207421862786381
217.0,0.009459361084736884,2.183901534536928e-05,0.20025950919116522,0.9172577235856689,0.08958164605748295,0.010003723851324987
218.0,0.009848671033978462,2.183901534536928e-05,0.20929327876413642,0.959637268488914,0.09545782125513907,0.01088598401402743
219.0,0.01056008692830801,2.183901534536928e-05,0.2194271317390234,1.0072067168052647,0.10205394520242936,0.011894026904468587
220.0,0.009790561045520008,2.183901534536928e-05,0.22928825058536312,1.0532047307409684,0.10842178212767124,0.012893192284909125
221.0,0.009613878093659878,2.183901534536928e-05,0.23941363247437267,1.1002618121063004,0.11492103963138395,0.013935546080981909
222.0,0.010834360029548407,2.183901534536928e-05,0.25133426507349566,1.1557657956473881,0.12256253478868501,0.015180641999318324
223.0,0.009365492966026068,2.183901534536928e-05,0.2621585815030048,1.205650606763732,0.129392029888793,0.01632850055678008
224.0,0.010134074022062123,2.183901534536928e-05,0.2743767339966926,1.2619270571020254,0.13705332890217709,0.017639768965537983
225.0,0.00961204501800239,2.183901534536928e-05,0.28650643367899253,1.3174248139086626,0.14454886195746908,0.0189571317328128
226.0,0.010838286019861698,2.183901534536928e-05,0.3007850606217977,1.3827658932959166,0.153295186041247,0.020523793642553353
227.0,0.009468047064729035,2.183901534536928e-05,0.31387715317902554,1.4420030226640697,0.16112973399652958,0.021975199678788273
228.0,0.014424436958506703,-0.32303625720458357,0.3346772348734195,1.5235304785821027,0.16466510953176886,0.02429940536896217
229.0,0.006323093082755804,-0.1769014569688176,0.34431065990390963,1.563036147293319,0.16801767837534073,0.025340598184013723
230.0,0.009961855015717447,-0.1769014569688176,0.35988139938757124,1.627894147715636,0.17354483431185422,0.027014365936066313
231.0,0.02763831801712513,0.0,0.4048736555403529,1.8411598475122226,0.19970828805238244,0.03181085325700663
232.0,0.011770104989409447,0.0,0.42654430024785683,1.9354015181194892,0.21054775264235068,0.034161440774638396
233.0,0.009661043994128704,0.0,0.4452422994607127,2.015303394496973,0.21941845160148682,0.03619555187578107
234.0,0.00979967089369893,0.0,0.4649916094777373,2.0988875736172425,0.22834501466525386,0.038345780489480646
235.0,0.010691195959225297,0.0,0.48743122782366216,2.193044890944529,0.23793648373557183,0.04078706178757905
236.0,0.00985972594935447,0.0,0.5090540494430071,2.282369799836712,0.2465344705876949,0.04313305031056482
237.0,0.009863095940090716,0.0,0.5315652817495623,2.37420117765219,0.25483896020237695,0.04556464344651073
238.0,0.009820281993597746,0.0,0.5548806068236387,2.468031181405391,0.26272168365100923,0.048067233898653305
239.0,0.010600066976621747,0.0,0.5810419026469268,2.5720260822771492,0.2707029361894111,0.050852101341564836
240.0,0.009825246059335768,0.0,0.6063126917763292,2.670687723617912,0.27747713626690723,0.05351182429861047
241.0,0.010193721973337233,0.0,0.6335369399084951,2.775425717917205,0.2837746991201678,0.056340349079673134
242.0,0.009977631969377398,0.0,0.6612291162802181,2.880127157447126,0.28907903235902505,0.059171748589714974
243.0,0.009558156016282737,0.0,0.6887578209978307,2.982376297480515,0.2932442344772084,0.061934811082038584
244.0,0.009675394976511598,0.0,0.7176134896445409,3.0877898433828608,0.2964263492550705,0.06477206487519035
245.0,0.010527939070016146,0.0,0.7501215529766904,3.204596227525221,0.29854641332462406,0.06789282341889506
246.0,0.00994020700454712,0.0,0.7819759028442819,3.316723839478704,0.29910262380680425,0.07086043656780691
247.0,0.009547823923639953,0.0,0.8136433980669636,3.4260971249057826,0.29818285342864764,0.073716215755013
248.0,0.010612640995532274,0.0,0.850003336869414,3.549515296296994,0.29529789620385105,0.07688072332947465
249.0,0.009472972946241498,0.0,0.8836277992435058,3.6612434139028864,0.2909171976508348,0.07967807231129577
250.0,0.010628974996507168,0.0,0.922543063946006,3.7883401825152,0.2837834697005481,0.08277022393118043
251.0,0.009603878017514944,0.0,0.9589258209477324,3.904753433841237,0.2751631985128819,0.08549564575757164
252.0,0.00977789401076734,0.0,0.9971060861620118,4.024846269620258,0.26411008429594973,0.08818616234829434
