tick,force_value,force_target
1.0,0.0,
2.0,0.0,
3.0,0.0,
4.0,0.0,
5.0,0.0,
6.0,0.0,
7.0,0.0,
8.0,0.0,
9.0,0.0,
10.0,0.0,
11.0,0.0,
12.0,-2.9231285170194684e-05,-2.9231285170194684e-05
13.0,-2.9231285170194684e-05,
14.0,-2.9231285170194684e-05,
15.0,-2.9231285170194684e-05,
16.0,-2.9231285170194684e-05,
17.0,-2.9231285170194684e-05,
18.0,-2.9231285170194684e-05,
19.0,-2.9231285170194684e-05,
20.0,-2.9231285170194684e-05,
21.0,4.9162470585747075e-06,4.9162470585747075e-06
22.0,4.9162470585747075e-06,
23.0,4.9162470585747075e-06,
24.0,4.9162470585747075e-06,
25.0,4.9162470585747075e-06,
26.0,4.9162470585747075e-06,
27.0,4.9162470585747075e-06,
28.0,4.9162470585747075e-06,
29.0,4.9162470585747075e-06,
30.0,4.9162470585747075e-06,
31.0,4.9162470585747075e-06,
32.0,1.021253229864574e-05,1.021253229864574e-05
33.0,1.021253229864574e-05,
34.0,1.021253229864574e-05,
35.0,1.021253229864574e-05,
36.0,1.021253229864574e-05,
37.0,1.021253229864574e-05,
38.0,1.021253229864574e-05,
39.0,1.021253229864574e-05,
40.0,1.021253229864574e-05,
41.0,1.021253229864574e-05,
42.0,-1.6194701724872262e-06,-1.6194701724872262e-06
43.0,-1.6194701724872262e-06,
44.0,-1.6194701724872262e-06,
45.0,-1.6194701724872262e-06,
46.0,-1.6194701724872262e-06,
47.0,-1.6194701724872262e-06,
48.0,-1.6194701724872262e-06,
49.0,-1.6194701724872262e-06,
50.0,-1.6194701724872262e-06,
51.0,-1.6194701724872262e-06,
52.0,1.2806664997908406e-06,1.2806664997908406e-06
53.0,1.2806664997908406e-06,
54.0,1.2806664997908406e-06,
55.0,1.2806664997908406e-06,
56.0,1.2806664997908406e-06,
57.0,1.2806664997908406e-06,
58.0,1.2806664997908406e-06,
59.0,1.2806664997908406e-06,
60.0,1.2806664997908406e-06,
61.0,1.2806664997908406e-06,
62.0,-3.76443130640422e-07,-3.76443130640422e-07
63.0,-3.76443130640422e-07,
