tick,force_value,force_target
1.0,0.0,
2.0,0.0,
3.0,0.0,
4.0,0.0,
5.0,0.0,
6.0,0.0,
7.0,0.0,
8.0,0.0,
9.0,0.0,
10.0,0.0,
11.0,0.0,
12.0,0.0,
13.0,0.0,
14.0,0.0,
15.0,0.0,
16.0,0.0,
17.0,-1.924315504792899e-06,-1.924315504792899e-06
18.0,-1.924315504792899e-06,
19.0,-1.924315504792899e-06,
20.0,-1.924315504792899e-06,
21.0,-1.924315504792899e-06,
22.0,-1.924315504792899e-06,
23.0,-1.924315504792899e-06,
24.0,-1.924315504792899e-06,
25.0,-1.924315504792899e-06,
26.0,-1.924315504792899e-06,
27.0,-1.924315504792899e-06,
28.0,-1.924315504792899e-06,
29.0,-1.924315504792899e-06,
30.0,-1.924315504792899e-06,
31.0,-1.924315504792899e-06,
32.0,-1.924315504792899e-06,
33.0,-1.924315504792899e-06,
34.0,-1.924315504792899e-06,
35.0,-1.924315504792899e-06,
36.0,-1.924315504792899e-06,
37.0,-1.924315504792899e-06,
38.0,-1.924315504792899e-06,
39.0,-1.924315504792899e-06,
40.0,-1.924315504792899e-06,
41.0,-1.924315504792899e-06,
42.0,-1.924315504792899e-06,
43.0,-1.924315504792899e-06,
44.0,-1.924315504792899e-06,
45.0,-1.924315504792899e-06,
46.0,-1.924315504792899e-06,
47.0,-1.924315504792899e-06,
48.0,-1.924315504792899e-06,
49.0,-1.924315504792899e-06,
50.0,-1.924315504792899e-06,
51.0,-1.924315504792899e-06,
52.0,-1.924315504792899e-06,
53.0,-1.788173548724166e-05,-1.788173548724166e-05
54.0,6.841128152654337e-06,6.841128152654337e-06
55.0,6.841128152654337e-06,
56.0,7.336537046495156e-05,7.336537046495156e-05
57.0,7.336537046495156e-05,
58.0,7.336537046495156e-05,
59.0,7.336537046495156e-05,
60.0,7.336537046495156e-05,
61.0,-5.882956237680637e-06,-5.882956237680637e-06
62.0,-5.882956237680637e-06,
63.0,-5.882956237680637e-06,
64.0,-5.882956237680637e-06,
65.0,-5.882956237680637e-06,
66.0,2.2590287118609675e-05,2.2590287118609675e-05
