tick,position_value,speed_value,angle_value,ang_vel_value,position_sample,speed_sample,angle_sample,ang_vel_sample
27.0,8.878430985916913e-08,9.62622673602959e-07,3.0012755845166074e-07,2.7299719698743713e-06,,,,
28.0,9.835982270052031e-08,1.1300333922544131e-06,3.2728345491129764e-07,2.320109397015545e-06,,,,
29.0,1.0922803291523506e-07,-3.400328274146561e-07,3.49597341227166e-07,-5.461727315629818e-07,,,,
30.0,1.0557887914975915e-07,2.0268959397554935e-08,3.437359416230835e-07,7.082877621832826e-07,1.0557887914975915e-07,2.0268959397554935e-08,3.437359416230835e-07,7.082877621832826e-07
31.0,1.0576970110704286e-07,4.250988884728325e-07,3.504041111353387e-07,2.0297184839577398e-06,,,,
32.0,1.1026611872403562e-07,8.965688263065485e-07,3.7187314386226543e-07,1.3573281242063155e-06,,,,
33.0,1.1905747897554977e-07,1.214672205423312e-06,3.851825074819745e-07,3.6802644182911727e-06,,,,
34.0,1.3087858637522561e-07,9.90812416102442e-07,4.2099859082823347e-07,2.883201029926031e-06,,,,
35.0,1.4041707114465388e-07,4.5790593078540654e-07,4.487549740388229e-07,1.994001475949543e-06,1.4041707114465388e-07,4.5790593078540654e-07,4.487549740388229e-07,1.994001475949543e-06
36.0,1.4522493686471122e-07,4.2498347835174976e-07,4.696913513543951e-07,1.9268620565713184e-06,,,,
37.0,1.4942857594265508e-07,7.566178561482413e-07,4.887505220078632e-07,2.895022671549006e-06,,,,
38.0,1.5671696909036598e-07,6.837025452340039e-07,5.166378672909904e-07,2.5881765553767846e-06,,,,
39.0,1.6401413392495265e-07,7.688833225951389e-07,5.442615043203555e-07,2.8217154152637882e-06,,,,
40.0,1.7169325838815797e-07,1.041097888453309e-06,5.724430284044269e-07,3.817279410902736e-06,1.7169325838815797e-07,1.041097888453309e-06,5.724430284044269e-07,3.817279410902736e-06
41.0,1.81567580443028e-07,8.129410903121641e-07,6.086481217916359e-07,3.1325544384588487e-06,,,,
42.0,1.9052508159906265e-07,1.0684652127752978e-06,6.431645957873861e-07,3.045990628464032e-06,,,,
43.0,2.0335261027446575e-07,1.597603118391585e-06,6.797334345894863e-07,5.598856104893179e-06,,,,
44.0,2.141510669868306e-07,1.1131690196462295e-06,7.175770044920768e-07,4.300090046253429e-06,,,,
45.0,2.2608536322218555e-07,1.1320303107971613e-06,7.636783130489741e-07,-2.6746424453890036e-06,2.2608536322218555e-07,1.1320303107971613e-06,7.636783130489741e-07,-2.6746424453890036e-06
46.0,2.3702615088224036e-07,-8.35896472471392e-05,7.378285678765464e-07,-0.0771279831173636,,,,
47.0,-5.958427095377036e-07,0.00011610227521782659,-0.0007677484316447575,0.11688463210430458,,,,
48.0,5.647888882585778e-07,0.0001205197522625123,0.00040070409921675665,0.00031065654495214903,,,,
49.0,1.8458684145464821e-06,4.911921470045986e-05,0.0004040062611609555,0.00023308923412454095,,,,
50.0,2.3247319340798066e-06,9.69681958138303e-06,0.00040627864950630826,0.0002113109537026958,2.3247319340798066e-06,9.69681958138303e-06,0.00040627864950630826,0.0002113109537026958
51.0,2.4162518745386924e-06,4.300819104249051e-06,0.00040827303186424243,0.00026272798731168703,,,,
52.0,2.4611626788671523e-06,3.2587473690173168e-06,0.00041101653837864293,0.0003294835454526666,,,,
53.0,2.4932072843899984e-06,4.904848081124678e-06,0.00041425648583228163,0.00039813194838344234,,,,
54.0,2.541488538956916e-06,2.6628568190781436e-06,0.0004181755287125488,0.000460154000706782,,,,
55.0,2.5696729878196603e-06,-4.2316188374555706e-08,0.00042304593211125557,0.0005261300947510895,2.5696729878196603e-06,-4.2316188374555706e-08,0.00042304593211125557,0.0005261300947510895
56.0,2.5692722601592298e-06,2.886276965151364e-06,0.0004280283015081748,0.0005975786321949411,,,,
57.0,2.600771932391252e-06,5.285559190697322e-06,0.00043455003565714056,0.0006795254262515675,,,,
58.0,2.6471727835415957e-06,6.256824925645075e-06,0.00044051545142844946,0.0007434626039645773,,,,
59.0,2.713504237238948e-06,8.25019013381502e-06,0.00044839723745836705,0.0008238489211143593,,,,
60.0,2.7976977248024427e-06,9.30911406997764e-06,0.0004568046453809728,0.0009017273695867867,2.7976977248024427e-06,9.30911406997764e-06,0.0004568046453809728,0.0009017273695867867
61.0,2.8892044629004647e-06,4.839089249215934e-07,0.000465668445912831,0.0009570908989744772,,,,
62.0,2.8940419218362685e-06,3.2511747994149225e-06,0.0004752361304153864,0.0010394601656916588,,,,
63.0,2.9253450392646023e-06,-6.517531106021716e-07,0.0004852443107305687,0.0011059123133600542,,,,
64.0,2.918848314713357e-06,2.1293280915412223e-06,0.0004962681287390358,0.0011919690173131064,,,,
65.0,2.9415028517504237e-06,4.0599241263824696e-08,0.0005089498316466465,0.0012744306949857764,2.9415028517504237e-06,4.0599241263824696e-08,0.0005089498316466465,0.0012744306949857764
66.0,2.941889542593644e-06,4.5834675868809915e-06,0.0005210882525808521,0.00136393972635835,,,,
67.0,2.9862599975588153e-06,5.508538668989221e-06,0.0005342919297218905,0.0014499115942570857,,,,
68.0,3.040613382432852e-06,-6.857049797843521e-07,0.0005485983742531121,0.0015232302881542947,,,,
69.0,3.0332498057673015e-06,9.796165668109113e-07,0.0005649558797938182,0.0016246060238048106,,,,
70.0,3.042794941818487e-06,5.667753216643247e-06,0.000580785629975846,0.0017256572386415822,3.042794941818487e-06,5.667753216643247e-06,0.000580785629975846,0.0017256572386415822
71.0,3.1016935818253123e-06,5.601930383117363e-06,0.000598718461662212,0.0018265051049998354,,,,
72.0,3.1562303793027623e-06,3.2902031081232604e-06,0.000616500142652591,0.00191752674189007,,,,
73.0,3.187876793084066e-06,3.3578058875487767e-06,0.000634943637694203,0.002016683633944764,,,,
74.0,3.223836624386248e-06,2.3291963890103236e-06,0.0006565409562096774,0.0021276471206147863,,,,
75.0,3.245962371393541e-06,5.828346293070702e-06,0.0006767521252350256,0.00223810068708837,3.245962371393541e-06,5.828346293070702e-06,0.0006767521252350256,0.00223810068708837
76.0,3.306691769751858e-06,6.83218676738892e-06,0.0007000723779032319,0.002358637238200406,,,,
77.0,3.371987032855959e-06,6.036556050378625e-06,0.0007226138926888828,0.0024672926261583325,,,,
78.0,3.432665715265433e-06,5.282626696112412e-06,0.0007474147997664387,0.002587581859665984,,,,
79.0,3.4833033530762384e-06,2.2869299827045855e-06,0.0007722185651190053,0.0026996738966915865,,,,
80.0,3.507733422905844e-06,3.123804803358861e-06,0.0008010577610332326,0.0028399274781185807,3.507733422905844e-06,3.123804803358861e-06,0.0008010577610332326,0.0028399274781185807
81.0,3.538592462918856e-06,6.75732738494646e-06,0.0008291124703374383,0.002978891518828638,,,,
82.0,3.608672305879136e-06,5.2000129026223886e-06,0.0008600063782307102,0.0031202227506647298,,,,
83.0,3.6577330341493073e-06,2.546844216740845e-06,0.0008894448437459727,0.0032488833821841374,,,,
84.0,3.6822117168135724e-06,6.073272519112014e-06,0.0009206710902525064,0.003399802762974821,,,,
85.0,3.7469620937263463e-06,-8.268228838903498e-07,0.0009569181892652636,0.0035485453636102835,3.7469620937263463e-06,-8.268228838903498e-07,0.0009569181892652636,0.0035485453636102835
86.0,3.739228196739939e-06,7.273001559274861e-06,0.0009901104059158552,0.003714943858920712,,,,
87.0,3.815956436172601e-06,8.897532815794252e-06,0.0010293020793347434,0.0038945516531433606,,,,
88.0,3.9036251792192335e-06,8.84893279854926e-06,0.0010676756886520567,0.004062653379407559,,,,
89.0,3.988219737810819e-06,4.666546909928409e-06,0.0011065140861363206,0.004225232686614751,,,,
90.0,4.0378172310245945e-06,5.003963832033519e-06,0.0011514211562988733,0.004423108824705085,4.0378172310245945e-06,5.003963832033519e-06,0.0011514211562988733,0.004423108824705085
91.0,4.0845098328890954e-06,7.323246922285682e-06,0.0011926937286610496,0.004606262030638928,,,,
92.0,4.16503006084482e-06,9.83438084157664e-06,0.0012433402892190655,0.004833231190297349,,,,
93.0,4.259747785314595e-06,1.1521802546121309e-05,0.0012898905161785408,0.0050354797354329696,,,,
94.0,4.371078135977719e-06,9.177174747947365e-06,0.0013385462471250434,0.005240434477686069,,,,
95.0,4.468036290631508e-06,-1.2716917978185835e-07,0.001393912181685043,0.005456576704163836,4.468036290631508e-06,-1.2716917978185835e-07,0.001393912181685043,0.005456576704163836
96.0,4.4668362220518186e-06,6.518364290183117e-06,0.0014454047388169282,0.00569025572218726,,,,
97.0,4.5359817790037874e-06,9.407293675717479e-06,0.0015057658790653067,0.005955235751879026,,,,
98.0,4.629418886373947e-06,1.014089723239806e-05,0.0015649157282721239,0.006205589824558927,,,,
99.0,4.726291390087377e-06,5.4821761385124256e-06,0.0016241955937068172,0.00644691333031645,,,,
100.0,4.779058799186774e-06,6.417010616180315e-06,0.0016862488558665907,0.006710487849713359,4.779058799186774e-06,6.417010616180315e-06,0.0016862488558665907,0.006710487849713359
101.0,4.845835969914851e-06,-3.0154123499753023e-07,0.0017560800310993554,0.006989424563491903,,,,
102.0,4.842792765428668e-06,7.36599082727901e-06,0.0018266184706850202,0.007302513035951393,,,,
103.0,4.9194204532148264e-06,9.353207740675766e-07,0.0019025858051678337,0.0076084542605461426,,,,
104.0,4.928566059003413e-06,-1.9535838960280582e-07,0.001976981590289593,0.007916602351360021,,,,
105.0,4.9266642910039175e-06,6.180698465401671e-06,0.00205404785320852,0.008253741404727264,4.9266642910039175e-06,6.180698465401671e-06,0.00205404785320852,0.008253741404727264
106.0,4.991364843900345e-06,2.1521723350843023e-06,0.002140449355456096,0.008605438687809323,,,,
107.0,5.011848561639315e-06,4.760858408509776e-06,0.002222353287695888,0.008951127958732031,,,,
108.0,5.058684320102818e-06,9.55671112357779e-06,0.0023104115391871997,0.009329301596003094,,,,
109.0,5.1594693375290385e-06,1.1589167550742026e-06,0.0024087982971177494,0.00971900644274387,,,,
110.0,5.170665081696384e-06,9.299929598831743e-06,0.002502689000843727,0.010125507768726932,5.170665081696384e-06,9.299929598831743e-06,0.002502689000843727,0.010125507768726932
111.0,5.2667750081306685e-06,1.0027371283173291e-05,0.0026073308474749497,0.010563210436225958,,,,
112.0,5.367010115966058e-06,5.9536959649838335e-06,0.0027129222838805983,0.010989442012450243,,,,
113.0,5.424498825785527e-06,1.966192666882395e-06,0.002819036006624812,0.01142033781620579,,,,
114.0,5.443611213460365e-06,7.553159250304242e-06,0.002930047469233417,0.011891782116846359,,,,
115.0,5.526238349740556e-06,-2.528603029747299e-07,0.0030601365973745224,0.012413050322320294,5.526238349740556e-06,-2.528603029747299e-07,0.0030601365973745224,0.012413050322320294
116.0,5.523816699777486e-06,1.2539984267481805e-05,0.003179016716163419,0.012930322482401129,,,,
117.0,5.643553460070743e-06,1.4070349183874719e-05,0.0033024805810746858,0.01344443655779605,,,,
118.0,5.783749419706351e-06,1.8227949670379011e-06,0.0034364399917722116,0.013967924387577909,,,,
119.0,5.803284331612638e-06,3.564929022116704e-06,0.003586134377240271,0.014590248100554211,,,,
120.0,5.838983605955572e-06,1.191853480652394e-05,0.003732241429145583,0.015209792659522707,5.838983605955572e-06,1.191853480652394e-05,0.003732241429145583,0.015209792659522707
121.0,5.951578564697089e-06,9.020811141402491e-06,0.0038759290555834052,0.01579566113134109,,,,
122.0,6.0450264553505e-06,1.2430273291263116e-05,0.004039558599652367,0.01647755949870278,,,,
123.0,6.159612332135098e-06,9.904393866368562e-06,0.004191453538579923,0.017092010640803047,,,,
124.0,6.268078528576976e-06,1.5654288743067064e-05,0.00437863363347166,0.01787985643325095,,,,
125.0,6.423860774120948e-06,2.0508015893052364e-05,0.004556563415583878,0.01861718540801365,6.423860774120948e-06,2.0508015893052364e-05,0.004556563415583878,0.01861718540801365
126.0,6.617236002673094e-06,1.2113942906996958e-05,0.004732109528969324,0.019321131571146174,,,,
127.0,6.733883932620664e-06,1.2610951763837233e-05,0.0049181571287740975,0.0200851651906181,,,,
128.0,6.869525350090613e-06,-2.744450307468776e-07,0.005134190012539926,0.020944756706544523,,,,
129.0,6.866780812781809e-06,1.735726179333285e-05,0.005343644219265718,0.021842718748186305,,,,
130.0,7.036931237788623e-06,1.1397541131378923e-05,0.005557764852033715,0.022710607946746474,7.036931237788623e-06,1.1397541131378923e-05,0.005557764852033715,0.022710607946746474
131.0,7.155167801676107e-06,8.030403137962455e-06,0.005793361654577933,0.023671005146846745,,,,
132.0,7.233510824602467e-06,5.667624202764047e-06,0.006024291293731757,0.02461093003009384,,,,
133.0,7.288331905877084e-06,1.0646441917252716e-05,0.006262344796779063,0.025599675243942365,,,,
134.0,7.401642105116482e-06,4.775688908416689e-06,0.0065348024239281245,0.02670647006149423,,,,
135.0,7.446833608615711e-06,1.1870544806468256e-05,0.0067875210491109795,0.02775478278947217,7.446833608615711e-06,1.1870544806468256e-05,0.0067875210491109795,0.02775478278947217
136.0,7.570830185832926e-06,1.9502400040206653e-05,0.007077440182850026,0.028966058338384004,,,,
137.0,7.755848557138136e-06,1.4722920798529383e-05,0.007352239844730142,0.030075318965702327,,,,
138.0,7.901147222568002e-06,1.636552818930773e-05,0.007649049409074914,0.03129862542793156,,,,
139.0,8.074798092839004e-06,5.462928857879849e-06,0.007981151952969428,0.03263633291148602,,,,
140.0,8.128332698220697e-06,1.5767541171153923e-05,0.008300975485176294,0.033968225964374314,8.128332698220697e-06,1.5767541171153923e-05,0.008300975485176294,0.033968225964374314
141.0,8.275770498045511e-06,1.5307297234843232e-05,0.00861860271987169,0.03526923288027164,,,,
142.0,8.440148630015412e-06,1.6064247486951167e-05,0.00899734303750751,0.03682742272818473,,,,
143.0,8.590807046835338e-06,2.1276533648775754e-05,0.009342728727580662,0.03824591824672714,,,,
144.0,8.81880225465839e-06,2.4428846394149704e-05,0.00975256456940482,0.039941683884855486,,,,
145.0,9.0513126177606e-06,2.3127740065622836e-05,0.010132723962654166,0.041486899174398614,9.0513126177606e-06,2.3127740065622836e-05,0.010132723962654166,0.041486899174398614
146.0,9.290574152233938e-06,2.2480163489729203e-05,0.010561915017588306,0.04325109196174398,,,,
147.0,9.50369088885198e-06,1.4908839862609743e-05,0.010971944578906444,0.04490557158603382,,,,
148.0,9.663279120238353e-06,2.0144568349797498e-05,0.011452625893807553,0.04689627578175924,,,,
149.0,9.856173212420966e-06,2.179959153127066e-05,0.011901680665624435,0.048730637959623575,,,,
150.0,1.0066174497022924e-05,2.2734542117745663e-05,0.012371115909689184,0.0506579739761073,1.0066174497022924e-05,2.2734542117745663e-05,0.012371115909689184,0.0506579739761073
151.0,1.0301114459297887e-05,-1.3538468277967406e-07,0.012894618095624252,0.05275139800451215,,,,
152.0,1.029976930930664e-05,1.5428890282360313e-05,0.01341874343319637,0.054931490759102516,,,,
153.0,1.0451164508154065e-05,1.0750115957172131e-05,0.013957755884141585,0.057130804741683985,,,,
154.0,1.0566300152952625e-05,6.7550417160881565e-06,0.014569636915750911,0.059635203161453494,,,,
155.0,1.0631854752346881e-05,1.778081300791267e-05,0.015148369367355682,0.06202447671192877,1.0631854752346881e-05,1.778081300791267e-05,0.015148369367355682,0.06202447671192877
156.0,1.0800813461889916e-05,2.4187951597890863e-05,0.01573774486670242,0.06445297314509474,,,,
157.0,1.1058398382523445e-05,1.1872730830664159e-05,0.01642412436043441,0.06724182178086827,,,,
158.0,1.1173419927732023e-05,2.3888502405540814e-05,0.01707555479831646,0.06992844628258053,,,,
159.0,1.1404445802914759e-05,2.4689181688748516e-05,0.01775183329532492,0.07270202092277069,,,,
160.0,1.1672098681063835e-05,1.6751597765597467e-06,0.01853998842304638,0.07588597719867705,1.1672098681063835e-05,1.6751597765597467e-06,0.01853998842304638,0.07588597719867705
161.0,1.1687717425186399e-05,2.4549253069365903e-05,0.01924752908689338,0.07882375299436892,,,,
162.0,1.1927966995939375e-05,3.5485877073214976e-05,0.020018932305090147,0.08201145893971785,,,,
163.0,1.2300075661685809e-05,1.369680787330902e-05,0.020878913150399775,0.08548382490393036,,,,
164.0,1.243561525944011e-05,1.871537933309861e-05,0.021724836036166196,0.08895721417493488,,,,
165.0,1.2615767554437022e-05,2.0642667799770543e-05,0.022581128927959437,0.09246808615986611,1.2615767554437022e-05,2.0642667799770543e-05,0.022581128927959437,0.09246808615986611
166.0,1.2831159942607335e-05,1.4424048804165905e-05,0.02354597136502725,0.09641105483144148,,,,
167.0,1.2968996267229437e-05,2.0259069924475183e-05,0.024467276168645753,0.10018533887222755,,,,
168.0,1.3189146110317459e-05,3.0785911674229e-05,0.02555596319695772,0.1046887432920359,,,,
169.0,1.3486547901060773e-05,3.573437797799948e-05,0.026567290068001185,0.1088245231031851,,,,
170.0,1.383750598240536e-05,3.530934184747567e-05,0.027636088463066227,0.11320524924906594,1.383750598240536e-05,3.530934184747567e-05,0.027636088463066227,0.11320524924906594
171.0,1.4205396487551323e-05,4.696531253232646e-06,0.028815581881870663,0.11796813932311696,,,,
172.0,1.4252299974934734e-05,1.7498878587377697e-05,0.02999371034222696,0.12281928139193904,,,,
173.0,1.4420587810793756e-05,1.622747847847603e-05,0.031174871235709497,0.1276502392663606,,,,
174.0,1.4576844717028265e-05,1.7449420181925605e-05,0.03240403518094676,0.13267872962116212,,,,
175.0,1.4765132197533467e-05,1.9324233158752539e-07,0.03383570130260254,0.13851864653999071,1.4765132197533467e-05,1.9324233158752539e-07,0.03383570130260254,0.13851864653999071
176.0,1.4766960400823756e-05,3.183938313411003e-05,0.035146181482024946,0.1439390902337359,,,,
177.0,1.5102461818959632e-05,8.355863710486828e-05,0.03666291215156077,0.15022395390621124,,,,
178.0,1.5912730421610863e-05,0.00017974588734439542,0.03811963472906721,0.15634646672850647,,,,
179.0,1.761157727365477e-05,0.00032693533573897583,0.039597324743309376,0.16261209203720522,,,,
180.0,2.1115382848608007e-05,0.0005651164872837859,0.041340058221007434,0.17013914155688162,2.1115382848608007e-05,0.0005651164872837859,0.041340058221007434,0.17013914155688162
181.0,2.656565274615818e-05,0.0008398047702758899,0.04298096635674341,0.17726729868345378,,,,
182.0,3.492757537821568e-05,0.0011904222047536613,0.04474601400739906,0.18501582288409552,,,,
183.0,4.7473737429471814e-05,0.0016397639552059317,0.04669594276938037,0.19367984953289097,,,,
184.0,6.371524030929968e-05,0.0021343296621662896,0.048614299264512634,0.20224563271021143,,,,
185.0,8.425600549436684e-05,0.002686060994290979,0.05056070900844568,0.21098574663465638,8.425600549436684e-05,0.002686060994290979,0.05056070900844568,0.21098574663465638
186.0,0.00011234517658290646,0.0033731320441431085,0.0527670679656921,0.22099859448295098,,,,
187.0,0.00014447079151313396,0.0040747973341060326,0.05487185237779606,0.23056532594188353,,,,
188.0,0.00018374175298520881,0.004865924116343217,0.05709393148736889,0.24072132362696974,,,,
189.0,0.00023507830380828002,0.005833187264586275,0.059633593465052974,0.2524378996835176,,,,
190.0,0.00029163627513550483,0.006811576916932275,0.06208120483849272,0.2637336408459684,0.00029163627513550483,0.006811576916932275,0.06208120483849272,0.2637336408459684
191.0,0.0003616369441703739,0.007953497131888842,0.06479152163170515,0.2763237132718205,,,,
192.0,0.00043827645205106024,0.009120451219408092,0.06745416336649722,0.2887008834670882,,,,
193.0,0.0005345577901436728,0.010519587937852825,0.07050187522855733,0.30297286001949497,,,,
194.0,0.0006365477940497039,0.011910802522564296,0.07343927195544062,0.3167135271346284,,,,
195.0,0.0007504533228735502,0.013391074056265474,0.07646807053770178,0.33090640982155667,0.0007504533228735502,0.013391074056265474,0.07646807053770178,0.33090640982155667
196.0,0.0008906625135648503,0.015146515920736455,0.07993277543894428,0.3472496898289726,,,,
197.0,0.0010351477807868147,0.01686262329223065,0.08324525102674558,0.36283766246625354,,,,
198.0,0.0012150352951310404,0.018934294191398908,0.0871159397138134,0.38117889064082244,,,,
199.0,0.0013941132367485047,0.02089576665648708,0.0907210770605752,0.3981927166793845,,,,
200.0,0.0016211103002732648,0.023320898391463334,0.09504676555476145,0.4187648191395184,0.0016211103002732648,0.023320898391463334,0.09504676555476145,0.4187648191395184
201.0,0.0018412922073866814,0.0255636709520544,0.09900049130590557,0.4374654680777255,,,,
202.0,0.0021027640048781153,0.02815922028367577,0.1034750005613739,0.4587231411407904,,,,
203.0,0.002370494803282,0.03072033149666571,0.10783642504638205,0.47939116430792245,,,,
204.0,0.0026831310415878643,0.0336391839020439,0.11271511752737186,0.5025927757300624,,,,
205.0,0.0030065552448982685,0.036560732658944536,0.11754729979889789,0.5255223795987025,0.0030065552448982685,0.036560732658944536,0.11754729979889789,0.5255223795987025
206.0,0.0033872863937005997,0.039925665484187335,0.12301991275696997,0.5515900113563538,,,,
207.0,0.0037667669074770986,0.04316940987023077,0.12826259708959292,0.5764578069657503,,,,
208.0,0.004226264996863708,0.04702770826592574,0.1343984525879424,0.6057085609233673,,,,
209.0,0.004671367063655891,0.05064185886791732,0.14013128844752118,0.6328799995317727,,,,
210.0,0.005207212929586889,0.05492163487459631,0.1468278461758623,0.6647636665895641,0.005207212929586889,0.05492163487459631,0.1468278461758623,0.6647636665895641
211.0,0.005730702062879664,0.058975423479817025,0.15316408428061076,0.6947652736030804,,,,
212.0,0.006366759079641503,0.0638276611341666,0.1606572110985798,0.7304135989533933,,,,
213.0,0.0069712312794358074,0.06829602099116099,0.16757450537309446,0.7630879420020434,,,,
214.0,0.007627145519087471,0.07304933960390173,0.17490319363343104,0.7976858427532646,,,,
215.0,0.008395253548766708,0.07852602738141667,0.18329079719429206,0.8373877798609819,0.008395253548766708,0.07852602738141667,0.18329079719429206,0.8373877798609819
216.0,0.009207421862786381,0.08418137138495278,0.1919516176130685,0.8782719576591582,,,,
217.0,0.010003723851324987,0.08958164605748295,0.20025950919116522,0.9172577235856689,,,,
218.0,0.01088598401402743,0.09545782125513907,0.20929327876413642,0.959637268488914,,,,
219.0,0.011894026904468587,0.10205394520242936,0.2194271317390234,1.0072067168052647,,,,
220.0,0.012893192284909125,0.10842178212767124,0.22928825058536312,1.0532047307409684,0.012893192284909125,0.10842178212767124,0.22928825058536312,1.0532047307409684
221.0,0.013935546080981909,0.11492103963138395,0.23941363247437267,1.1002618121063004,,,,
222.0,0.015180641999318324,0.12256253478868501,0.25133426507349566,1.1557657956473881,,,,
223.0,0.01632850055678008,0.129392029888793,0.2621585815030048,1.205650606763732,,,,
224.0,0.017639768965537983,0.13705332890217709,0.2743767339966926,1.2619270571020254,,,,
225.0,0.0189571317328128,0.14454886195746908,0.28650643367899253,1.3174248139086626,0.0189571317328128,0.14454886195746908,0.28650643367899253,1.3174248139086626
226.0,0.020523793642553353,0.153295186041247,0.3007850606217977,1.3827658932959166,,,,
227.0,0.021975199678788273,0.16112973399652958,0.31387715317902554,1.4420030226640697,,,,
228.0,0.02429940536896217,0.16466510953176886,0.3346772348734195,1.5235304785821027,,,,
229.0,0.025340598184013723,0.16801767837534073,0.34431065990390963,1.563036147293319,,,,
230.0,0.027014365936066313,0.17354483431185422,0.35988139938757124,1.627894147715636,0.027014365936066313,0.17354483431185422,0.35988139938757124,1.627894147715636
231.0,0.03181085325700663,0.19970828805238244,0.4048736555403529,1.8411598475122226,,,,
232.0,0.034161440774638396,0.21054775264235068,0.42654430024785683,1.9354015181194892,,,,
233.0,0.03619555187578107,0.21941845160148682,0.4452422994607127,2.015303394496973,,,,
234.0,0.038345780489480646,0.22834501466525386,0.4649916094777373,2.0988875736172425,,,,
235.0,0.04078706178757905,0.23793648373557183,0.48743122782366216,2.193044890944529,0.04078706178757905,0.23793648373557183,0.48743122782366216,2.193044890944529
236.0,0.04313305031056482,0.2465344705876949,0.5090540494430071,2.282369799836712,,,,
237.0,0.04556464344651073,0.25483896020237695,0.5315652817495623,2.37420117765219,,,,
238.0,0.048067233898653305,0.26272168365100923,0.5548806068236387,2.468031181405391,,,,
239.0,0.050852101341564836,0.2707029361894111,0.5810419026469268,2.5720260822771492,,,,
240.0,0.05351182429861047,0.27747713626690723,0.6063126917763292,2.670687723617912,0.05351182429861047,0.27747713626690723,0.6063126917763292,2.670687723617912
241.0,0.056340349079673134,0.2837746991201678,0.6335369399084951,2.775425717917205,,,,
242.0,0.059171748589714974,0.28907903235902505,0.6612291162802181,2.880127157447126,,,,
243.0,0.061934811082038584,0.2932442344772084,0.6887578209978307,2.982376297480515,,,,
244.0,0.06477206487519035,0.2964263492550705,0.7176134896445409,3.0877898433828608,,,,
245.0,0.06789282341889506,0.29854641332462406,0.7501215529766904,3.204596227525221,0.06789282341889506,0.29854641332462406,0.7501215529766904,3.204596227525221
246.0,0.07086043656780691,0.29910262380680425,0.7819759028442819,3.316723839478704,,,,
