tick,force_value,force_target
1.0,0.0,
2.0,0.0,
3.0,0.0,
4.0,0.0,
5.0,0.0,
6.0,0.0,
7.0,0.0,
8.0,0.0,
9.0,0.0,
10.0,0.0,
11.0,0.0,
12.0,0.0,
13.0,0.0,
14.0,0.0,
15.0,-6.824424947325679e-06,-6.824424947325679e-06
16.0,-1.3687491672574746e-05,-1.3687491672574746e-05
17.0,-1.3687491672574746e-05,
18.0,-1.3687491672574746e-05,
19.0,-1.3687491672574746e-05,
20.0,-1.3687491672574746e-05,
21.0,-1.3687491672574746e-05,
22.0,-1.3687491672574746e-05,
23.0,-1.3687491672574746e-05,
24.0,-1.3687491672574746e-05,
25.0,-3.876528462382878e-06,-3.876528462382878e-06
26.0,-2.1700826917168155e-05,-2.1700826917168155e-05
27.0,-2.1700826917168155e-05,
28.0,-2.1700826917168155e-05,
29.0,-2.1700826917168155e-05,
30.0,-2.1700826917168155e-05,
31.0,-2.1700826917168155e-05,
32.0,-2.1700826917168155e-05,
33.0,-2.1700826917168155e-05,
34.0,-2.1700826917168155e-05,
35.0,3.2766789376309104e-06,3.2766789376309104e-06
36.0,2.309482084803052e-05,2.309482084803052e-05
37.0,2.309482084803052e-05,
38.0,2.309482084803052e-05,
39.0,2.309482084803052e-05,
40.0,2.309482084803052e-05,
41.0,2.309482084803052e-05,
42.0,2.309482084803052e-05,
43.0,2.309482084803052e-05,
44.0,2.309482084803052e-05,
45.0,4.079723394986074e-05,4.079723394986074e-05
46.0,-2.4853041344708362e-05,-2.4853041344708362e-05
47.0,-2.4853041344708362e-05,
48.0,-2.4853041344708362e-05,
49.0,-2.4853041344708362e-05,
50.0,-2.4853041344708362e-05,
51.0,-2.4853041344708362e-05,
52.0,-2.4853041344708362e-05,
53.0,-2.4853041344708362e-05,
54.0,-2.4853041344708362e-05,
55.0,-2.4853041344708362e-05,
56.0,2.13328911288854e-05,2.13328911288854e-05
57.0,2.13328911288854e-05,
58.0,2.13328911288854e-05,
59.0,2.13328911288854e-05,
60.0,2.13328911288854e-05,
61.0,2.13328911288854e-05,
62.0,2.13328911288854e-05,
