tick,force_value,force_target
1.0,0.0,
2.0,0.0,
3.0,0.0,
4.0,0.0,
5.0,0.0,
6.0,0.0,
7.0,0.0,
8.0,0.0,
9.0,0.0,
10.0,0.0,
11.0,0.0,
12.0,0.0,
13.0,0.0,
14.0,0.0,
15.0,0.0,
16.0,0.0,
17.0,-2.9319862574784133e-05,-2.9319862574784133e-05
18.0,-2.9319862574784133e-05,
19.0,-2.9319862574784133e-05,
20.0,-2.9319862574784133e-05,
21.0,-2.9319862574784133e-05,
22.0,-2.9319862574784133e-05,
23.0,-2.9319862574784133e-05,
24.0,-2.9319862574784133e-05,
25.0,-2.9319862574784133e-05,
26.0,-2.9319862574784133e-05,
27.0,-2.9319862574784133e-05,
28.0,-2.9319862574784133e-05,
29.0,-2.9319862574784133e-05,
30.0,-2.9319862574784133e-05,
31.0,-2.9319862574784133e-05,
32.0,-1.1741574771897728e-05,-1.1741574771897728e-05
33.0,-1.1741574771897728e-05,
34.0,-1.1741574771897728e-05,
35.0,-1.1741574771897728e-05,
36.0,-1.1741574771897728e-05,
37.0,-2.7632238908383415e-05,-2.7632238908383415e-05
38.0,-2.7632238908383415e-05,
39.0,-2.7632238908383415e-05,
40.0,-2.7632238908383415e-05,
41.0,3.7089965037158607e-07,3.7089965037158607e-07
42.0,3.7089965037158607e-07,
43.0,3.7089965037158607e-07,
44.0,3.7089965037158607e-07,
45.0,3.7089965037158607e-07,
46.0,3.7089965037158607e-07,
47.0,3.7089965037158607e-07,
48.0,3.7089965037158607e-07,
49.0,3.7089965037158607e-07,
50.0,3.7089965037158607e-07,
51.0,3.7089965037158607e-07,
52.0,3.7089965037158607e-07,
53.0,3.7089965037158607e-07,
54.0,3.7089965037158607e-07,
55.0,3.7089965037158607e-07,
56.0,3.7089965037158607e-07,
57.0,3.7089965037158607e-07,
58.0,3.7089965037158607e-07,
59.0,3.7089965037158607e-07,
60.0,3.7089965037158607e-07,
61.0,3.7089965037158607e-07,
62.0,3.7089965037158607e-07,
63.0,3.7089965037158607e-07,
64.0,3.7089965037158607e-07,
65.0,3.7089965037158607e-07,
66.0,3.7089965037158607e-07,
