seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
4.0,1639124323.3551514,122.0,1639124323.87693,72.0,0.5217785835266113
5.0,1639124323.4046566,122.0,1639124323.8788877,72.0,0.4742310047149658
10.0,1639124323.65459,122.0,1639124323.880571,72.0,0.2259809970855713
11.0,1639124323.7046375,122.0,1639124323.8821619,72.0,0.17752432823181152
12.0,1639124323.7546303,122.0,1639124323.8837073,72.0,0.12907695770263672
14.0,1639124323.8550005,122.0,1639124323.885195,72.0,0.030194520950317383
15.0,1639124323.9145632,122.0,1639124324.2563186,72.0,0.34175539016723633
16.0,1639124323.9645393,122.0,1639124324.2580476,72.0,0.29350829124450684
17.0,1639124324.0149019,122.0,1639124324.2596548,72.0,0.2447528839111328
18.0,1639124324.0648427,122.0,1639124324.2612216,72.0,0.1963789463043213
19.0,1639124324.1146657,122.0,1639124324.262834,72.0,0.14816832542419434
20.0,1639124324.1651661,122.0,1639124324.2643518,72.0,0.09918570518493652
21.0,1639124324.2148407,122.0,1639124324.2658176,72.0,0.05097699165344238
22.0,1639124324.2705824,122.0,1639124324.2752929,72.0,0.00471043586730957
23.0,1639124324.3243518,122.0,1639124324.3460805,72.0,0.0217287540435791
24.0,1639124324.374909,122.0,1639124324.386111,72.0,0.011202096939086914
25.0,1639124324.4249024,122.0,1639124324.429018,72.0,0.004115581512451172
26.0,1639124324.475381,122.0,1639124324.4802048,72.0,0.004823923110961914
27.0,1639124324.5242307,122.0,1639124324.5964963,72.0,0.072265625
28.0,1639124324.574382,122.0,1639124324.598303,72.0,0.02392101287841797
29.0,1639124324.6245322,122.0,1639124324.6290493,72.0,0.004517078399658203
30.0,1639124324.6750102,122.0,1639124324.6787908,72.0,0.0037806034088134766
31.0,1639124324.7246428,122.0,1639124324.7790365,72.0,0.054393768310546875
32.0,1639124324.7749367,122.0,1639124324.7856433,72.0,0.010706663131713867
33.0,1639124324.8248482,122.0,1639124324.8294475,72.0,0.004599332809448242
34.0,1639124324.8745968,122.0,1639124324.8792105,72.0,0.004613637924194336
35.0,1639124324.9248197,122.0,1639124324.929825,72.0,0.005005359649658203
36.0,1639124324.9743,122.0,1639124324.9789193,72.0,0.0046193599700927734
37.0,1639124325.0245903,122.0,1639124325.0291905,72.0,0.0046002864837646484
38.0,1639124325.0749667,122.0,1639124325.0797842,72.0,0.004817485809326172
39.0,1639124325.1246727,122.0,1639124325.1296055,72.0,0.004932880401611328
40.0,1639124325.1742668,122.0,1639124325.178921,72.0,0.0046541690826416016
41.0,1639124325.2246857,122.0,1639124325.2292812,72.0,0.004595518112182617
42.0,1639124325.2747097,122.0,1639124325.2793443,72.0,0.0046346187591552734
43.0,1639124325.3248365,122.0,1639124325.3297675,72.0,0.004930973052978516
44.0,1639124325.3746297,122.0,1639124325.3792443,72.0,0.004614591598510742
45.0,1639124325.4247084,122.0,1639124325.4292848,72.0,0.004576444625854492
46.0,1639124325.4742868,122.0,1639124325.479212,72.0,0.004925251007080078
47.0,1639124325.5241263,122.0,1639124325.5287366,72.0,0.004610300064086914
48.0,1639124325.574468,122.0,1639124325.5794497,72.0,0.0049817562103271484
49.0,1639124325.625364,122.0,1639124325.6303568,72.0,0.00499272346496582
50.0,1639124325.676846,122.0,1639124325.692917,72.0,0.016071081161499023
51.0,1639124325.7352288,122.0,1639124325.7397883,72.0,0.004559516906738281
52.0,1639124325.7842703,122.0,1639124325.788886,72.0,0.00461578369140625
53.0,1639124325.8350751,122.0,1639124325.839698,72.0,0.004622936248779297
54.0,1639124325.8848782,122.0,1639124325.889334,72.0,0.0044558048248291016
55.0,1639124325.9339218,122.0,1639124325.938591,72.0,0.004669189453125
56.0,1639124325.9844596,122.0,1639124325.9890153,72.0,0.004555702209472656
57.0,1639124326.034734,122.0,1639124326.039284,72.0,0.004549980163574219
58.0,1639124326.084776,122.0,1639124326.0893307,72.0,0.00455474853515625
59.0,1639124326.1347246,122.0,1639124326.1393578,72.0,0.004633188247680664
60.0,1639124326.1843863,122.0,1639124326.1890473,72.0,0.004661083221435547
61.0,1639124326.234632,122.0,1639124326.2392528,72.0,0.004620790481567383
62.0,1639124326.284474,122.0,1639124326.2904062,72.0,0.005932331085205078
63.0,1639124326.3350194,122.0,1639124326.3389645,72.0,0.003945112228393555
64.0,1639124326.3840804,122.0,1639124326.388573,72.0,0.004492521286010742
65.0,1639124326.434506,122.0,1639124326.4392524,72.0,0.004746437072753906
66.0,1639124326.4841847,122.0,1639124326.4886606,72.0,0.004475831985473633
67.0,1639124326.534749,122.0,1639124326.5393836,72.0,0.0046346187591552734
68.0,1639124326.584252,122.0,1639124326.588761,72.0,0.00450897216796875
69.0,1639124326.6347153,122.0,1639124326.6394045,72.0,0.004689216613769531
70.0,1639124326.6841986,122.0,1639124326.6888096,72.0,0.004611015319824219
71.0,1639124326.7347283,122.0,1639124326.7395608,72.0,0.00483250617980957
72.0,1639124326.7839448,122.0,1639124326.7887561,72.0,0.004811286926269531
73.0,1639124326.8341851,122.0,1639124326.8380644,72.0,0.0038793087005615234
74.0,1639124326.8845587,122.0,1639124326.8891792,72.0,0.004620552062988281
75.0,1639124326.9343123,122.0,1639124326.9389324,72.0,0.004620075225830078
76.0,1639124326.9844713,122.0,1639124326.9890952,72.0,0.004623889923095703
77.0,1639124327.0343544,122.0,1639124327.0390587,72.0,0.00470423698425293
78.0,1639124327.084232,122.0,1639124327.0890954,72.0,0.004863262176513672
79.0,1639124327.1339064,122.0,1639124327.1389384,72.0,0.005032062530517578
80.0,1639124327.1842196,122.0,1639124327.1888096,72.0,0.004590034484863281
81.0,1639124327.2352195,122.0,1639124327.2399313,72.0,0.00471186637878418
82.0,1639124327.284343,122.0,1639124327.2889497,72.0,0.004606723785400391
83.0,1639124327.334876,122.0,1639124327.339552,72.0,0.004675865173339844
84.0,1639124327.3844447,122.0,1639124327.3890772,72.0,0.004632472991943359
85.0,1639124327.4349663,122.0,1639124327.4395819,72.0,0.0046155452728271484
86.0,1639124327.4846904,122.0,1639124327.4894326,72.0,0.004742145538330078
87.0,1639124327.5342472,122.0,1639124327.5388596,72.0,0.004612445831298828
88.0,1639124327.584365,122.0,1639124327.589017,72.0,0.0046520233154296875
89.0,1639124327.6343005,122.0,1639124327.6389577,72.0,0.004657268524169922
90.0,1639124327.684082,122.0,1639124327.6886845,72.0,0.0046024322509765625
91.0,1639124327.7357306,122.0,1639124327.7402697,72.0,0.004539012908935547
92.0,1639124327.7842796,122.0,1639124327.7888541,72.0,0.00457453727722168
93.0,1639124327.834399,122.0,1639124327.839005,72.0,0.004606008529663086
94.0,1639124327.8844209,122.0,1639124327.8889835,72.0,0.0045626163482666016
95.0,1639124327.934878,122.0,1639124327.9394279,72.0,0.004549741744995117
96.0,1639124327.984152,122.0,1639124327.9887445,72.0,0.004592418670654297
97.0,1639124328.0355098,122.0,1639124328.0401387,72.0,0.004628896713256836
98.0,1639124328.084463,122.0,1639124328.0890448,72.0,0.004581928253173828
99.0,1639124328.1348207,122.0,1639124328.1394913,72.0,0.004670619964599609
100.0,1639124328.1841788,122.0,1639124328.189012,72.0,0.004833221435546875
101.0,1639124328.2348783,122.0,1639124328.2394097,72.0,0.004531383514404297
102.0,1639124328.2855396,122.0,1639124328.2903197,72.0,0.0047800540924072266
103.0,1639124328.3343542,122.0,1639124328.3389852,72.0,0.00463104248046875
104.0,1639124328.3846383,122.0,1639124328.3892503,72.0,0.004611968994140625
105.0,1639124328.435231,122.0,1639124328.4398434,72.0,0.004612445831298828
106.0,1639124328.4849687,122.0,1639124328.4895837,72.0,0.004615068435668945
107.0,1639124328.5346718,122.0,1639124328.5392869,72.0,0.004615068435668945
108.0,1639124328.58408,122.0,1639124328.5886686,72.0,0.004588603973388672
109.0,1639124328.634107,122.0,1639124328.6388314,72.0,0.004724264144897461
110.0,1639124328.6849177,122.0,1639124328.6895027,72.0,0.0045850276947021484
111.0,1639124328.734207,122.0,1639124328.7388828,72.0,0.004675865173339844
112.0,1639124328.7842531,122.0,1639124328.7888381,72.0,0.0045850276947021484
113.0,1639124328.83414,122.0,1639124328.838787,72.0,0.004647016525268555
114.0,1639124328.884042,122.0,1639124328.888622,72.0,0.004580020904541016
115.0,1639124328.9348009,122.0,1639124328.9394026,72.0,0.004601716995239258
116.0,1639124328.984746,122.0,1639124328.9884655,72.0,0.0037195682525634766
117.0,1639124329.0342178,122.0,1639124329.0388355,72.0,0.0046176910400390625
118.0,1639124329.0844467,122.0,1639124329.0890315,72.0,0.004584789276123047
119.0,1639124329.1338682,122.0,1639124329.1384995,72.0,0.0046312808990478516
120.0,1639124329.1841087,122.0,1639124329.188913,72.0,0.004804372787475586
121.0,1639124329.2340913,122.0,1639124329.2388315,72.0,0.004740238189697266
122.0,1639124329.2844305,122.0,1639124329.2889104,72.0,0.004479885101318359
123.0,1639124329.334666,122.0,1639124329.3392186,72.0,0.004552602767944336
124.0,1639124329.3843474,122.0,1639124329.388972,72.0,0.004624605178833008
125.0,1639124329.4348352,122.0,1639124329.4396667,72.0,0.004831552505493164
126.0,1639124329.4846249,122.0,1639124329.4892368,72.0,0.004611968994140625
127.0,1639124329.5344458,122.0,1639124329.5390677,72.0,0.004621982574462891
128.0,1639124329.5846841,123.0,1639124329.589279,73.0,0.0045948028564453125
129.0,1639124329.6345565,123.0,1639124329.6392605,73.0,0.004703998565673828
130.0,1639124329.6845083,123.0,1639124329.6890767,73.0,0.004568338394165039
131.0,1639124329.733888,123.0,1639124329.738615,73.0,0.00472712516784668
132.0,1639124329.783983,123.0,1639124329.7885065,73.0,0.004523515701293945
133.0,1639124329.834848,123.0,1639124329.8394673,73.0,0.0046193599700927734
134.0,1639124329.8845575,123.0,1639124329.8890982,73.0,0.004540681838989258
