seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
7.0,1639124323.7462265,122.0,1639124323.8897417,72.0,0.14351511001586914
6.0,1639124323.6964834,122.0,1639124323.8916109,72.0,0.1951274871826172
4.0,1639124323.597021,122.0,1639124323.89319,72.0,0.29616880416870117
3.0,1639124323.5465803,122.0,1639124323.8946903,72.0,0.3481099605560303
2.0,1639124323.4962683,122.0,1639124323.896226,72.0,0.39995765686035156
9.0,1639124323.846487,122.0,1639124323.8976874,72.0,0.05120038986206055
10.0,1639124323.9022539,122.0,1639124323.906678,72.0,0.004424095153808594
11.0,1639124323.9568496,122.0,1639124324.128326,72.0,0.1714763641357422
12.0,1639124324.0069685,122.0,1639124324.1302466,72.0,0.12327814102172852
13.0,1639124324.0572014,122.0,1639124324.1319923,72.0,0.07479095458984375
14.0,1639124324.106436,122.0,1639124324.2291927,72.0,0.1227567195892334
15.0,1639124324.156734,122.0,1639124324.2307703,72.0,0.0740363597869873
16.0,1639124324.206727,122.0,1639124324.3295598,72.0,0.1228327751159668
17.0,1639124324.257322,122.0,1639124324.3312697,72.0,0.07394766807556152
18.0,1639124324.306453,122.0,1639124324.3436255,72.0,0.037172555923461914
19.0,1639124324.3569634,122.0,1639124324.3616247,72.0,0.0046613216400146484
20.0,1639124324.4065173,122.0,1639124324.4110498,72.0,0.004532575607299805
21.0,1639124324.467289,122.0,1639124324.4738393,72.0,0.006550312042236328
22.0,1639124324.5164595,122.0,1639124324.598125,72.0,0.0816655158996582
23.0,1639124324.5665412,122.0,1639124324.6000361,72.0,0.03349494934082031
24.0,1639124324.6164515,122.0,1639124324.6209474,72.0,0.004495859146118164
25.0,1639124324.6662269,122.0,1639124324.6698737,72.0,0.0036468505859375
26.0,1639124324.7164686,122.0,1639124324.7212079,72.0,0.004739284515380859
27.0,1639124324.766518,122.0,1639124324.788297,72.0,0.02177882194519043
28.0,1639124324.8164935,122.0,1639124324.8214195,72.0,0.004925966262817383
29.0,1639124324.8668923,122.0,1639124324.8716676,72.0,0.004775285720825195
30.0,1639124324.9168713,122.0,1639124324.9221394,72.0,0.005268096923828125
31.0,1639124324.9670103,122.0,1639124324.9720275,72.0,0.005017280578613281
32.0,1639124325.0162327,122.0,1639124325.0209448,72.0,0.004712104797363281
33.0,1639124325.0662396,122.0,1639124325.070929,72.0,0.004689455032348633
34.0,1639124325.1170301,122.0,1639124325.122207,72.0,0.0051767826080322266
35.0,1639124325.1664667,122.0,1639124325.1711261,72.0,0.004659414291381836
36.0,1639124325.2165108,122.0,1639124325.2216973,72.0,0.005186557769775391
37.0,1639124325.266467,122.0,1639124325.2709932,72.0,0.0045261383056640625
38.0,1639124325.3170412,122.0,1639124325.322332,72.0,0.0052907466888427734
39.0,1639124325.3669455,122.0,1639124325.3718646,72.0,0.0049190521240234375
40.0,1639124325.416742,122.0,1639124325.4218802,72.0,0.0051381587982177734
41.0,1639124325.4666626,122.0,1639124325.4713495,72.0,0.004686832427978516
42.0,1639124325.5165076,122.0,1639124325.521552,72.0,0.005044460296630859
43.0,1639124325.5667953,122.0,1639124325.5717082,72.0,0.004912853240966797
44.0,1639124325.6168406,122.0,1639124325.6218865,72.0,0.005045890808105469
45.0,1639124325.6663537,122.0,1639124325.6712637,72.0,0.004909992218017578
46.0,1639124325.7169323,122.0,1639124325.7223232,72.0,0.00539088249206543
47.0,1639124325.7668319,122.0,1639124325.7717595,72.0,0.004927635192871094
