seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
2.0,1639088811.6110923,122.0,1639088811.6243434,72.0,0.013251066207885742
0.0,1639088811.5115387,122.0,1639088811.6262155,72.0,0.11467671394348145
3.0,1639088811.6608565,122.0,1639088811.775996,72.0,0.11513948440551758
4.0,1639088811.7110267,122.0,1639088811.77771,72.0,0.06668329238891602
5.0,1639088811.7611086,122.0,1639088811.826125,72.0,0.06501626968383789
6.0,1639088811.8118594,122.0,1639088811.8279364,72.0,0.016077041625976562
7.0,1639088811.8612661,122.0,1639088811.8645124,72.0,0.003246307373046875
10.0,1639088812.010539,122.0,1639088812.423286,72.0,0.4127469062805176
8.0,1639088811.9109983,122.0,1639088812.425919,72.0,0.514920711517334
18.0,1639088812.4114,122.0,1639088812.4325774,72.0,0.021177291870117188
19.0,1639088812.4609966,122.0,1639088812.4664145,72.0,0.005417823791503906
20.0,1639088812.5105324,122.0,1639088812.515022,72.0,0.0044896602630615234
21.0,1639088812.5613098,122.0,1639088812.565761,72.0,0.004451274871826172
22.0,1639088812.6106384,122.0,1639088812.6151018,72.0,0.0044634342193603516
23.0,1639088812.6609325,122.0,1639088812.6654615,72.0,0.004528999328613281
24.0,1639088812.7104964,122.0,1639088812.715374,72.0,0.004877567291259766
25.0,1639088812.7610183,122.0,1639088812.766039,72.0,0.005020618438720703
26.0,1639088812.8109195,122.0,1639088812.8158512,72.0,0.00493168830871582
27.0,1639088812.8612587,122.0,1639088812.8660808,72.0,0.0048220157623291016
28.0,1639088812.911029,122.0,1639088812.9160082,72.0,0.004979133605957031
29.0,1639088812.9606953,122.0,1639088812.9656875,72.0,0.004992246627807617
30.0,1639088813.010518,122.0,1639088813.0155625,72.0,0.005044460296630859
31.0,1639088813.0605638,122.0,1639088813.0650477,72.0,0.004483938217163086
32.0,1639088813.1112013,122.0,1639088813.1148894,72.0,0.0036880970001220703
33.0,1639088813.1612973,122.0,1639088813.1658216,72.0,0.00452423095703125
34.0,1639088813.2110624,122.0,1639088813.2159235,72.0,0.004861116409301758
35.0,1639088813.2607367,122.0,1639088813.265314,72.0,0.0045773983001708984
36.0,1639088813.311191,122.0,1639088813.3158894,72.0,0.004698276519775391
37.0,1639088813.3604789,122.0,1639088813.3652475,72.0,0.0047686100006103516
38.0,1639088813.4110756,122.0,1639088813.4158876,72.0,0.004812002182006836
39.0,1639088813.4606752,122.0,1639088813.4651926,72.0,0.004517316818237305
40.0,1639088813.5108056,122.0,1639088813.5157747,72.0,0.004969120025634766
41.0,1639088813.5611303,122.0,1639088813.5656002,72.0,0.004469871520996094
42.0,1639088813.6106143,122.0,1639088813.6156042,72.0,0.0049898624420166016
43.0,1639088813.661134,122.0,1639088813.6656024,72.0,0.004468441009521484
44.0,1639088813.7109106,122.0,1639088813.715777,72.0,0.004866361618041992
45.0,1639088813.761036,122.0,1639088813.7660046,72.0,0.0049686431884765625
