tick,tick_dt,input_force,output_ang_vel,output_position,output_speed,output_angle
164.0,0.010206102393567562,-4.9169301166860415e-06,-4.2952125546522014e-07,6.327244878108763e-07,3.3427609353893076e-07,2.611604972666957e-07
165.0,0.010780930519104004,2.991919463194005e-05,2.149059980535498e-06,6.36328295149517e-07,9.254111354042538e-07,2.565298584550468e-07
166.0,0.008757118135690689,-2.2609400366322574e-05,1.247470365883313e-06,6.444322297863357e-07,5.228479563125683e-07,2.753494305852813e-07
167.0,0.010260120965540409,-1.2842899990736433e-05,-1.217561569176666e-06,6.497967130646882e-07,2.6184704464537283e-07,2.8814862744017104e-07
168.0,0.010564506985247135,4.7906994660330844e-05,3.535751535377118e-06,6.525629979969105e-07,1.2587961984982687e-06,2.752856897376357e-07
169.0,0.00899865198880434,-5.199401832593454e-05,8.561534342917789e-07,6.638904669120263e-07,2.979486194740059e-07,3.07102687323375e-07
170.0,0.010934448800981045,-1.2302665608262363e-05,-1.1070513243608106e-06,6.671483708369877e-07,2.9680731902060628e-08,3.164642532164225e-07
171.0,0.010143511928617954,3.393122944197921e-05,2.9492281798717374e-06,6.674494376950864e-07,7.085462958477689e-07,3.0523486490217633e-07
172.0,0.008879727683961391,-5.763788441101492e-05,-3.582943640656353e-07,6.737411358536942e-07,-2.9315424453316123e-07,3.314232080173025e-07
173.0,0.011079798452556133,-8.565327555498282e-07,-1.5742846219124784e-06,6.704930459087553e-07,-3.0130348287865455e-07,3.274533786767685e-07
174.0,0.009317760355770588,3.436238125870234e-05,2.5043406917489675e-06,6.67685572260933e-07,3.289018373537846e-07,3.127845718380131e-07
175.0,0.010321082547307014,-5.9388434634381194e-05,-2.039858550484344e-06,6.710801952742223e-07,-8.85283907745899e-07,3.386320788441341e-07
176.0,0.010137679055333138,2.5395816733691708e-05,6.348641874645064e-07,6.621054711446433e-07,-3.7062626476436796e-07,3.1795264754104677e-07
177.0,0.010005495510995388,-3.150973948488944e-05,2.032782356985465e-06,6.583971717162865e-07,6.22131186836415e-07,3.243047783188146e-07
178.0,0.009284631349146366,-3.6997580678654024e-05,1.2159112023096958e-06,6.641734304368694e-07,1.9514065441751223e-07,3.431784131164735e-07
179.0,0.01065650675445795,-3.0710849173329915e-05,-6.71053253797516e-07,6.66252948138739e-07,-3.9230758717401734e-07,3.5613577905670785e-07
180.0,0.010272287763655186,1.252878036967641e-06,1.1136970693171112e-06,6.622230517114223e-07,-3.619103465490022e-07,3.492425269289626e-07
181.0,0.010050383396446705,-4.8768344443339395e-05,2.0093216601593262e-06,6.585857139734639e-07,3.619757108381079e-07,3.6043560946309866e-07
182.0,0.00883557926863432,-5.0017432596398196e-05,-1.207182737094968e-07,6.617839790598943e-07,-4.4237731100746565e-07,3.781891302676203e-07
183.0,0.010503878816962242,-1.9376347469052834e-05,-1.6451851301481264e-06,6.571373013936983e-07,-7.858026584403897e-07,3.769211201495829e-07
184.0,0.0104006202891469,1.2228557903518521e-05,1.450284343486018e-06,6.489644663210576e-07,-5.350589532749297e-07,3.598101743055615e-07
185.0,0.010109586641192436,-6.680853849759196e-05,1.782372919641421e-06,6.435552414747789e-07,3.1364038370301046e-07,3.744719495303983e-07
186.0,0.009052262641489506,-4.7719999920986704e-05,1.7202895110830304e-06,6.463943966030361e-07,1.9760597305028613e-07,3.906064573240709e-07
187.0,0.010373213328421116,-5.1875761533469315e-05,-1.0901021325682768e-06,6.484442055164569e-07,-7.21456031523286e-07,4.084513874091804e-07
188.0,0.010282768867909908,-5.757191265708227e-06,8.619352890919136e-07,6.410256398959434e-07,-8.35855693670939e-07,3.972421191375651e-07
189.0,0.00938896369189024,-6.555572411593649e-05,1.93256196495299e-06,6.331778211364072e-07,2.6977588188656277e-07,4.0533479827160803e-07
190.0,0.01038319431245327,-5.791427178070545e-05,-4.091694971477352e-07,6.359789565388488e-07,-6.685048567281253e-07,4.254009646745714e-07
