tick,tick_dt,input_force,output_ang_vel,output_angle,output_position,output_speed
10313.0,0.010013210587203503,-0.051914184071672045,-0.00031075963371052435,-8.130371537589144e-05,-0.0012088920833065741,-2.674173010095902e-05
10314.0,0.01024496741592884,-0.05170721460908061,-0.0003446165829729587,-8.448743769744175e-05,-0.001209166051460104,-3.268620354957952e-05
10315.0,0.010384668596088886,-0.05058014029618919,-0.00030849135436958417,-8.806616670433249e-05,-0.0012095054868516307,-1.0769859342526545e-05
10316.0,0.010125672444701195,-0.05042784892270392,-0.0003130264995971559,-9.118984911070114e-05,-0.0012096145389196085,-6.3189462697544054e-06
10317.0,0.009381535463035107,-0.04977120663874203,-0.00032085326213061486,-9.412651831754161e-05,-0.0012096738203381272,-3.960153843055654e-06
10318.0,0.010588685050606728,-0.04911432685334774,-0.0003765092567480835,-9.752393245770245e-05,-0.0012097157531599232,-2.2597817066738114e-05
10319.0,0.009769398719072342,-0.0477770579659752,-0.0004373251336392128,-0.00010120220150829605,-0.001209936520245029,-3.974421081219304e-05
10320.0,0.010262152180075645,-0.04621322714532068,-0.00039888602042601216,-0.00010569009858187357,-0.0012103443813846607,-1.7337799625380423e-05
10321.0,0.009194240905344486,-0.04600639183707162,-0.0004246650335894529,-0.00010935755274744449,-0.001210503789291185,-1.974458330433572e-05
10322.0,0.010362020693719387,-0.04492124084930116,-0.00045323572715629126,-0.00011375794061339744,-0.0012107083830719735,-2.6489749172319812e-05
10323.0,0.010120265185832977,-0.043828167318610625,-0.0005080971771163792,-0.00011834480636391294,-0.0012109764663583034,-3.924319939807392e-05
10324.0,0.010111264884471893,-0.04217267866391093,-0.0004421201280232579,-0.0001234823115087891,-0.0012113732647423315,-2.3446317114957437e-06
10325.0,0.009405255317687988,-0.04216084638502648,-0.00045658519283548247,-0.00012764056419393673,-0.0012113953166022042,-1.911939236382309e-08
10326.0,0.01011383906006813,-0.04116593396616626,-0.0005197660522325708,-0.00013225839335148496,-0.0012113955099726614,-1.9909475521873677e-05
10327.0,0.01028479915112257,-0.03950901939912002,-0.0005641212442633323,-0.00013760408280426883,-0.0012116002749296081,-2.7241917781255737e-05
10328.0,0.010255096480250359,-0.03786789299105767,-0.0005425820976218562,-0.00014338920059074817,-0.001211879643424762,-7.749957022355779e-06
10329.0,0.009460960514843464,-0.03711593573436868,-0.0005468889656931118,-0.0001485225483924095,-0.0012119529654621422,1.3835278775942366e-07
10330.0,0.009977823123335838,-0.03610110771837681,-0.0006121052994412454,-0.00015397930976019945,-0.0012119515850024974,-1.918237526478266e-05
10331.0,0.01038792822510004,-0.034265061080412405,-0.0006479759479697514,-0.00016033781567699847,-0.001212150850139935,-2.1176339503363717e-05
10332.0,0.009374423883855343,-0.03255593045655074,-0.0006614072273751375,-0.0001664122168798099,-0.001212349366122748,-1.6138095253864743e-05
10333.0,0.010471074841916561,-0.031275693306277115,-0.0006974273316677809,-0.0001733378614586395,-0.0012125183493259572,-2.1141630425632853e-05
10334.0,0.010193819180130959,-0.02960235185547473,-0.0007551182624339395,-0.00018044730956894207,-0.0012127338632836892,-3.1201984094538594e-05
10335.0,0.009837158024311066,-0.027465307127502784,-0.0007134318925429301,-0.00018787552724354792,-0.0012130408021318992,-4.027428140966711e-07
10336.0,0.009991525672376156,-0.026694124870142666,-0.0007639681712492501,-0.0001950038003133825,-0.0012130448261470656,-9.556734433897732e-06
10337.0,0.010298633016645908,-0.02471715172223041,-0.0007790745376124972,-0.00020287162814547664,-0.001213143247447838,-6.267142482297902e-07
10338.0,0.009773140773177147,-0.023029049923496088,-0.0008396670023819794,-0.00021048563327436147,-0.0012131493724144105,-1.2449651767841035e-05
10339.0,0.01042740885168314,-0.020800005535408568,-0.0008654424984162561,-0.00021924118440746557,-0.001213279190023455,-8.541457166018443e-06
10340.0,0.009784121066331863,-0.01888138526747235,-0.0009217582917305513,-0.00022770877858791893,-0.00121336276067445,-1.6493180321610867e-05
10341.0,0.00968856643885374,-0.016539230842592467,-0.0009370953022021912,-0.0002366392950379147,-0.001213522555947784,-7.977195048993355e-06
10342.0,0.010167579166591167,-0.014737030822394151,-0.0009662631534272071,-0.0002461672857096961,-0.001213603664709972,-2.640435446592648e-06
10343.0,0.010335762053728104,-0.0125740126071756,-0.0010262484957838788,-0.0002561543517448047,-0.0012136309556224662,-9.85269013114763e-06
10344.0,0.009510569274425507,-0.009915434908846405,-0.0010587014888902555,-0.00026591455915673227,-0.001213724660314498,-6.277924715525846e-06
10345.0,0.009763214737176895,-0.007694297195708948,-0.001105976907597334,-0.0002762508891353367,-0.0012137859530415994,-8.783448229595918e-06
10346.0,0.010385315865278244,-0.005193937211268651,-0.0011424516017444252,-0.00028773680866043866,-0.00121387717192585,-2.870309048973134e-06
10347.0,0.010352058336138725,-0.002566871922672319,-0.0012048372515685688,-0.00029956353428791207,-0.0012139068855325677,-8.341234226806489e-06
10348.0,0.009271257556974888,0.0004422426303478319,-0.0012317228841138535,-0.00031073389076144203,-0.0012139842192634275,1.5034854397827104e-07
10349.0,0.010013210587203503,0.0028483341401521547,-0.0012635769323544326,-0.0003230673913851517,-0.0012139827137917952,9.150843096083147e-06
10350.0,0.0100795803591609,0.005559189460242656,-0.0013225906512891788,-0.0003358037166148002,-0.001213890477133454,7.699911885638797e-06
10351.0,0.009838638827204704,0.008731099705714632,-0.0013898290404875272,-0.0003488162083490719,-0.00121381472048141,1.9989156192693214e-06
10352.0,0.010318837128579617,0.012019054261728356,-0.0014500052487881898,-0.00036315762785443274,-0.0012137940939967009,1.5978918823785487e-06
10353.0,0.010314651764929295,0.015448810886941153,-0.0015064578371908896,-0.0003781139270530026,-0.0012137776122983761,5.134727542909585e-06
10354.0,0.009225036948919296,0.018986032406591156,-0.0015748599507276007,-0.0003920110562630776,-0.0012137302442470702,2.8984436908283185e-07
10355.0,0.010046414099633694,0.02244194211876415,-0.0015850685651222793,-0.00040783275147701577,-0.0012137273323505138,2.441304265129074e-05
10356.0,0.010065210051834583,0.025487223852105813,-0.0016756535447305767,-0.00042378679953153153,-0.001213481609948224,1.6502792408366363e-05
10357.0,0.010213226079940796,0.02972988847960334,-0.0017803963045886625,-0.0004409006280155191,-0.0012133130631984072,1.115140114453411e-06
10358.0,0.010281966999173164,0.0342447681351632,-0.0018497139797223217,-0.00045920660406474954,-0.0012133015973645508,4.338178299340812e-06
10359.0,0.009404719807207584,0.0385400449947641,-0.0019264149942289693,-0.00047660264576751283,-0.001213260798013172,2.191213997876636e-06
10360.0,0.010563424788415432,0.04274846260563826,-0.0019437401278229551,-0.0004969521856703263,-0.00121323765128891,3.09738043536264e-05
10361.0,0.009457144886255264,0.04670656309594713,-0.0020356225014068145,-0.0005153344176803763,-0.0012129447275334591,2.794213398814495e-05
10362.0,0.010270263068377972,0.05145410480148981,-0.002098898286053526,-0.0005362407962777339,-0.001212657754466709,3.617909480719795e-05
10363.0,0.010131284594535828,0.05608003945389273,-0.0022263499852391293,-0.0005575053321487256,-0.0012122912137608446,2.2676136103615782e-05
10364.0,0.010157096199691296,0.06182443463949641,-0.0023571583875263407,-0.0005801185831229808,-0.0012120608900650029,4.975854871801043e-06
10365.0,0.009478052146732807,0.0676659890449696,-0.002459363915360257,-0.000602459853238064,-0.0012120137286530533,6.395291901716993e-07
10366.0,0.010001747868955135,0.07312043166322614,-0.002453692885498657,-0.0006270577910375036,-0.0012120073322433385,6.885387663221971e-05
10367.0,0.010670830495655537,0.0783438699065739,-0.002263990905070395,-0.0006532407319070557,-0.0012112726041968273,0.000249014279088446
10368.0,0.009459145367145538,0.0825222044198074,-0.0019766578116146437,-0.000674656150988012,-0.0012089171419324349,0.0004864529971068237
10369.0,0.010720256716012955,0.08547576753493946,-0.0015546290174852002,-0.0006958464301682334,-0.0012037022409231758,0.000817606928769687
10370.0,0.00918896310031414,0.08806065351595063,-0.0011133549156868588,-0.0007101318588445825,-0.00119618928102415,0.0011483154944018253
10371.0,0.010218096897006035,0.08938537894178265,-0.0005869916955181685,-0.0007215082272538288,-0.0011844556820340187,0.0015423973670615116
10372.0,0.010361169464886189,0.09043905488021059,-1.3452756913855638e-05,-0.0007275901476855734,-0.0011684746415317002,0.0019636030139903123
10373.0,0.009229740127921104,0.09072522937881373,0.0005026778061429958,-0.0007277143131358924,-0.001150351095998167,0.002343981802698874
10374.0,0.010122708976268768,0.0906119233519212,0.0010659219326594825,-0.0007226258519954776,-0.0011266236503637765,0.002759073073669398
10375.0,0.010253171436488628,0.09009548439714007,0.0016250802995354198,-0.0007116967716820066,-0.0010983344011336446,0.003169494958914972
10376.0,0.009960138238966465,0.08909779839230617,0.0021364918188650057,-0.0006955107472492128,-0.0010667657931951442,0.003548971654551118
10377.0,0.01030359510332346,0.08792713761698645,0.0026316561048929875,-0.0006734972006060646,-0.0010301986262334776,0.00391842439250715
10378.0,0.010179522447288036,0.08646013737080621,0.003079111598175998,-0.0006467081982127639,-0.00099031093717195,0.004254795544029909
10379.0,0.0092769805341959,0.08480105927943576,0.003441554238357532,-0.0006181433398538683,-0.0009508392817330011,0.004531724067598392
10380.0,0.010016507469117641,0.08321638946551803,0.0037883844084741275,-0.0005836709861199866,-0.0009054472337619216,0.0048004745098144865
10381.0,0.010618683882057667,0.08142731178058311,0.004106062294253217,-0.0005434433296626838,-0.0008544725124583258,0.005049295851070831
10382.0,0.00927666574716568,0.07939889025633227,0.004328172723658823,-0.0005053527622218564,-0.0008076318825893912,0.0052305564073945295
10383.0,0.010353131219744682,0.0777068188355858,0.00452779922601801,-0.0004605426220720969,-0.0007534792457513593,0.005399755367520474
10384.0,0.01029837317764759,0.07585229949884217,0.004678884187062395,-0.0004139136559690995,-0.0006978705499086278,0.005532015847920736
10385.0,0.009451478719711304,0.07393345183050878,0.004764234112461962,-0.00036969128164308554,-0.0006455848198448993,0.005618851771837181
10386.0,0.01011709775775671,0.07236737296282225,0.004815165296897009,-0.0003214910593864686,-0.000588738347182878,0.005682172396805796
10387.0,0.010316003113985062,0.07073656895823388,0.0048258938110117165,-0.00027181779918932625,-0.0005301210390432295,0.005715298920673251
10388.0,0.010161727666854858,0.06910331004462555,0.004791380824777845,-0.00022277838053266487,-0.0004720437278766784,0.005716785928459556
10389.0,0.009314517490565777,0.06767827744542423,0.0047258405453983075,-0.00017814898003631015,-0.00041879462535622156,0.005693348637585883
10390.0,0.010050155222415924,0.06649445249344657,0.004626524635362792,-0.00013065354899867044,-0.00036157558781315323,0.0056462202164554495
10391.0,0.010242690332233906,0.06531875742842022,0.004499141538348013,-8.326548984419798e-05,-0.00030374310258840135,0.005576156143515676
10392.0,0.010529239661991596,0.06417294811677693,0.004337718589407622,-3.5892950313710206e-05,-0.000245030418160638,0.005481999814635678
10393.0,0.009443015791475773,0.06319257306984918,0.004171936889972649,5.068194825043982e-06,-0.00019326380734216602,0.005380642978904228
10394.0,0.010297372937202454,0.06243873597887198,0.0039743469861152955,4.8028184851564904e-05,-0.00013785731994644924,0.005256344441695375
10395.0,0.009756473824381828,0.061747019726332536,0.003776636748159421,8.68037971906096e-05,-8.65739329891134e-05,0.005126677656837222
10396.0,0.010001285001635551,0.06112352321074126,0.003558855491079112,0.00012457501765660207,-3.53005686315672e-05,0.004982731264787598
10397.0,0.010274484753608704,0.06068247968698236,0.0033307450406025244,0.00016114042413999102,1.589442777982239e-05,0.004827330480725362
10398.0,0.010209856554865837,0.06026398351587013,0.0030971930794472867,0.0001951468532253736,6.518077953095988e-05,0.004665726842411877
10399.0,0.009224388748407364,0.059972080237966616,0.0028829972373411745,0.0002237165662190723,0.00010821925771924621,0.004515371838265223
10400.0,0.009987100027501583,0.059812815552372015,0.002651717889914799,0.00025250934800740934,0.0001533147279293647,0.00435051213753626
10401.0,0.010220912285149097,0.05971444371848918,0.00242068758056773,0.00027961232396518914,0.00019778093088259932,0.004180921701412563
10402.0,0.010118450038135052,0.059601560757658975,0.00219144524683169,0.00030410593030709773,0.00024008537823169696,0.004011657614409951
10403.0,0.010339003056287766,0.05963388844906804,0.0019638728839611315,0.00032676328941177784,0.00028156191856786153,0.0038402770628854434
10404.0,0.009384794160723686,0.05971123742054678,0.001764094395121752,0.0003451938321855799,0.00031760212832318996,0.0036868350739200596
10405.0,0.010254337452352047,0.05982239860813217,0.0015522452319897233,0.0003632834514109612,0.00035540817930233354,0.0035221230392471574
10406.0,0.01006361749023199,0.06001657891216949,0.0013571909101635063,0.0003789046536767422,0.0003908534783228503,0.0033650342218902608
10407.0,0.01038901973515749,0.060157507912558694,0.0011610139063635374,0.0003930045368268072,0.0004258128852635485,0.0032062746087000663
10408.0,0.009175222367048264,0.06042282429945712,0.000999233898884648,0.000403657097588928,0.0004552311677681923,0.0030713123936245376
10409.0,0.010502222925424576,0.06064458171609616,0.0008220796681387914,0.0004141512747496557,0.00048748677519965656,0.0029218393494324264
10410.0,0.01030018925666809,0.06096747761400384,0.0006653517493519182,0.0004226188509155442,0.0005175822734763906,0.002782289788795678
10411.0,0.00947508867830038,0.06117442785141422,0.000525018949649876,0.0004289231177429159,0.0005439447159539593,0.0026579584556127057
10412.0,0.010277540422976017,0.061500046407989874,0.000385858791836314,0.0004343190212207709,0.0005712619914241098,0.002529987622591415
10413.0,0.00941534899175167,0.06182224087279025,0.00027133793662604633,0.00043795201640744547,0.0005950827078356201,0.002418970875130975
10414.0,0.010340966284275055,0.06205327880836707,0.00015069063589694934,0.0004407579128617402,0.0006200972040979929,0.002301826972445985
10415.0,0.010245060548186302,0.062406290849187536,4.6638103393256796e-05,0.00044230174755054917,0.0006436795608021504,0.002193100615618734
10416.0,0.010040155611932278,0.06265095812254383,-4.9884149511033334e-05,0.00044277000136606285,0.0006656986322555869,0.0020913909980509265
10417.0,0.009445218369364738,0.06296950679420178,-0.00013012637224346044,0.0004422988346807611,0.0006854522769279015,0.0020016950532952575
10418.0,0.01053638756275177,0.06323309889751937,-0.0002112453114004758,0.0004409277727906691,0.0007065429117918635,0.0019070973872001486
10419.0,0.009455699473619461,0.06352782521198273,-0.0002733275536838938,0.00043893030061085503,0.000724575851552153,0.0018277201016558568
10420.0,0.010308372788131237,0.06372137950714961,-0.0003389201805433562,0.00043611273829421347,0.0007434166717123827,0.0017449544192557828
10421.0,0.01040381658822298,0.06403739356102937,-0.0003911805434984878,0.000432586674897793,0.0007615708574451289,0.0016679140811357092
10422.0,0.009377534501254559,0.06421919571864625,-0.0004360340346164856,0.0004289183658549164,0.0007772117792861073,0.0016016732239101908
10423.0,0.010258633643388748,0.06445041486505584,-0.0004787572081847128,0.0004244452524377372,0.0007936427581066273,0.0015337414142912967
10424.0,0.01025904156267643,0.06469935220677774,-0.0005109456206702559,0.0004195336623405393,0.0008093774750222399,0.0014707699601016542
10425.0,0.009431478567421436,0.06483484972216348,-0.0005401738570749331,0.0004147146896700699,0.0008232490103785459,0.0014151806923931394
10426.0,0.010163838043808937,0.06503422149889883,-0.0005662969520747642,0.0004092244500712607,0.0008376326777387551,0.0013590910948530195
10427.0,0.010557091794908047,0.06523444234991428,-0.0005852215748143848,0.0004032460011650308,0.0008519807271847606,0.0013048560550406603
10428.0,0.00927949883043766,0.06534913317463067,-0.0006014751871349095,0.00039781543824599384,0.0008640891374213998,0.0012590619965701215
10429.0,0.010261374525725842,0.06549888808703633,-0.0006171953987031989,0.0003916434760828715,0.000877008844119314,0.001211204259911551
10430.0,0.010406261309981346,0.06569282418375876,-0.0006234932898242934,0.00038522077948464786,0.0008896129521477162,0.0011665335572259164
10431.0,0.009438478387892246,0.06574087884573813,-0.0006323541513137344,0.00037933595154364543,0.000900623253916344,0.0011266273387454291
10432.0,0.01025326270610094,0.06588064840674404,-0.000639041566848007,0.00037285225830693223,0.0009121748599923763,0.0010858652339273904
10433.0,0.010436741635203362,0.06602846824497194,-0.000638945919522706,0.000366182746579584,0.0009235077548895262,0.0010472541481922496
10434.0,0.009116779081523418,0.06606719259828685,-0.0006414489224816354,0.00036035761778625467,0.0009330553396008039,0.0010139651928192997
10435.0,0.01052970439195633,0.06617155903101345,-0.0006434772516663694,0.00035360335024998415,0.0009437320933449241,0.0009774032226037436
10436.0,0.01014918927103281,0.06631847224839453,-0.000636634177582533,0.0003470725778312182,0.0009536519436452469,0.0009449991143430949
10437.0,0.01015437487512827,0.06628912074213464,-0.0006376908480710024,0.00034060795573372614,0.0009632478189089509,0.0009116065040958612
10438.0,0.010028802789747715,0.06642638696858257,-0.0006334248919146715,0.0003342126799775951,0.0009723901407603796,0.0008811706746165875
10439.0,0.010121691040694714,0.06648235404042312,-0.0006291593803874953,0.00032780134892414935,0.0009813090780829692,0.0008513200855620839
10440.0,0.009406368248164654,0.06654862684674401,-0.0006240996662113086,0.0003218832441054375,0.0009893169083048253,0.0008246121620550065
10441.0,0.010290355421602726,0.06659504242864667,-0.0006197541594413756,0.0003154610367216195,0.0009978024605373475,0.0007960607656269128
10442.0,0.009298035874962807,0.06668249951073249,-0.0006116028068056248,0.00030969854031347616,0.0010052042620947968,0.0007717384621718449
10443.0,0.010721571743488312,0.06667257978031328,-0.0006084002675186248,0.00030314119694179083,0.0010134785113841817,0.000743111208297699
10444.0,0.009246591478586197,0.06679429123120963,-0.0005984352586813833,0.0002975155682125835,0.001020349757150469,0.0007205698607000704
10445.0,0.010455222800374031,0.0667497009343744,-0.0005968346997886488,0.00029125879425147017,0.0010278834755873228,0.0006937480438313852
10446.0,0.010323983617126942,0.0669051371224219,-0.00058442919450707,0.0002850970825887193,0.001035045719026252,0.0006703731776327212
10447.0,0.009750454686582088,0.0668398652122096,-0.0005810056004594722,0.0002793986322101624,0.00104158216231786,0.0006467017845354281
10448.0,0.0103666502982378,0.06693325754443175,-0.0005745777338734995,0.0002733755503288814,0.0010482862935653852,0.0006232439519121394
10449.0,0.009525328874588013,0.06699544531649684,-0.00056590018097774,0.0002679025084497208,0.0010542228971764463,0.0006027143261422469
10450.0,0.010184966959059238,0.06698934138086568,-0.0005613896286232747,0.00026213883380433686,0.0010603615226739567,0.0005803380387144294
10451.0,0.010294558480381966,0.0670830778700727,-0.0005512827693712981,0.00025635957544219466,0.0010663358465518927,0.000559498416914685
10452.0,0.009191369637846947,0.06706278441226465,-0.0005462620246113754,0.00025129253173392715,0.0010714784033135458,0.0005402872469484332
10453.0,0.010256391949951649,0.06711672369725954,-0.0005414120460706217,0.00024568985430213874,0.0010770198010838093,0.0005196998997531199
10454.0,0.010356725193560123,0.06721210507319729,-0.0005292300465607983,0.0002400825985245022,0.0010824021901286731,0.0005007775283562847
10455.0,0.009375683031976223,0.0671468182659543,-0.0005256799180857172,0.00023512070535695013,0.0010870973215040781,0.00048214789743935974
10456.0,0.010127727873623371,0.06722630152051684,-0.0005206855072848626,0.00022979676219794936,0.0010919803842041836,0.0004634117101493958
10457.0,0.010168133303523064,0.06731377179533533,-0.0005095985204185509,0.00022450236255066436,0.0010966924162473964,0.0004462647690997309
10458.0,0.010304335504770279,0.06726900522444444,-0.0005045902486679106,0.0002192512884235371,0.0011012908781521588,0.0004276808524908646
10459.0,0.009451070800423622,0.0673366234607613,-0.0004980402207268876,0.00021448237025817332,0.0011053329201690355,0.00041175413846248027
10460.0,0.010085190646350384,0.06736679934170105,-0.0004929396861352945,0.00020945953968259224,0.0011094855391548533,0.0003951286385953065
10461.0,0.010211393237113953,0.06745008364611627,-0.0004821530964027021,0.0002044259387052852,0.0011135203530627954,0.0003798822495753583
10462.0,0.010191263630986214,0.06741312573016137,-0.00047669833547345176,0.00019951218938934895,0.00111739183321695,0.00036365523138463346
10463.0,0.009503236971795559,0.06747152683356081,-0.0004702800406553358,0.00019498201214328425,0.0011208477350568313,0.00034947340686822855
10464.0,0.010592850856482983,0.06750682436967187,-0.0004643657582772908,0.00019000040581184153,0.0011245496547340934,0.00033417650846454374
10465.0,0.010107191279530525,0.06758393189633373,-0.0004528771099214901,0.00018530697226926872,0.0011279272406262701,0.00032105053926481425
10466.0,0.009077928029000759,0.06752544828969766,-0.00044995669924124563,0.00018119578645941958,0.001130841714315388,0.0003079491047808234
10467.0,0.010331503115594387,0.06762051446918085,-0.0004442227629930025,0.0001765470574193261,0.0011340232914508754,0.00029481412711065513
10468.0,0.010358447209000587,0.06771188545906966,-0.0004292018424966817,0.0001719455993798267,0.0011370771080230187,0.0002835129141938364
10469.0,0.009385553188621998,0.06758771382745082,-0.0004272646053838969,0.00016791730265841952,0.0011397380335588462,0.0002706461382565688
10470.0,0.010287781246006489,0.0676953948817062,-0.00042242569597829624,0.00016352169786406872,0.001142522381824306,0.00025857495066305703
10471.0,0.010257022455334663,0.06779845484757294,-0.0004086079786723473,0.00015918886801470896,0.0011451745908996442,0.000248623543376349
10472.0,0.010178097523748875,0.06770317767612542,-0.00040456845609585483,0.0001550300161587999,0.0011477051055708287,0.00023652772480304006
10473.0,0.009247962385416031,0.06778587939870999,-0.000397804040487062,0.00015128858229449958,0.0011498925050729154,0.00022695754687398437
10474.0,0.010719330981373787,0.06781200614140208,-0.00039285103743450737,0.00014702438911879095,0.0011523253381365782,0.00021618215609032143
10475.0,0.009544291533529758,0.06792297474657533,-0.00037725685299242124,0.0001432749042882664,0.0011543886436586512,0.00020875445084637476
10476.0,0.010156949050724506,0.06776476033153922,-0.00037929105440637087,0.00013944312565338573,0.00115650895198001,0.00019721373524264293
10477.0,0.010262484662234783,0.0679812461686255,-0.0003648089459799092,0.0001355506570250175,0.0011585328549131196,0.00019005398567181612
10478.0,0.009385239332914352,0.06787964663617885,-0.0003599584815970507,0.00013212683775620782,0.001160316557054824,0.00018138068949038384
10479.0,0.010780495591461658,0.06793291985964175,-0.0003554714454199059,0.00012824630693224158,0.0011622719307782512,0.00017235358360982465
10480.0,0.009194444864988327,0.06804787862916957,-0.0003402818608074961,0.00012497794432625054,0.0011638566263000348,0.000166839657410092
10481.0,0.01012433972209692,0.0678862577801122,-0.0003439225985613947,0.00012153281516616816,0.001165545767670773,0.0001570360557023726
10482.0,0.01019300427287817,0.06814167664439624,-0.0003251598284771571,0.00011802721064949249,0.0011671464368575432,0.00015257464460804318
10483.0,0.00978806521743536,0.06794370968357642,-0.00032318175158265166,0.00011484452504226798,0.0011686398474294937,0.00014409453829500513
10484.0,0.010287337005138397,0.06804196716170728,-0.0003172378003894601,0.00011151984544982632,0.0011701221965055343,0.00013709206779449637
10485.0,0.010447964072227478,0.06809506861115035,-0.0003072471760515568,0.00010820535630900477,0.0011715545295044386,0.0001310190207038667
10486.0,0.009319072589278221,0.06806053361982205,-0.0003023073128114477,0.00010534209757252957,0.001172775505268954,0.0001248050734000718
10487.0,0.010324244387447834,0.0681016183614197,-0.0003005955826418351,0.00010222100299495155,0.00117406402334753,0.00011853546862403539
10488.0,0.010187152773141861,0.06826864611804292,-0.0002809097523058875,9.915878987164758e-05,0.001175271562275439,0.00011592409186405729
10489.0,0.00930820219218731,0.06803587422920983,-0.00028098240410334284,9.654402509942712e-05,0.0011763506071614553,0.00010888958947843569
10490.0,0.010778792202472687,0.06815485039824809,-0.00027837371609621124,9.351537415304598e-05,0.0011775243054194559,0.00010315096453364332
10491.0,0.009428960271179676,0.06829758929383764,-0.00025900841203802775,9.089059944343415e-05,0.0011784969117659774,0.00010101991843545063
10492.0,0.009921137243509293,0.06802618661023689,-0.00027191520576437967,8.832094144038147e-05,0.0011794991442411035,9.28393409294029e-05
10493.0,0.010529665276408195,0.06846570964684125,-0.00024605396203969263,8.545776534011689e-05,0.0011804767114255725,9.368758725128029e-05
10494.0,0.009370367974042892,0.06814261598381588,-0.00024273823263838834,8.31521491743338e-05,0.0011813545985927172,8.818144727072919e-05
10495.0,0.010164042003452778,0.0681706298330739,-0.0002499881566491255,8.068494758195332e-05,0.001182250878526702,8.251162111721736e-05
10496.0,0.010100653395056725,0.06851902965385248,-0.0002219186270495919,7.815990385877137e-05,0.0011830842998126713,8.41583065573919e-05
10497.0,0.010324372909963131,0.0681125473642508,-0.00022336055664987336,7.586873319744435e-05,0.0011839531815530408,7.712950032642298e-05
10498.0,0.010035173036158085,0.06822098983172155,-0.0002188217178960779,7.362727136201029e-05,0.001184727189435009,7.244275727645875e-05
10499.0,0.00937325693666935,0.06822969858315624,-0.00021614811846808085,7.157619917684697e-05,0.001185406214012162,6.812100383124148e-05
10500.0,0.010119986720383167,0.06827766073951748,-0.0002165119286680014,6.938878308831418e-05,0.0011860955976663132,6.428188499124538e-05
10501.0,0.01063585001975298,0.06844786845527366,-0.00019662635765291974,6.708599468751387e-05,0.001186779290154067,6.400180511140575e-05
10502.0,0.009390627034008503,0.06817373356806046,-0.00019783969213487128,6.523954989773975e-05,0.0011873803072353715,5.837933176020776e-05
10503.0,0.01050614845007658,0.06825844182257314,-0.00017027479236724364,6.316101672285334e-05,0.0011879936491612606,5.351073115474219e-05
10504.0,0.009427070617675781,0.06756490938310201,-0.00020340653274386527,6.155582423079725e-05,0.0011884980986026597,3.681742232219284e-05
10505.0,0.010411594063043594,0.06813901548935657,-0.00016782959742760688,5.943803798209694e-05,0.001188881426658326,4.1751462307767e-05
10506.0,0.010336114093661308,0.06756006758940442,-0.00019402811043288363,5.770333211479195e-05,0.0011893129745363163,2.9185617644957876e-05
10507.0,0.009582105092704296,0.06809405153570776,-0.00021206795784026967,5.584413436968523e-05,0.0011895926341917858,2.1002364222842475e-05
10508.0,0.010228744708001614,0.06855652747629025,-0.0001567752286201746,5.367494536818986e-05,0.0011898074620136857,3.4830469876353616e-05
10509.0,0.009446126408874989,0.06772512007271199,-0.00019051889377114388,5.219402674086341e-05,0.0011901364750350183,1.9659953707898502e-05
10510.0,0.010043377056717873,0.06834734687224452,-0.00014385007390427647,5.0280573654291034e-05,0.0011903339273630243,3.3470177737918875e-05
10511.0,0.01024528220295906,0.06773384152416274,-0.0001754494693662916,4.8806789052225204e-05,0.0011906768387793326,1.843787310375405e-05
10512.0,0.01010026503354311,0.06829890475112248,-0.0001819425836031482,4.7034702911631154e-05,0.0011908630661843353,1.415447658934694e-05
10513.0,0.010236874222755432,0.06855249403240253,-0.0001748841229894707,4.517217956752256e-05,0.0011910079637808694,1.4960662805183975e-05
10514.0,0.010074561461806297,0.06860626089326312,-0.00016337517766429067,4.3410298721771046e-05,0.0011911586858978096,1.6824459373516873e-05
10515.0,0.009516013786196709,0.06855782240268868,-0.0001568758706107129,4.185561827879532e-05,0.0011913187876851532,1.7559367527080027e-05
10516.0,0.010248522274196148,0.06858959500081507,-0.00011160792796159456,4.024787242455752e-05,0.0011914987452543754,2.8707968975062847e-05
10517.0,0.010165912099182606,0.06788298115085743,-0.00012810282831292885,3.911327603932804e-05,0.0011917905879435219,2.0921891510747154e-05
10518.0,0.00915561243891716,0.0682299143330321,-0.00014194661906484284,3.794041619096572e-05,0.0011919821406736833,1.4924955317090733e-05
10519.0,0.010126043111085892,0.06856365854124954,-5.944394243859012e-05,3.650305860684224e-05,0.0011921332714146552,4.3490315073506644e-05
10520.0,0.01006015483289957,0.0673876233439519,-9.35222213208838e-05,3.5905043342032053e-05,0.0011925707907180262,2.9149327895159875e-05
10521.0,0.010541277937591076,0.06795119878278233,-0.0001204288476288447,3.4919199613747714e-05,0.0011928780618850631,1.720709023629517e-05
10522.0,0.01022274512797594,0.06843241621418045,-0.00011347485568886013,3.3688086198382186e-05,0.001193053965582943,1.5226481830154207e-05
10523.0,0.009154205210506916,0.06831516122979268,-0.00010819617250936592,3.26493140831737e-05,0.0011931933519222502,1.2922783996768234e-05
10524.0,0.010382445529103279,0.06820984400264637,-2.684991679453295e-05,3.1525973215637745e-05,0.001193327522023181,4.574563015350665e-05
10525.0,0.010457889176905155,0.06718342145344895,-4.885936295243045e-05,3.12451797613914e-05,0.0011938059247536541,3.767403303842014e-05
10526.0,0.00925692543387413,0.06758929580930043,-9.381601862109831e-05,3.079289228179416e-05,0.001194154670468284,1.7746939415594392e-05
