tick,tick_dt,input_force,output_ang_vel,output_angle,output_position,output_speed
2361.0,0.010876106098294258,0.038235285276344524,0.0005779498716374759,0.0001419154069708362,0.0012086397326027225,1.574752130743569e-05
2362.0,0.00932114664465189,0.036369817826182156,0.0006131630415720922,0.00014730256247762685,0.0012087865175581189,2.374172639937847e-05
2363.0,0.010078229010105133,0.03500929936259345,0.0006727555504741595,0.00015348216003112302,0.001209025792113867,3.644812949637942e-05
2364.0,0.010154319927096367,0.033024621421061676,0.0006550056766797882,0.00016031353512336745,0.0012093958980815174,1.9298300258585885e-05
2365.0,0.009991859085857868,0.032128973145671647,0.0006452296253389973,0.00016685825954518887,0.0012095887239782978,1.7772576463881374e-06
2366.0,0.010113338939845562,0.031012648814243933,0.0006723684143614823,0.00017338368544027172,0.0012096066979872591,9.544276865376927e-07
2367.0,0.009583568200469017,0.029424230440130032,0.0006964074514057058,0.0001798273739951462,0.0012096158448100854,-4.774918512718335e-07
2368.0,0.009837064892053604,0.02791272557491161,0.0007681431641445955,0.0001866779792859338,0.001209611147691759,1.767679548689942e-05
2369.0,0.009960322640836239,0.025680143295956047,0.0007618065406834874,0.00019432893303516683,0.0012097872142780646,1.6813487093840395e-06
2370.0,0.010814828798174858,0.024387394806168663,0.000800145044688692,0.00020256774034998858,0.0012098053977765066,3.1386863955815754e-06
2371.0,0.009365571662783623,0.022354082598309878,0.0008627972932203218,0.00021006155610664174,0.0012098347933688714,1.7936367420842217e-05
2372.0,0.009661512449383736,0.020188749560837514,0.0009214131619310381,0.00021839748289638448,0.0012100080858060045,2.6924523533285952e-05
2373.0,0.010310929268598557,0.017838271557046467,0.000904608698170976,0.00022789810883621115,0.001210285702663747,3.5851617399811295e-06
2374.0,0.009779177606105804,0.016369264573322124,0.0009634799114018333,0.0002367444379596533,0.0012103207625971488,1.3890236924006195e-05
2375.0,0.00982637982815504,0.013990692779975614,0.0009978476120663284,0.0002462119575258849,0.0012104572533410672,1.0540154747692554e-05
2376.0,0.01064210943877697,0.01175936718090273,0.0010168508460851942,0.000256831161016717,0.0012105694228213937,-2.4135855944924854e-07
2377.0,0.009606569074094296,0.009565976097643474,0.0010788273468350434,0.0002665996089076856,0.0012105671041937208,9.625602670937795e-06
2378.0,0.009732029400765896,0.006970129852626128,0.0011329770533399727,0.00027709878836543455,0.0012106607808419145,1.3399591567718232e-05
2379.0,0.009944915771484375,0.004299134580203784,0.0011469873935015954,0.0002883661497319251,0.0012107940386514278,-5.707552548280359e-07
2380.0,0.0110899917781353,0.0020592266888998095,0.0012045609692458202,0.00030108623049548267,0.0012107877089803445,1.1700726869365434e-06
2381.0,0.009179741144180298,-0.0010535975686184473,0.0012458347853596327,0.0003121437883855422,0.0012107984499447305,-1.6116191474791158e-06
2382.0,0.009913175366818905,-0.003660068960453282,0.001274831596801888,0.00032449396709089545,0.001210782473681497,-1.1970622980975569e-05
2383.0,0.010392094030976295,-0.006340184464118874,0.001329909636465666,0.00033774213691852034,0.0012106580738418691,-1.1602523736781154e-05
2384.0,0.009619790129363537,-0.009499818310300279,0.0013864904459474357,0.0003505355885123382,0.0012105464599985504,-1.0572850780378952e-05
2385.0,0.009809213690459728,-0.012624390549310319,0.0014504063243550263,0.00036413596957641744,0.0012104427486459284,-8.646895094709305e-06
2386.0,0.01067290548235178,-0.01602417375589165,0.001530081755682464,0.0003796160191872639,0.0012103504611518667,-1.3556803315818467e-06
2387.0,0.009903693571686745,-0.01990821622215226,0.0015474803962227204,0.0003947694800351715,0.0012103370349092815,-2.127954427182758e-05
2388.0,0.009747344069182873,-0.022931029308021433,0.0016373919322841923,0.0004098533038974698,0.0012101296158696286,-1.1344919513205539e-05
2389.0,0.010402889922261238,-0.02697548482774101,0.0017214076874394592,0.0004268869119286209,0.0012100115959207559,-5.3745515950148045e-06
2390.0,0.009639845229685307,-0.031218741116164295,0.0017551512160790645,0.0004434810156127278,0.001209959786075201,-1.9966208372052995e-05
2391.0,0.009854601696133614,-0.03469479767522233,0.0018419539977831256,0.00046077733176367154,0.0012097630270443125,-1.564936464216241e-05
2392.0,0.01024955976754427,-0.039114380092343186,0.0019366601680791166,0.0004796565493530168,0.0012096026279460885,-7.40334559660332e-06
2393.0,0.009437071159482002,-0.043806053231604546,0.001988552680472321,0.0004979329491709138,0.0012095327620468752,-1.7653910408320423e-05
2394.0,0.010729070752859116,-0.047851014294637506,0.0020744723350944977,0.000519268271575489,0.0012093433519930396,-2.1443890816022362e-05
2395.0,0.009565254673361778,-0.05301706881315817,0.0021052021895326396,0.0005391111277735114,0.0012091382357161966,-4.189070289859752e-05
2396.0,0.009993747808039188,-0.05701183075256155,0.002236331456158358,0.0005601499875406325,0.0012087195905959266,-2.6888456725062905e-05
2397.0,0.009828639216721058,-0.06278468226105917,0.0023344167173402963,0.0005821300825922175,0.0012084553136556815,-2.1661023002823904e-05
2398.0,0.009746195748448372,-0.06805711165596913,0.0024705259905506696,0.0006048817648778663,0.0012082442010853843,-4.3963054284890696e-06
2399.0,0.010734607465565205,-0.07408333403593328,0.002429115668287947,0.0006314018916199044,0.0012081970084723108,-9.715672347699796e-05
2400.0,0.009656085632741451,-0.07939104821004822,0.002232055761151963,0.0006548576405247268,0.0012072588548306203,-0.0002801310602323236
2401.0,0.01076364517211914,-0.08314665102860548,0.0018814062154035055,0.0006788826967421509,0.0012042436234965899,-0.000563340913863411
2402.0,0.021542363800108433,-0.08627173219381921,0.00098803863187088,0.0007194126338901584,0.0011921079285866587,-0.001261021441716591
2403.0,0.018869529478251934,-0.09117340243261189,-8.543393565820668e-05,0.0007380564579798977,0.0011683130473194797,-0.0020548834935079324
2404.0,0.009781194850802422,-0.09241804561694372,-0.0006953582755784712,0.0007372208120083538,0.001148213831473781,-0.002490159550145139
2405.0,0.009286942891776562,-0.09157648843755548,-0.0012483996276005903,0.0007307630594137323,0.001125087861940171,-0.002888191658583648
2406.0,0.010723440907895565,-0.09054060356723204,-0.001837735029722012,0.0007173759197777185,0.0010941165093586724,-0.0033268173046518772
2407.0,0.008970114402472973,-0.08955336724475293,-0.0023092609790172293,0.00070089122631968,0.0010642745775398183,-0.0036765327036805996
2408.0,0.010369409807026386,-0.08832520998971892,-0.002822925106218239,0.0006769455528768754,0.0010261511032664194,-0.004056262084602883
2409.0,0.01083529181778431,-0.08655499515332676,-0.0032991926008099446,0.0006463583355712511,0.000982200319890333,-0.004416357751499198
2410.0,0.009641828015446663,-0.08470400799631402,-0.0036750322986903944,0.0006145480879244075,0.0009396185579956931,-0.0047023482570928395
2411.0,0.010196486487984657,-0.08285347389794262,-0.0040193892739470325,0.0005770756707479036,0.0008916711275304477,-0.004968728062143328
2412.0,0.00969697441905737,-0.08084123753001395,-0.004289040601188813,0.0005380997557782056,0.0008434894986165914,-0.005184788257256455
2413.0,0.010434742085635662,-0.07900500955806189,-0.0045293516773056266,0.0004933447233099806,0.0007893875703834878,-0.005380890120794556
2414.0,0.009019466117024422,-0.0769503778866838,-0.004683125269281051,0.0004524923893244348,0.0007408548142595499,-0.005515007431341192
2415.0,0.009896007366478443,-0.07529945753174863,-0.004811300424360873,0.0004061481471614882,0.0006862782600928141,-0.0056313356799978275
2416.0,0.010390075854957104,-0.07344146705003057,-0.0048908171525220865,0.00035615837079139143,0.0006277682552129102,-0.005717196169599737
2417.0,0.011178065091371536,-0.0716827272035431,-0.004928276726229318,0.00030148849831050314,0.0005638610642889843,-0.005772728250745047
2418.0,0.009644938632845879,-0.06979842587898646,-0.0049109482655532695,0.00025395557172033876,0.0005081834545664526,-0.005786275469828963
2419.0,0.009846138767898083,-0.0683534178298518,-0.0048591632793833104,0.00020560169361573286,0.0004512109833412319,-0.005773575633363242
2420.0,0.009584476239979267,-0.06693248694418391,-0.004771382780734982,0.00015902915861830378,0.0003958742848635387,-0.005735940021675918
2421.0,0.009579901583492756,-0.0657679655773449,-0.0046586414103657195,0.00011331978116169066,0.0003409245439670661,-0.005677759015391403
2422.0,0.010366447269916534,-0.06466211738271505,-0.00450980298279225,6.502622063168483e-05,0.0002820663545227179,-0.005593944497979561
2423.0,0.009788825176656246,-0.06359113610038211,-0.004344281088458705,2.0880547651968625e-05,0.0002273082097840779,-0.00549562272000086
2424.0,0.009968414902687073,-0.06273403705567934,-0.00415903513157429,-2.2425048691684748e-05,0.00017252556236247566,-0.005380108647136178
2425.0,0.010693349875509739,-0.06192628687624778,-0.003941117540813505,-6.689906649814531e-05,0.00011499417823039314,-0.005240898094595322
2426.0,0.009444590657949448,-0.0612255940028823,-0.003735074120689373,-0.00010412130840599325,6.54960410469131e-05,-0.005106126899055045
2427.0,0.011392765678465366,-0.06074018136223219,-0.0034812692628450456,-0.00014667413265470735,7.323133761469997e-06,-0.004934353173903916
2428.0,0.009592419490218163,-0.060163600765040695,-0.003252797645504361,-0.0001800679277823196,-4.000925179550578e-05,-0.004780087703632377
2429.0,0.010078061372041702,-0.05995092206149101,-0.003018515745301583,-0.00021284982208454528,-8.818326903645477e-05,-0.004614835460956891
2430.0,0.009261739440262318,-0.05962922507016924,-0.002795272112341034,-0.00024080652841385774,-0.00013092467263552034,-0.004458175139710567
2431.0,0.00972503051161766,-0.05955918456520193,-0.0025672147739066635,-0.00026799063499464824,-0.00017428056189534093,-0.004293249236782838
2432.0,0.009453311562538147,-0.059455881466036406,-0.002345506728487599,-0.00029225931610033884,-0.0002148659845462782,-0.004131938701899528
2433.0,0.010660406202077866,-0.05948617359276076,-0.0021042374646528085,-0.0003172633705757234,-0.0002589141295106135,-0.003951639028499881
2434.0,0.011333859525620937,-0.05950658004429528,-0.0018526206275442725,-0.0003411125024086471,-0.00030370145115559235,-0.003761514370986087
2435.0,0.009732955135405064,-0.059650005039295205,-0.0016468338280921043,-0.00035914397585946146,-0.0003403121017695813,-0.0036016351212090816
2436.0,0.009041057899594307,-0.05978197882815246,-0.0014634362305043832,-0.0003740330958502527,-0.00037287469343364496,-0.0034559836546532293
2437.0,0.009045890532433987,-0.059921015363238794,-0.0012848026120483088,-0.0003872711797925932,-0.0004041371432555192,-0.003313282514906437
2438.0,0.010765903629362583,-0.06015000840396283,-0.0010835405482673825,-0.0004011032408966586,-0.00043980762350785403,-0.0031489261581326856
2439.0,0.01037490926682949,-0.06043236620237174,-0.0009010058903887163,-0.0004123448757718634,-0.0004724774466864266,-0.002996840606389564
2440.0,0.009923620149493217,-0.06075165268761038,-0.0007416899306483771,-0.0004212861159805369,-0.0005022169545128136,-0.0028579141393247627
2441.0,0.010069507174193859,-0.06097960080354852,-0.0005877050975638476,-0.0004287545680582281,-0.0005309947414419744,-0.0027218517720337676
2442.0,0.009671716019511223,-0.06127624561266956,-0.0004498262395530591,-0.00043443868486508477,-0.0005573197188282884,-0.002597102746308407
2443.0,0.010099302046000957,-0.06158697606302776,-0.00031806212387330585,-0.0004389816159265479,-0.0005835486439077556,-0.002473225620637255
2444.0,0.00907407607883215,-0.06188188038802289,-0.00020800991910791157,-0.0004418677358363692,-0.000605990881349535,-0.00236738130935828
2445.0,0.011248267255723476,-0.06218031220763782,-8.515794722373194e-05,-0.0004442074869983364,-0.0006326198190134014,-0.0022428861346337524
2446.0,0.00962229073047638,-0.06247867481976096,1.4187722967358622e-05,-0.00044502690152453374,-0.0006542015214762018,-0.0021422579059533976
2447.0,0.010347428731620312,-0.06285149812953678,0.00010259089559233913,-0.00044488009507226504,-0.0006763683824828048,-0.002041514576030169
2448.0,0.009697197005152702,-0.06305121160167984,0.00018370952579452524,-0.00044388525094677105,-0.0006961653515154601,-0.0019510663734630589
2449.0,0.009737770073115826,-0.06337748186874127,0.0002523862884605069,-0.0004420963298243428,-0.0007151643872576312,-0.0018663974721280995
2450.0,0.01011737622320652,-0.06360104724322552,0.00031855203164181666,-0.00043954284279040914,-0.0007340474326651929,-0.001782883082008171
2451.0,0.010066542774438858,-0.06387765839032096,0.00037576749668423947,-0.0004363361251380024,-0.0007519949014720515,-0.0017051946556275327
2452.0,0.01003033947199583,-0.06412982409003583,0.0004247769118050845,-0.0004325670495837174,-0.0007690985827338287,-0.0016326515010049326
2453.0,0.00977945514023304,-0.06434893525655273,0.0004667925547733031,-0.00042841296283011287,-0.0007850650248475406,-0.0015660398969798502
2454.0,0.010725812055170536,-0.06456075137420142,0.000506455001373635,-0.00042340623361886154,-0.0008018620744534451,-0.001497288090027474
2455.0,0.010126764886081219,-0.06477554353533428,0.0005391773490552681,-0.0004182774828945708,-0.000817024758907883,-0.0014365445776097212
2456.0,0.0104896305128932,-0.06500016219011936,0.000564344722906007,-0.00041262171172205977,-0.0008320935807423092,-0.0013780026642780496
2457.0,0.008598675951361656,-0.06514275639924005,0.000583614946348152,-0.00040776909432493,-0.0008439425791125491,-0.001332350809205088
2458.0,0.009759807027876377,-0.06530168155519918,0.0005988516810676007,-0.00040207312506998765,-0.0008569460659038257,-0.0012833098846057928
2459.0,0.010392204858362675,-0.06538712616755375,0.0006190827557778564,-0.0003958497357205583,-0.0008702824851214109,-0.0012327949924393633
2460.0,0.009991266764700413,-0.06564546355785666,0.0006272848396282452,-0.00038966431475815586,-0.0008825996687570595,-0.0011889822676145636
2461.0,0.009791121818125248,-0.06573519480644853,0.0006341026446343095,-0.00038352249247869256,-0.0008942411389788645,-0.0011475738513209296
2462.0,0.010082933120429516,-0.06582800993532878,0.0006403695477957131,-0.0003771288779213573,-0.0009058120493724872,-0.0011065742154496186
2463.0,0.010096284560859203,-0.06594547035812709,0.0006445097874940648,-0.0003706635247427031,-0.000916984337539376,-0.0010676376406846264
2464.0,0.009953304193913937,-0.06606170977412869,0.0006456205566414856,-0.0003642485227718198,-0.0009276108597459827,-0.0010312870589481277
2465.0,0.009635456837713718,-0.06614660966691502,0.0006454686675859106,-0.0003580276737647601,-0.00093754778168977,-0.000997497469346516
2466.0,0.009911804459989071,-0.06622515579385133,0.000644160254314612,-0.0003516299145465989,-0.0009474347815552666,-0.0009640425020005647
2467.0,0.010444964282214642,-0.06630042310000377,0.0006424392517886077,-0.00034490168369826044,-0.0009575041710551994,-0.0009301037422955753
2468.0,0.009571938775479794,-0.0663958360282405,0.0006389135620659181,-0.00033875229451317486,-0.0009664070671312972,-0.0009005822872772099
2469.0,0.010133987292647362,-0.06646350719976347,0.0006331057472715265,-0.0003322775525940988,-0.0009755335565865478,-0.0008703945546408476
2470.0,0.009803065098822117,-0.06649230349199067,0.0006302762815473967,-0.0003260711757391576,-0.0009840660910673522,-0.0008416003363004328
2471.0,0.010309021919965744,-0.06659200112519092,0.0006233144153184141,-0.000319573643737051,-0.000992742167382124,-0.0008130340055509483
2472.0,0.009919526986777782,-0.06662297570414696,0.000618466895389941,-0.00031339065957305235,-0.0010008070801413547,-0.0007859728717602975
2473.0,0.010105191729962826,-0.06669740602366808,0.0006110180632524097,-0.00030714093301650213,-0.0010087494867050421,-0.0007596082326707381
2474.0,0.010039024986326694,-0.06672259132336723,0.000605351670703489,-0.00030100690741241424,-0.001016375212732643,-0.0007337226593534743
2475.0,0.010695923119783401,-0.0667848940481128,0.0005980204486134645,-0.0002945321124821373,-0.0010242230538883308,-0.0007071795903482518
2476.0,0.0092192767187953,-0.06682826695049147,0.0005923438565921335,-0.00028901879648287167,-0.0010307427382216356,-0.0006849285892168051
2477.0,0.010303132236003876,-0.06688495862955798,0.0005826798164334716,-0.0002829157993992184,-0.0010377996480485558,-0.0006608851787088474
2478.0,0.010091043077409267,-0.0668618811715728,0.0005804359783018363,-0.0002770359522712513,-0.0010444686688561283,-0.0006368208478557035
2479.0,0.010152245871722698,-0.06700431980829638,0.000570035315437878,-0.00027114322350673715,-0.0010509338306797984,-0.0006150940673972765
2480.0,0.008980688638985157,-0.0669849788486506,0.000564101785933762,-0.0002660239138255639,-0.0010564577989827803,-0.0005954093308564809
2481.0,0.010562202893197536,-0.06702339293862708,0.0005555848770224668,-0.0002600657563101164,-0.0010627466331397896,-0.0005727675413355818
2482.0,0.010249448008835316,-0.06702310267143038,0.0005538956962459884,-0.00025437131799857944,-0.001068617184275857,-0.0005507459865323795
2483.0,0.009997581131756306,-0.06718784711765179,0.0005415875111655749,-0.0002488337008368295,-0.0010741233119592037,-0.0005321053194486875
2484.0,0.010031376965343952,-0.06712796185222081,0.000535148354526771,-0.0002434008323526052,-0.0010794610610038583,-0.000512090617035605
2485.0,0.01015828363597393,-0.06716624240384927,0.0005288263205964729,-0.00023796464357999752,-0.0010846630227390268,-0.0004923917667892918
2486.0,0.009656826965510845,-0.0672119639888031,0.000522331421436958,-0.0002328578593071896,-0.0010894179648301531,-0.0004743488735235684
2487.0,0.009514866396784782,-0.06724799834853593,0.0005153163464495463,-0.00022788794561737428,-0.0010939313309871951,-0.0004570523272029854
2488.0,0.010603553615510464,-0.06726592570973129,0.0005089903434785558,-0.00022242376110884755,-0.0010987777098437857,-0.0004379599189896639
2489.0,0.010364706628024578,-0.06731642190253363,0.0005038677934075829,-0.00021714822552219485,-0.001103317035918947,-0.000420181401779719
2490.0,0.009091371670365334,-0.06740942324599847,0.0004941347079649637,-0.00021256737613959965,-0.0011071370612115016,-0.0004059916393063966
2491.0,0.010430168360471725,-0.06737529763459706,0.000485748820398815,-0.00020741346794277254,-0.0011113716223624113,-0.00038881177146445864
2492.0,0.009212148375809193,-0.06736354336895471,0.00048523458086311344,-0.00020293867773588437,-0.001114953414091403,-0.0003734569689507213
2493.0,0.011157157830893993,-0.06752804593902288,0.00047121196964326593,-0.0001975248389321869,-0.0011191201324370335,-0.00035797795400123526
2494.0,0.009654956869781017,-0.06744153527880532,0.0004711708609763289,-0.00019297530768875662,-0.001122576394143248,-0.00034303907602243727
2495.0,0.010157430544495583,-0.06763647305669748,0.0004551077772299107,-0.00018818942239379936,-0.0011260607897319937,-0.0003307119121965705
2496.0,0.009513606317341328,-0.06749149328385905,0.0004527212203587091,-0.00018385970616927372,-0.001129207052669087,-0.00031651096171650205
2497.0,0.01076127402484417,-0.06760137959603128,0.0004432833338956596,-0.0001789878490601318,-0.0011326131138599854,-0.00030245922277873967
2498.0,0.008918633684515953,-0.06759154021150252,0.0004405116696030252,-0.00017503436738666543,-0.0011353106368724524,-0.0002906396983637239
2499.0,0.011020123027265072,-0.06770623336717782,0.0004252856321519952,-0.00017017987459269415,-0.001138513522105028,-0.0002780389710697567
2500.0,0.009558161720633507,-0.06756756587640064,0.0004300722289126152,-0.00016611492574312352,-0.0011411710635551512,-0.000264766875929573
2501.0,0.010131598450243473,-0.06785951292153806,0.0004114767941362992,-0.00016175760661517972,-0.001143853575224995,-0.00025589046417346815
2502.0,0.010229244828224182,-0.06766941435253863,0.0004093920716379288,-0.00015754850974682673,-0.0011464711414322334,-0.00024322016992315694
2503.0,0.010088116861879826,-0.06779888212274762,0.0003999739301867506,-0.00015341851468581624,-0.0011489247749295844,-0.00023302389582462212
2504.0,0.008989985100924969,-0.06778676222142971,0.0003935433247299337,-0.00014982275501267895,-0.0011510196562812072,-0.00022362685113257755
2505.0,0.01078149676322937,-0.06780626090283126,0.00038429628610461527,-0.00014557976893091266,-0.0011534306884528642,-0.00021253497346692375
2506.0,0.01007919106632471,-0.06777758653936779,0.0003863137699928124,-0.00014170637323718526,-0.0011555728690587136,-0.0002017568699787627
2507.0,0.009276332333683968,-0.0680274135388384,0.0003697177276430605,-0.0001381227983216536,-0.0011574444328352404,-0.00019589604209485281
2508.0,0.010048674419522285,-0.06786629212504613,0.0003628430639618276,-0.00013440762524944287,-0.0011594129283823246,-0.0001863675072910842
2509.0,0.010089987888932228,-0.06787505896758335,0.00036066922997501027,-0.00013074654312848497,-0.0011612933742737822,-0.00017697665112005451
2510.0,0.009968748316168785,-0.06801354626459523,0.00034926990158074775,-0.0001271511223494777,-0.0011630576099666363,-0.00017011834416796987
2511.0,0.010195264592766762,-0.06796208068910528,0.0003421985139446075,-0.00012359022328857237,-0.0011647920114975121,-0.00016199060836002646
2512.0,0.009916823357343674,-0.06798419676825782,0.0003358749415820791,-0.00012019670107263819,-0.0011663984437461671,-0.00015440945652296615
2513.0,0.010292521677911282,-0.06802060730065244,0.00032792237899053613,-0.00011673970095533746,-0.0011679877064247042,-0.00014711660725805892
2514.0,0.010171079076826572,-0.06802680818113281,0.0003221711407508143,-0.00011340437650756363,-0.0011694840410706403,-0.00013995826515415935
2515.0,0.010026692412793636,-0.06808190817568312,0.00031358840985390267,-0.00011017406557497636,-0.0011708873595459692,-0.00013381272458386646
2516.0,0.009409700520336628,-0.06807389460619041,0.00030717244570641923,-0.00010722329255160256,-0.0011721464972101136,-0.00012781511257700396
2517.0,0.010141839273273945,-0.06809261514113023,0.00029948768121804234,-0.00010410799897806959,-0.001173442777538565,-0.00012157751679010804
2518.0,0.0103616863489151,-0.06808750766628119,0.0002969663328593295,-0.00010100480155992436,-0.001174702525634624,-0.00011513467462721989
2519.0,0.01033313199877739,-0.06822102832955397,0.00028488206384552183,-9.793620924329605e-05,-0.0011758922274251835,-0.00011112083739451558
2520.0,0.009643346071243286,-0.0681573973760568,0.0002779733950731268,-9.518899291214366e-05,-0.0011769638041159052,-0.000106119298981717
2521.0,0.010103413835167885,-0.06816305388861846,0.00027025557105562565,-9.238051266655323e-05,-0.0011780359713094155,-0.00010085163903504869
2522.0,0.009998248890042305,-0.06814291712434033,0.0002679382421151738,-8.967843020321858e-05,-0.0011790443110974566,-9.527414728637172e-05
2523.0,0.010226782411336899,-0.06825174444455502,0.0002581002434035983,-8.693828410143059e-05,-0.00118001865907118,-9.152180164747042e-05
2524.0,0.00898448470979929,-0.0682113858235115,0.00025295404929436596,-8.461938641097548e-05,-0.0011808409352986949,-8.748733659145432e-05
2525.0,0.011035103350877762,-0.06823808474069802,0.00024070116501145804,-8.182801233398913e-05,-0.0011818063670998747,-8.279264314893696e-05
2526.0,0.009094501845538616,-0.06809916863024904,0.00022117627913563942,-7.963895514456912e-05,-0.0011825593249457898,-7.68606610345066e-05
2527.0,0.00979097280651331,-0.06762114750893519,0.00024802249408823835,-7.747342421010627e-05,-0.0011833118655878692,-6.020243219941571e-05
2528.0,0.010077265091240406,-0.06809506364274767,0.0002597374041956548,-7.497403578858849e-05,-0.0011839185414562802,-5.339868554227833e-05
2529.0,0.01024402305483818,-0.06851892460154868,0.0002452404841820681,-7.231327983180437e-05,-0.0011844655588220732,-5.443216186961388e-05
2530.0,0.009987303987145424,-0.06848309744899449,0.00023295303855029833,-6.986398856632333e-05,-0.0011850091893693426,-5.474431245383887e-05
2531.0,0.010449093766510487,-0.068459886449301,0.00022130553094398787,-6.742984042331772e-05,-0.001185581217823356,-5.448486135481907e-05
2532.0,0.01013924553990364,-0.06843433545008254,0.00021474430384995445,-6.51859693057379e-05,-0.00118613365321084,-5.374108839209037e-05
2533.0,0.009013929404318333,-0.0685149189426989,0.00020179524734933148,-6.325027931085491e-05,-0.0011866180715877175,-5.429172082171658e-05
2534.0,0.01095021516084671,-0.06841691540653602,0.00018529882455819866,-6.104057793394346e-05,-0.001187212577612168,-5.2613890835411087e-05
2535.0,0.01023118942975998,-0.06817416558222114,0.0001181017426943597,-5.9144750558776664e-05,-0.0011877508802959418,-6.590806531056473e-05
2536.0,0.008929949253797531,-0.06696467669018148,0.00020156258444475712,-5.8090107989730976e-05,-0.0011883394359745812,-3.6192099696253486e-05
2537.0,0.01022344920784235,-0.06846455905789227,0.00016675119682300817,-5.602944314545857e-05,-0.001188709444067551,-4.136781270584042e-05
2538.0,0.01035252120345831,-0.06790901538527544,0.00011971076865522584,-5.430314784464633e-05,-0.001189137705225729,-5.370142186597131e-05
2539.0,0.010273114778101444,-0.06722229425558714,0.00019090898881724114,-5.3073345378076445e-05,-0.0011896893860963054,-2.7333875708128923e-05
2540.0,0.010145134292542934,-0.06850689268422475,0.00018198943948068318,-5.1136548048871957e-05,-0.0011899666919361,-2.7403269669494192e-05
2541.0,0.009104372002184391,-0.0684964382379016,0.00017495063276879756,-4.94796484913708e-05,-0.0011902161814972472,-2.722896236232049e-05
2542.0,0.010198133997619152,-0.06849687329337338,0.00014705677618908112,-4.7695478495426336e-05,-0.0011904938661040341,-3.104862724186722e-05
2543.0,0.010401482693850994,-0.06805453541163263,9.249477840942398e-05,-4.616586998288209e-05,-0.0011908168178629583,-4.818692631014983e-05
2544.0,0.009198963642120361,-0.06729467091458494,0.00016078762407661828,-4.531501387920782e-05,-0.0011912600876461108,-2.2780734174330443e-05
2545.0,0.010424039326608181,-0.06847880239265532,0.00011675156135980573,-4.3638957362601255e-05,-0.001191497554915033,-3.5122605450998094e-05
2546.0,0.010039025917649269,-0.06786252096214998,6.682342150553706e-05,-4.2466885412184146e-05,-0.0011918501516614511,-5.024303458593505e-05
2547.0,0.010551296174526215,-0.0671231085033568,0.00013865672925274876,-4.176181170048402e-05,-0.0011923802808000742,-2.221571008579699e-05
2548.0,0.009448329918086529,-0.06830252992902831,0.00011686092207180868,-4.0451737177141246e-05,-0.0011925901821583293,-2.2932708416894238e-05
2549.0,0.010484982281923294,-0.06786434561996485,9.973152744915045e-05,-3.9226452479769114e-05,-0.001192830631199757,-3.047366720100337e-05
2550.0,0.009016280062496662,-0.06780037237019572,6.293516703724168e-05,-3.8327245097227e-05,-0.0011931053903177725,-4.0931480784772114e-05
2551.0,0.010583535768091679,-0.06723563464210071,6.734312705771489e-05,-3.7661168505817526e-05,-0.0011935385901086992,-4.022223758453464e-05
2552.0,0.010144690051674843,-0.06744144016468169,1.049281536414684e-05,-3.697799335470645e-05,-0.0011939466322421792,-5.8206499542820064e-05
2553.0,0.010391502641141415,-0.06655050571931145,0.00010822439876202821,-3.686895723613691e-05,-0.00119455148523591,-1.8102409015682503e-05
2554.0,0.00907200202345848,-0.06797623428875296,0.0001091769458331685,-3.588714527158021e-05,-0.0011947157103271296,-1.0710984581180738e-05
2555.0,0.010283947922289371,-0.06786173975213645,4.850162317138574e-05,-3.47643752463173e-05,-0.001194825861534759,-3.812956890064348e-05
2556.0,0.010334188118577003,-0.0672369003620049,4.226890905799962e-06,-3.4263150348407864e-05,-0.0011952198996726584,-5.102532859212834e-05
2557.0,0.009588532149791718,-0.06650352943408461,0.00010208927895259767,-3.422262066906394e-05,-0.0011957091576763176,-9.366092349367158e-06
2558.0,0.010402483865618706,-0.06786193432495095,6.779186999301266e-05,-3.3160638591906894e-05,-0.001195806588300866,-2.1004878621619702e-05
2559.0,0.00921535212546587,-0.06742151163654786,2.712315359279414e-05,-3.253591263867748e-05,-0.0011960001556537167,-3.436729507021298e-05
2560.0,0.010211874730885029,-0.0668126597335838,3.56585342836583e-05,-3.2258934391881314e-05,-0.0011963511101658131,-3.151644959666692e-05
2561.0,0.01049809344112873,-0.06700959857712999,-8.902031617996853e-06,-3.1884587766997774e-05,-0.0011966819727986116,-4.530227637815119e-05
2562.0,0.010415001772344112,-0.0662815411733709,6.108489390821432e-05,-3.1977302442076675e-05,-0.0011971537960873814,-1.2815774600833521e-05
2563.0,0.009534846991300583,-0.06714796682837199,8.216702195825862e-05,-3.139486732518202e-05,-0.0011972759925372753,-1.8477230995277042e-06
2564.0,0.009275425225496292,-0.06743730952351923,3.426413661363472e-05,-3.0632733257006485e-05,-0.0011972931309547224,-2.2550032051170833e-05
2565.0,0.011043955571949482,-0.06689103346217992,5.689194433662395e-05,-3.0254321654534295e-05,-0.0011975421725068415,-9.165996288099818e-06
2566.0,0.009253166615962982,-0.067120699642061,-5.4468232591854096e-05,-2.9727891014481423e-05,-0.0011976269869976965,-5.437033662504809e-05
2567.0,0.010742533951997757,-0.06559984856935017,-2.5356869610851555e-05,-3.0313017852404728e-05,-0.0011982110621848727,-4.383846081191655e-05
2568.0,0.009702140465378761,-0.06602575976174738,-6.528349632228652e-05,-3.05590337631315e-05,-0.0011986363890894559,-5.471486412305096e-05
