seq,recv_timestamp,recv_size,process_time,send_timestamp,send_size
0.0,1638445828.6476471,122.0,0.001474142074584961,1638445828.6491213,72.0
1.0,1638445828.656787,122.0,0.001024484634399414,1638445828.6578114,72.0
2.0,1638445828.6662846,122.0,0.001384735107421875,1638445828.6676693,72.0
3.0,1638445828.6755447,122.0,0.00118255615234375,1638445828.6767273,72.0
4.0,1638445828.68534,122.0,0.001434326171875,1638445828.6867743,72.0
5.0,1638445828.6951315,122.0,0.0010790824890136719,1638445828.6962106,72.0
6.0,1638445828.7056704,122.0,0.0013492107391357422,1638445828.7070196,72.0
7.0,1638445828.7158742,122.0,0.0010480880737304688,1638445828.7169223,72.0
8.0,1638445828.7256103,122.0,0.0012319087982177734,1638445828.7268422,72.0
9.0,1638445828.7351801,122.0,0.001089334487915039,1638445828.7362695,72.0
10.0,1638445828.745438,122.0,0.0010678768157958984,1638445828.746506,72.0
11.0,1638445828.7560403,122.0,0.001363515853881836,1638445828.7574039,72.0
12.0,1638445828.765909,122.0,0.0013458728790283203,1638445828.7672548,72.0
13.0,1638445828.7750065,122.0,0.0013930797576904297,1638445828.7763996,72.0
14.0,1638445828.7859004,122.0,0.0013890266418457031,1638445828.7872894,72.0
15.0,1638445828.795873,122.0,0.0014331340789794922,1638445828.797306,72.0
16.0,1638445828.8057106,122.0,0.0013904571533203125,1638445828.807101,72.0
17.0,1638445828.8156998,122.0,0.0013828277587890625,1638445828.8170826,72.0
18.0,1638445828.8255887,122.0,0.001369476318359375,1638445828.8269582,72.0
19.0,1638445828.835444,122.0,0.0014026165008544922,1638445828.8368466,72.0
20.0,1638445828.8450909,122.0,0.0012238025665283203,1638445828.8463147,72.0
21.0,1638445828.8557909,122.0,0.0014727115631103516,1638445828.8572636,72.0
22.0,1638445828.865633,122.0,0.0013968944549560547,1638445828.86703,72.0
23.0,1638445828.875574,122.0,0.0013661384582519531,1638445828.8769403,72.0
24.0,1638445828.885192,122.0,0.001237630844116211,1638445828.8864295,72.0
25.0,1638445828.8950715,122.0,0.0011255741119384766,1638445828.896197,72.0
26.0,1638445828.905513,122.0,0.0011289119720458984,1638445828.906642,72.0
27.0,1638445828.915003,122.0,0.0011572837829589844,1638445828.9161603,72.0
28.0,1638445828.925674,122.0,0.0012831687927246094,1638445828.9269571,72.0
29.0,1638445828.9354208,122.0,0.0012853145599365234,1638445828.936706,72.0
30.0,1638445828.9452622,122.0,0.0012655258178710938,1638445828.9465277,72.0
31.0,1638445828.95518,122.0,0.0013248920440673828,1638445828.9565048,72.0
32.0,1638445828.9657614,122.0,0.001216888427734375,1638445828.9669783,72.0
33.0,1638445828.9755316,122.0,0.0011911392211914062,1638445828.9767227,72.0
34.0,1638445828.9851904,122.0,0.0013861656188964844,1638445828.9865766,72.0
35.0,1638445828.995119,122.0,0.0013613700866699219,1638445828.9964805,72.0
36.0,1638445829.0058484,122.0,0.0013549327850341797,1638445829.0072033,72.0
