tick,tick_dt,input_force,output_ang_vel,output_speed,output_position,output_angle
2222.0,0.009615741670131683,-0.09026428864998957,-0.0014317073242941258,-0.0030307227869226373,0.0011093086718131848,0.0007157668309332079
2223.0,0.01010899804532528,-0.0895235473552892,-0.0019653108249192705,-0.003424190435192184,0.001078671101084261,0.0007012937043904407
2224.0,0.010346087627112865,-0.08836655281812117,-0.0024751659259834935,-0.00380394915380774,0.0010432441267898408,0.0006809604263813124
2225.0,0.009314076974987984,-0.08698112717341476,-0.002897813691540139,-0.004120949360147599,0.0010078138515623352,0.0006579065404208347
2226.0,0.010468419641256332,-0.08552561622177414,-0.0033308815425234783,-0.004448124191423896,0.0009646740243399434,0.0006275710106556144
2227.0,0.009315243922173977,-0.0837164205079591,-0.0036649644902106075,-0.004706939627297077,0.0009232386625007069,0.000596543036611141
2228.0,0.010501550510525703,-0.08211773897176064,-0.0039994837749751,-0.004966744739651831,0.0008738084982546516,0.0005580552268979113
2229.0,0.010255403816699982,-0.08011700321791335,-0.004264928498300875,-0.005181389029001869,0.0008228725252950517,0.0005170389057272019
2230.0,0.009513667784631252,-0.07826758920288607,-0.00446518261986999,-0.005346894439411088,0.0007735785114101948,0.00047646379286916116
2231.0,0.010579215362668037,-0.07648410464562944,-0.004636596058144245,-0.005495355059831986,0.0007170125636142128,0.00042922566429991427
2232.0,0.009258781559765339,-0.07454614818826988,-0.004735014444880323,-0.005591187034849496,0.0006661322715218772,0.0003862964342166877
2233.0,0.010211922228336334,-0.07300007207687007,-0.004806338510300088,-0.005667262267009149,0.0006090355043579117,0.00033794283495552067
2234.0,0.010668586008250713,-0.07123686790344366,-0.004827920991491909,-0.0057115538038847195,0.0005485738294310108,0.0002866659991736166
2235.0,0.009468890726566315,-0.06960957888877828,-0.004808626738711607,-0.005721802182118392,0.0004944917505831221,0.000240950942868684
2236.0,0.01052127219736576,-0.06822584696144252,-0.004752138274688982,-0.0057062560416986435,0.0004342911123655732,0.000190358072055168
2237.0,0.009162522852420807,-0.066757943116248,-0.004665049772666467,-0.005667597340561174,0.00038200741098174507,0.00014681649651546663
2238.0,0.01008347887545824,-0.06572029684609998,-0.004549384654117988,-0.005605934767605266,0.00032485831292359315,9.977656567982304e-05
2239.0,0.010374587960541248,-0.06454151006675829,-0.0043976824435070705,-0.005520176107877237,0.00026669904957601594,5.257857441933945e-05
2240.0,0.010321884416043758,-0.06357277058774485,-0.004227014536445806,-0.005416680450502893,0.0002097204298343008,7.186204538994583e-06
2241.0,0.009493779391050339,-0.06265693573960006,-0.0040498183652346005,-0.005305669516505478,0.00015829566060541117,-3.2944138952784807e-05
2242.0,0.010415012948215008,-0.0619627695631208,-0.0038420462742088384,-0.005171180833105094,0.00010303704389205695,-7.51230496646221e-05
2243.0,0.010013367980718613,-0.06128083388208187,-0.0036265236682569537,-0.00502984824230489,5.125610731533661e-05,-0.00011359487280722413
2244.0,0.00923102255910635,-0.060815177410575974,-0.0034230363809274068,-0.004892116368571705,4.8254647217387474e-06,-0.0001470713946000372
2245.0,0.010380644351243973,-0.060416287533450935,-0.003188265647926995,-0.004730436456643835,-4.595785542530329e-05,-0.0001826047178718139
2246.0,0.010584492236375809,-0.06006188226597137,-0.0029424708695834335,-0.004559567179349597,-9.602712337531906e-05,-0.00021635089086980086
2247.0,0.009301337413489819,-0.05986465857478443,-0.00272857427529425,-0.004406660548042374,-0.00013843719616992372,-0.00024371980525716118
2248.0,0.010499476455152035,-0.059710497218464526,-0.0024887905946748634,-0.004231987204667423,-0.00018470482483994198,-0.00027236840661674667
2249.0,0.009324725717306137,-0.05958721332504906,-0.0022737970649483606,-0.004075509749964279,-0.0002241669447626148,-0.000295575696279901
2250.0,0.010472902096807957,-0.059659451295017776,-0.002044551386281173,-0.0039020870553085315,-0.000266849359368577,-0.00031938895032911443
2251.0,0.009360355325043201,-0.059643484697364274,-0.001839748861918434,-0.0037475959214570125,-0.00030337428071551634,-0.00033852667778501585
2252.0,0.010511161759495735,-0.05980618790005438,-0.001623681806112155,-0.003578166147681919,-0.0003427658676551775,-0.0003578645756694887
2253.0,0.01039025466889143,-0.059894647664974154,-0.0014134375469845113,-0.003413310063391232,-0.00037994392517719884,-0.0003747350431362396
2254.0,0.009433002211153507,-0.060145555858324415,-0.0012359185940475428,-0.0032687385708276857,-0.00041214168655252087,-0.00038806800264227186
2255.0,0.010300884954631329,-0.06031690279946158,-0.0010503158269383694,-0.0031148967235101557,-0.0004458125865173829,-0.00040079905789284527
2256.0,0.010358051396906376,-0.06054236325709297,-0.0008715194604760309,-0.002965358828847932,-0.00047807684687555636,-0.00041167828321125714
2257.0,0.009210022166371346,-0.060865348589256664,-0.0007260753391490887,-0.002838523160133482,-0.0005053878674204907,-0.0004197049967606654
2258.0,0.01033338438719511,-0.06109859826270356,-0.0005727004172862408,-0.0027013031693345407,-0.0005347194183261058,-0.000427207812334156
2259.0,0.010190773755311966,-0.06136332606447982,-0.0004285654057996464,-0.0025716749232338096,-0.0005622477877693013,-0.0004330440727162928
2260.0,0.009520964697003365,-0.06172951330304447,-0.00030920147741163653,-0.002457548404019929,-0.0005867326139255792,-0.0004371244288152681
2261.0,0.010309088043868542,-0.0619732586478595,-0.0001881585524641193,-0.002339124955117111,-0.0006120676967946892,-0.0004403120140691989
2262.0,0.010407106019556522,-0.062264523167517696,-7.459179529573948e-05,-0.0022257425887254583,-0.0006364112181955834,-0.0004422702000731793
2263.0,0.009099690243601799,-0.06261067665732348,1.2527203967135867e-05,-0.0021328342871762157,-0.0006566647863149775,-0.00044294896230508466
2264.0,0.010246588848531246,-0.06284949315430866,0.00010217740185744067,-0.002033062375033691,-0.0006785190623377224,-0.0004428206011966117
2265.0,0.01027127355337143,-0.06310041647228096,0.0001873383865294867,-0.0019382534769814548,-0.0006994012021427604,-0.0004417711091511612
2266.0,0.010202182456851006,-0.06345451949746249,0.00025715589858322314,-0.0018510780587213543,-0.000719175617762551,-0.00043985984875061527
2267.0,0.009229596704244614,-0.06367929279361058,0.0003149820905605465,-0.0017762880407745326,-0.0007362603217126252,-0.0004374864035165745
2268.0,0.010354570113122463,-0.06390592741711008,0.00037221860857477635,-0.0016968955875173305,-0.0007546530207719259,-0.0004342248993754874
2269.0,0.010391347110271454,-0.06412899113852014,0.00042573565491674226,-0.0016217708943510338,-0.0007722860518317065,-0.00043035704661288464
2270.0,0.00958598218858242,-0.06442722619636436,0.0004637385519235211,-0.0015579065195408816,-0.0007878323187389169,-0.00042627595220780826
2271.0,0.01026332937180996,-0.06458958258183198,0.0005005582361089895,-0.0014926726421859097,-0.000803821626479455,-0.00042151645070701097
2272.0,0.009538483805954456,-0.0647738521112529,0.0005319236950114974,-0.0014354306109401172,-0.0008180594603045366,-0.00041674188407794826
2273.0,0.010597733780741692,-0.06499100480840031,0.0005580626185366143,-0.0013760939768628219,-0.0008332717717800073,-0.000411104698366548
2274.0,0.009459261782467365,-0.06513897751271305,0.0005804807496514665,-0.00132581034406069,-0.0008462886049444293,-0.00040582583796680094
2275.0,0.01055067963898182,-0.06533877991204222,0.0005965001767749079,-0.001273549264832271,-0.000860276805146662,-0.0003997013715406323
2276.0,0.009565334767103195,-0.06543749286708755,0.0006128030859275602,-0.0012279611451820366,-0.0008724587302071809,-0.0003939956476611441
2277.0,0.010397865436971188,-0.06563296884360852,0.0006214201952942237,-0.0011820592701605266,-0.0008852269049566127,-0.0003876238036343086
2278.0,0.009367503225803375,-0.065706986428479,0.000631287241065878,-0.0011419825787525454,-0.0008962998489829323,-0.0003818026479503106
2279.0,0.01022931095212698,-0.0658657783501709,0.0006349778859928351,-0.0011010851280939848,-0.0009079815438829039,-0.00037534501446133737
2280.0,0.010490531101822853,-0.06592624661212576,0.000641691058313297,-0.0010602532985990903,-0.0009195325116649284,-0.0003686837591993598
2281.0,0.00934272538870573,-0.06609329269190904,0.0006414097145647831,-0.0010266958913983017,-0.0009294381670762092,-0.0003626886158571507
2282.0,0.01053121592849493,-0.0661479592108954,0.0006405121236608474,-0.00098973125748313,-0.0009402505232014233,-0.00035593379165443467
2283.0,0.010148349218070507,-0.0662033564358826,0.0006428377226332998,-0.0009550959695760944,-0.0009502946616344022,-0.00034943365094511645
2284.0,0.00928298570215702,-0.06636228511553101,0.0006376290428667812,-0.0009260078471287541,-0.0009591608038641648,-0.00034346619755710436
2285.0,0.01014108955860138,-0.0663732293768039,0.0006342020908361441,-0.0008942388309060713,-0.0009685515323738652,-0.00033699994432822704
2286.0,0.0105604762211442,-0.06642785557882769,0.0006327553652258956,-0.0008621140410534362,-0.0009779951202836725,-0.000330302468228552
2287.0,0.00960211269557476,-0.06655739666839101,0.0006262608542208105,-0.0008350719932617528,-0.000986273236462305,-0.0003242266799029234
2288.0,0.010325329378247261,-0.06658433272342662,0.0006195683092767365,-0.0008062795411501221,-0.0009948956298472822,-0.00031776033030639106
2289.0,0.009331687353551388,-0.0666081388940202,0.0006165819594485639,-0.0007805802135311959,-0.00100241957844486,-0.00031197871255005214
2290.0,0.01040169782936573,-0.0667072326280852,0.0006080008030616362,-0.0007536126781108987,-0.0010105389379575932,-0.00030556521332082996
2291.0,0.010236958973109722,-0.06670732646465903,0.0006047823869458315,-0.0007269587627873643,-0.0010182536400250297,-0.0002993411340442702
2292.0,0.009596113115549088,-0.0668284860945747,0.0005956876817965353,-0.0007039517424913767,-0.001025229618543077,-0.00029353757384884623
2293.0,0.010283514857292175,-0.06681933184352382,0.0005887607556957079,-0.0006789046289958572,-0.0010324687167458037,-0.0002874118107227856
2294.0,0.01060499344021082,-0.06685233336084563,0.0005838655489698744,-0.0006535811341992447,-0.0010396684958828336,-0.0002811680067707791
2295.0,0.009507613256573677,-0.066945915258599,0.0005758225682233923,-0.0006323791050831621,-0.0010458824925385927,-0.00027561683893733644
2296.0,0.00950976088643074,-0.06695900593375542,0.000568007485208077,-0.0006112015370225318,-0.0010518962666175088,-0.0002701409040005215
2297.0,0.010344068519771099,-0.06695917914452405,0.0005630999345289282,-0.0005880122069490592,-0.0010582185771958591,-0.0002642653956537863
2298.0,0.009643723256886005,-0.06703574322210941,0.0005573564601892129,-0.0005676626877332059,-0.0010638892041913467,-0.0002588350157192187
2299.0,0.010497845709323883,-0.06710085377419293,0.0005476551426435323,-0.0005465457873769853,-0.00106984843950211,-0.0002529839735950574
2300.0,0.009498447179794312,-0.06708990234308698,0.0005433737642697359,-0.0005271464041137501,-0.0010750397757948494,-0.0002477821001499151
2301.0,0.01041881088167429,-0.06717722035339663,0.0005332252804782372,-0.0005073203007412158,-0.0010805320144862652,-0.00024212079166192527
2302.0,0.009594094008207321,-0.06715080711294666,0.0005298107288129278,-0.000488507433132289,-0.0010853992931438485,-0.00023700497819346435
2303.0,0.010400698520243168,-0.06725569865701894,0.0005195050458152493,-0.00046991491457255076,-0.0010904801116807554,-0.00023149457653029077
2304.0,0.009555261582136154,-0.06722794219993798,0.0005156003659660391,-0.0004522478693815617,-0.0010949702716108432,-0.00022653056992428644
2305.0,0.010415364988148212,-0.06732052600135917,0.0005055865653075839,-0.00043456171503503647,-0.0010996805982355646,-0.00022116040392472736
2306.0,0.010270125232636929,-0.06729619190485374,0.0005016805908314748,-0.0004165552080982457,-0.0011041436014702839,-0.0002159679665830797
2307.0,0.009393761865794659,-0.06740194934993246,0.0004924971926592075,-0.00040177640448788097,-0.0011080566218991154,-0.00021125529858011767
2308.0,0.010306884534657001,-0.06738336109467444,0.0004848749514326315,-0.0003850011052410701,-0.0011121976849089216,-0.0002061791868817365
2309.0,0.010353588499128819,-0.06739380789211707,0.00048157390429121445,-0.0003682863531609778,-0.0011161838279242975,-0.00020115899116106796
2310.0,0.009432855062186718,-0.0675161269208047,0.0004717704486242369,-0.00035505192554207874,-0.0011196578197150463,-0.00019661637432015757
2311.0,0.010430920869112015,-0.06749019552143695,0.0004635833007860607,-0.00033970299443383643,-0.0011233613382548016,-0.0001916953741021727
2312.0,0.009426762349903584,-0.06749247600010783,0.00046088470255168745,-0.00032584775996267947,-0.00112656363765288,-0.00018732528449627863
2313.0,0.010452660731971264,-0.06761385161123049,0.0004489362340026282,-0.0003126112469006189,-0.0011299696137380428,-0.00018250781306395036
2314.0,0.009673370979726315,-0.06755436913202549,0.0004462915486926645,-0.00029924706321779855,-0.0011329936183017474,-0.0001781650863262017
2315.0,0.00956163089722395,-0.06768162802600079,0.00043510596113012224,-0.00028811189207447594,-0.0011358549082673142,-0.000173897811265052
2316.0,0.01036571804434061,-0.06762393863029542,0.00042934859091925566,-0.00027478641192172113,-0.0011388413949057798,-0.00016938762555256532
2317.0,0.010534734465181828,-0.06768011126701334,0.0004236874590074174,-0.0002622738372709874,-0.0011417361967900152,-0.000164864552154231
2318.0,0.00938728079199791,-0.06776479861484475,0.0004139722524158977,-0.0002524620605632442,-0.0011441982349448727,-0.00016088727900848027
2319.0,0.010357458144426346,-0.06774038939759801,0.00040473120692055683,-0.00024095095149758957,-0.0011468131001702122,-0.00015659957873112872
2320.0,0.010343625210225582,-0.06771369219060296,0.0004035600072573602,-0.00022895025639081579,-0.0011493054065065504,-0.00015241319081586022
2321.0,0.009314410388469696,-0.06788401423079234,0.00039180231090890134,-0.00022095056867245014,-0.0011514379431531198,-0.00014865426729189136
2322.0,0.01047151256352663,-0.06782131446450673,0.0003827425268604844,-0.0002105208327492017,-0.0011537516298088916,-0.00014455150447079002
2323.0,0.009553742595016956,-0.06779985726627243,0.0003821475358757066,-0.0002006744896878259,-0.0011557628916558662,-0.0001408948808889986
2324.0,0.01064873393625021,-0.06797455900902498,0.00036704636720083327,-0.0001929172980330006,-0.0011578998209043447,-0.00013682549345506458
2325.0,0.009451520629227161,-0.06786082549355171,0.00036551827867291407,-0.00018402626967462107,-0.0011597231827264385,-0.000133356347143583
2326.0,0.010517883114516735,-0.0680101129849761,0.0003504415022953767,-0.00017678946693678774,-0.0011616587495208767,-0.00012951186861228194
2327.0,0.009519741870462894,-0.06787773496047478,0.0003508888058655393,-0.00016792815498473237,-0.0011633417396115316,-0.0001261757559697327
2328.0,0.010354124940931797,-0.06806150917784548,0.00033618405906192354,-0.00016159125421894921,-0.0011650804887093436,-0.00012254260943342656
2329.0,0.009309504181146622,-0.06793618246852273,0.00033517740932602667,-0.000153726398135211,-0.0011665848231661316,-0.00011941290252995473
2330.0,0.010472623631358147,-0.0680792302360445,0.00032155251275767525,-0.00014743125472481107,-0.001168194741876006,-0.00011590271567234958
2331.0,0.010185368359088898,-0.06796473687263842,0.00032259011516971744,-0.00013920603574083397,-0.0011696963835130208,-0.00011262758488312203
2332.0,0.009335559792816639,-0.06817103173470333,0.00030878612460922254,-0.00013505401885100904,-0.0011709959497832004,-0.00010961602557438353
2333.0,0.010299606248736382,-0.06805211428893193,0.0003010137769969886,-0.0001280178225230232,-0.0011723869529996751,-0.00010643565007583529
2334.0,0.01034675445407629,-0.06802867612633647,0.00030138158212546516,-0.00012058340657843662,-0.0011737115219750663,-0.00010332113443795337
2335.0,0.00920694787055254,-0.06821502796309051,0.00028892619396664765,-0.0001169949329315942,-0.0011748217271134876,-0.00010054632992217956
2336.0,0.010303124785423279,-0.06811668039046818,0.00027931624250330546,-0.00011087127166272793,-0.001176027140506744,-9.756948729196378e-05
2337.0,0.010263255797326565,-0.06803830161995819,0.0002863310062401178,-0.00010346428096456223,-0.0011771650407283935,-9.470279324680425e-05
2338.0,0.010334181599318981,-0.06837814283240018,0.0002657449159032043,-0.00010239218912972689,-0.0011782342593969243,-9.174379663080313e-05
2339.0,0.009202541783452034,-0.06815490333623338,0.00026074631240336106,-9.743223915182261e-05,-0.0011791765277956898,-8.929826793846395e-05
2340.0,0.010570920072495937,-0.06817423125243029,0.00025107466586520494,-9.189733197095438e-05,-0.001180206476208248,-8.654193951084996e-05
2341.0,0.010168625973165035,-0.06807919852209834,0.00026499255667514893,-8.5070462151226e-05,-0.0011811409458049925,-8.39888551423293e-05
2342.0,0.009386743418872356,-0.06859122261636688,0.00023564750040858308,-8.759175295053255e-05,-0.001181939480405731,-8.150143800490869e-05
2343.0,0.01022931095212698,-0.06817302072158264,0.00022994923460569478,-8.198182190395218e-05,-0.0011828354836835038,-7.909092644813783e-05
2344.0,0.010298310779035091,-0.06814171642041912,0.0002363872456878502,-7.589754179267047e-05,-0.0011836797579637022,-7.672283776676713e-05
2345.0,0.009485113434493542,-0.06843684199168797,0.00021900487049084102,-7.539932486367969e-05,-0.001184399654757005,-7.448067792695038e-05
2346.0,0.010386457666754723,-0.06822221756989695,0.00021248390809738336,-7.042231579037719e-05,-0.0011851827866528033,-7.220599311078416e-05
2347.0,0.010247143916785717,-0.06816744077681676,0.0002222936447436347,-6.467340072665749e-05,-0.0011859044142576607,-7.00286399245092e-05
2348.0,0.009388373233377934,-0.06854276410781468,0.0002005658770617895,-6.588013541606503e-05,-0.0011865115922819545,-6.794166422024804e-05
2349.0,0.010204071179032326,-0.06823917260487837,0.00019467443725751892,-6.107097546366131e-05,-0.0011871838378730243,-6.58950757346245e-05
2350.0,0.010425420477986336,-0.06817532145949294,0.00019735758677269342,-5.5117984245276475e-05,-0.0011878205284712338,-6.386551286989949e-05
2351.0,0.00918724574148655,-0.06831438468845108,0.00019324548496593165,-5.1966366714901714e-05,-0.0011883269109372705,-6.2052340221272e-05
2352.0,0.010279680602252483,-0.06832497510346719,0.00017805035263536274,-4.847452179896964e-05,-0.0011888611085891592,-6.006583835799483e-05
2353.0,0.010387717746198177,-0.06802427121737366,0.00014859592741765627,-4.7387882544654076e-05,-0.0011893646482394888,-5.821630155020763e-05
2354.0,0.009490298107266426,-0.06737961732432182,0.00020791159955499218,-2.5659658138395408e-05,-0.0011898143733715097,-5.680608190148834e-05
2355.0,0.01030569989234209,-0.06850361562240315,0.00018625247933444787,-2.6099456338961423e-05,-0.001190078814107624,-5.466340735233779e-05
2356.0,0.010421679355204105,-0.068161149922742,0.00014544644540617183,-3.725665774469643e-05,-0.0011903508142729338,-5.2722343733602394e-05
2357.0,0.009296596050262451,-0.06762890502475258,0.00019304441397466368,-1.917393223230747e-05,-0.001190697174370169,-5.1370186883714664e-05
2358.0,0.010345551185309887,-0.06853271761440648,0.0001461919485938848,-3.3416810712856236e-05,-0.001190895539267502,-4.937303601790163e-05
2359.0,0.010243534110486507,-0.06793954330248562,0.00010391924405929338,-4.490157925012093e-05,-0.0011912378455079028,-4.787551380580168e-05
2360.0,0.009515520185232162,-0.06732814589687151,0.000166524368323834,-2.0855628809799124e-05,-0.0011916651073916062,-4.688666814132141e-05
2361.0,0.010292069986462593,-0.06841222230281445,0.00014860170527668706,-2.1456259817677565e-05,-0.0011918797549829282,-4.5172787688081035e-05
2362.0,0.009620094671845436,-0.06813016399858161,0.00010857831221069999,-3.362568885187318e-05,-0.001192086166233678,-4.3743225214921634e-05
2363.0,0.010377718135714531,-0.0675928945516373,0.0001419294708944792,-1.7995219840348487e-05,-0.001192435124154702,-4.2616430095147376e-05
2364.0,0.009607871994376183,-0.06814625627509832,9.74316063132845e-05,-3.260478946728876e-05,-0.0011926080199234387,-4.125278990656368e-05
2365.0,0.010345179587602615,-0.06755804840923357,0.00012331065795553124,-2.0640698977922043e-05,-0.0011929453223258938,-4.0244842441744155e-05
2366.0,0.010319162160158157,-0.06801304560283272,8.129921662422527e-05,-3.387700865868957e-05,-0.001193158317045746,-3.8972379766225234e-05
2367.0,0.009318188764154911,-0.06743860209688017,0.00013545938356188862,-1.139845147338718e-05,-0.0011934739894071925,-3.821481831934278e-05
2368.0,0.01044768001884222,-0.06830099771061093,8.479747905264633e-05,-3.02634127736625e-05,-0.0011935930767808967,-3.679958202433855e-05
2369.0,0.010152497328817844,-0.06769145063511985,3.442117991101042e-05,-4.6429249956021666e-05,-0.0011939003259982422,-3.593867584476608e-05
2370.0,0.009511206299066544,-0.06693746101492165,0.00011273015276292015,-1.407073405322672e-05,-0.001194341924172885,-3.561128890157517e-05
2371.0,0.010270348750054836,-0.06809768813906858,9.105320927313914e-05,-1.9115009559251352e-05,-0.0011944864355187808,-3.445351091805302e-05
2372.0,0.009543965570628643,-0.06779797200741805,4.9934231244858406e-05,-3.2685082433841325e-05,-0.0011946688685118966,-3.358450222365493e-05
2373.0,0.010574882850050926,-0.06721191257131472,7.847223187443109e-05,-1.997060798567278e-05,-0.0011950145094295787,-3.30564535780332e-05
2374.0,0.009532984346151352,-0.06766035492989883,2.2610878936606157e-05,-3.990754066929427e-05,-0.0011952048889228893,-3.2308379019966694e-05
2375.0,0.010177663527429104,-0.06686404044436153,5.3899494237989856e-05,-2.684044358359735e-05,-0.0011956110544440286,-3.207825310209048e-05
2376.0,0.010411662049591541,-0.06734756073556535,3.1135965526322474e-05,-3.167459112724044e-05,-0.0011958905080718821,-3.1517069783440626e-05
2377.0,0.009973036125302315,-0.06694578778255654,7.602239425540188e-05,-1.018069702303718e-05,-0.0011962063999134483,-3.1206549674450446e-05
2378.0,0.009414076805114746,-0.06752221830646433,7.241963427625553e-05,-1.0830961424066488e-05,-0.0011963022417771528,-3.049086901602138e-05
2379.0,0.010413753800094128,-0.06753172240120028,5.356856649973266e-05,-1.7466400929769017e-05,-0.0011964150327428414,-2.9736708774375597e-05
2380.0,0.009358781389892101,-0.06732188995990376,-3.7019437731956184e-06,-3.8498615638909795e-05,-0.0011965784969708113,-2.9235372271134702e-05
2381.0,0.010290644131600857,-0.0664936567588141,2.22675538088423e-05,-2.8017357993756824e-05,-0.0011969746725239106,-2.9273467657099853e-05
2382.0,0.010543826967477798,-0.06688442238817856,-1.990758969460614e-05,-4.1270838539371345e-05,-0.0011972700826986826,-2.9038682422750418e-05
2383.0,0.009394225664436817,-0.06618760896573486,4.813355964195249e-05,-1.0034172494435923e-05,-0.001197657790269282,-2.9225698812776565e-05
2384.0,0.010699678212404251,-0.06702695312600243,-5.145743490138635e-06,-3.42913910172595e-05,-0.0011977651526861002,-2.8710685213390105e-05
2385.0,0.00948292762041092,-0.06642963460222395,-4.8991642078507474e-05,-4.788660744325486e-05,-0.00119809033546512,-2.875948192646029e-05
2386.0,0.009632223285734653,-0.06566490057437788,-2.244020038590112e-06,-2.862929387054216e-05,-0.00119855158996041,-2.9231380362095267e-05
2387.0,0.010366513393819332,-0.06629192586158535,3.388451817603744e-05,-8.090742147433339e-06,-0.0011988483759187744,-2.925464302588131e-05
2388.0,0.009646981954574585,-0.0666085876697218,-2.1962220183452557e-05,-3.0205846565154986e-05,-0.0011989264271622699,-2.8927759690497622e-05
2389.0,0.010161182843148708,-0.06583527308079025,4.03085787208615e-06,-1.8851047279872742e-05,-0.0011992333542921506,-2.9150921825423175e-05
2390.0,0.010415828786790371,-0.06616800872983727,-2.237657277863033e-05,-2.6219576913810135e-05,-0.0011994297035730695,-2.910893709996364e-05
2391.0,0.00936246570199728,-0.06568621104717134,9.76674456770591e-06,-1.0477586000660324e-05,-0.001199675183462646,-2.9318436995131812e-05
2392.0,0.010333050973713398,-0.06603622906855997,-3.4038107833629025e-05,-3.0290139757001737e-05,-0.0011997834488928724,-2.9217516725666468e-05
2393.0,0.009571871720254421,-0.06550330373606876,-6.682375931955391e-05,-3.943144022766455e-05,-0.001200073382225015,-2.954332512745015e-05
2394.0,0.010821343399584293,-0.06486274329310575,-2.3423925257116312e-05,-2.050403398233378e-05,-0.0012005000833804587,-3.0266447974298215e-05
2395.0,0.009360484778881073,-0.06537297480590118,-8.800081519079608e-05,-4.431074899791835e-05,-0.001200692011078456,-3.04857072701291e-05
2396.0,0.010581955313682556,-0.06434984266177354,-7.140458872634961e-05,-3.870698968774739e-05,-0.001201160905444268,-3.141692796404574e-05
2397.0,0.009345891885459423,-0.06454413461076575,-0.000101341979234756,-4.567582550257476e-05,-0.0012015226567851011,-3.2084267530407895e-05
2398.0,0.010485939681529999,-0.06387100755343676,-6.801955324250706e-05,-3.209413788688328e-05,-0.0012020016107362253,-3.314693341187041e-05
2399.0,0.009346465580165386,-0.06424576638516101,-0.00010628058640541173,-4.319378045934464e-05,-0.0012023015774913102,-3.378267582502973e-05
2400.0,0.010695306584239006,-0.06348138818253533,-7.571106127486442e-05,-3.046120557952389e-05,-0.0012027635482158552,-3.4919379280588316e-05
2401.0,0.010331978090107441,-0.06379741267608628,-0.0001338880765429956,-4.9957723023684926e-05,-0.0012030782727245012,-3.5701624306859e-05
2402.0,0.009421355091035366,-0.06274381865041503,-3.871677905499671e-05,-7.224025942586992e-06,-0.001203548942172647,-3.696303141842628e-05
2403.0,0.010356273502111435,-0.06382995197320422,-8.770201642601212e-05,-2.7685460491081722e-05,-0.0012036237561610947,-3.736399297144065e-05
2404.0,0.009572426788508892,-0.06310905499753922,-0.00012335917761175296,-3.774705071296822e-05,-0.0012038887732047517,-3.820351410288326e-05
2405.0,0.009861276485025883,-0.06235634053394485,-8.17751917956322e-05,-1.903308208731633e-05,-0.0012042610073083266,-3.941999306027817e-05
2406.0,0.010322513990104198,-0.06276010247456777,-8.235177768807924e-05,-1.4483044675803469e-05,-0.0012044574765644478,-4.026411862163204e-05
2407.0,0.010182199999690056,-0.062489732579455844,-0.00010383743003405645,-2.0830139202572892e-05,-0.0012046049458219413,-4.110264089238208e-05
2408.0,0.009426558390259743,-0.06200635512606768,-6.740182769067418e-05,-2.6620732135763716e-06,-0.0012048013023454116,-4.208147048969262e-05
2409.0,0.010243626311421394,-0.06229881147894001,-0.00011561084873171055,-2.235741282993967e-05,-0.001204828571628625,-4.27719096252627e-05
2410.0,0.010560383088886738,-0.06153560342629287,-0.00016070671222675326,-3.6329659989192994e-05,-0.0012050646744729858,-4.39928044771009e-05
2411.0,0.009322576224803925,-0.060604296966345124,-0.00011200199862961811,-1.2391453945781691e-05,-0.0012054033604974562,-4.5491005051672434e-05
2412.0,0.010573679581284523,-0.060989717056850176,-0.00016614819157465563,-3.589127182170434e-05,-0.0012055343837610252,-4.6675278297645484e-05
2413.0,0.0094209099188447,-0.06013980234141889,-0.0002017658872247814,-4.452091219123841e-05,-0.0012058725121997303,-4.8240545443649264e-05
2414.0,0.01061786338686943,-0.05925452037611277,-0.000168575468718339,-2.9424520774908584e-05,-0.0012063452291632356,-5.0382868070332494e-05
2415.0,0.009327372536063194,-0.059442247569671744,-0.0002132634575681638,-4.239132560430891e-05,-0.0012066196826301984,-5.195523426750991e-05
2416.0,0.010595363564789295,-0.058446866344680166,-0.0001943116977926704,-3.357734120553678e-05,-0.0012070688341369693,-5.4214838135528624e-05
2417.0,0.009394058026373386,-0.05843449616060808,-0.00023454245219773219,-4.3926463364934265e-05,-0.0012073842616286254,-5.60402134997961e-05
2418.0,0.010486808605492115,-0.057445749849616486,-0.0002055587050819732,-3.017105537114626e-05,-0.0012078449100426495,-5.84998153058565e-05
2419.0,0.009264170192182064,-0.057521904068946986,-0.00024359292384015983,-3.967064955578451e-05,-0.0012081244198344856,-6.040414613422046e-05
2420.0,0.010384068824350834,-0.056554590081678596,-0.0002277252355231437,-3.142712835107703e-05,-0.0012085363625897797,-6.293363182050153e-05
2421.0,0.010294700041413307,-0.0564394211434532,-0.00027168785311503294,-4.258842735414993e-05,-0.001208859895449317,-6.52779948120725e-05
2422.0,0.009410150349140167,-0.05531094606635628,-0.0001833431825907035,-7.567862952059434e-08,-0.001209260658953853,-6.783461835792007e-05
2423.0,0.010429124347865582,-0.05604979009510552,-0.0002502062007480497,-2.6471105310125855e-05,-0.0012092614482156908,-6.974672720749194e-05
2424.0,0.010342199355363846,-0.05484264637011915,-0.00029820814997640223,-3.933341719722537e-05,-0.0012095352176639648,-7.233440961557646e-05
2425.0,0.009312206879258156,-0.05362709648812478,-0.0002181663830214617,-1.9961360914318106e-09,-0.0012099014985821736,-7.511138560123757e-05
