seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
0.0,1638445828.1198974,122.0,1638445828.1235046,72.0,0.0036072731018066406
1.0,1638445828.1297398,122.0,1638445828.1325057,72.0,0.0027658939361572266
2.0,1638445828.1385777,122.0,1638445828.1408424,72.0,0.002264738082885742
3.0,1638445828.147952,122.0,1638445828.1510744,72.0,0.0031223297119140625
4.0,1638445828.158255,122.0,1638445828.1612196,72.0,0.002964496612548828
5.0,1638445828.1682472,122.0,1638445828.1712565,72.0,0.003009319305419922
6.0,1638445828.1783853,122.0,1638445828.1812983,72.0,0.0029129981994628906
7.0,1638445828.1885746,122.0,1638445828.1915855,72.0,0.003010988235473633
8.0,1638445828.1975343,122.0,1638445828.2003953,72.0,0.00286102294921875
9.0,1638445828.2083547,122.0,1638445828.211238,72.0,0.0028831958770751953
10.0,1638445828.2181597,122.0,1638445828.220515,72.0,0.002355337142944336
11.0,1638445828.2275705,122.0,1638445828.2303376,72.0,0.0027670860290527344
12.0,1638445828.238366,122.0,1638445828.2412474,72.0,0.0028815269470214844
13.0,1638445828.2489393,122.0,1638445828.2518682,72.0,0.0029289722442626953
14.0,1638445828.2580218,122.0,1638445828.2609491,72.0,0.0029273033142089844
15.0,1638445828.2679408,122.0,1638445828.270325,72.0,0.002384185791015625
16.0,1638445828.2782166,122.0,1638445828.28104,72.0,0.002823352813720703
17.0,1638445828.288078,122.0,1638445828.291096,72.0,0.003017902374267578
18.0,1638445828.2981339,122.0,1638445828.3004577,72.0,0.0023238658905029297
19.0,1638445828.308415,122.0,1638445828.3108766,72.0,0.002461671829223633
20.0,1638445828.3186936,122.0,1638445828.3210642,72.0,0.002370595932006836
21.0,1638445828.3280866,122.0,1638445828.330488,72.0,0.0024013519287109375
22.0,1638445828.338413,122.0,1638445828.340838,72.0,0.002424955368041992
23.0,1638445828.3483076,122.0,1638445828.3507788,72.0,0.0024712085723876953
24.0,1638445828.357759,122.0,1638445828.3607545,72.0,0.0029954910278320312
25.0,1638445828.3677642,122.0,1638445828.370911,72.0,0.003146648406982422
26.0,1638445828.3779318,122.0,1638445828.380893,72.0,0.0029611587524414062
27.0,1638445828.3879573,122.0,1638445828.3910623,72.0,0.0031049251556396484
28.0,1638445828.39806,122.0,1638445828.4008737,72.0,0.002813577651977539
29.0,1638445828.4079056,122.0,1638445828.4103396,72.0,0.0024340152740478516
30.0,1638445828.4183202,122.0,1638445828.420704,72.0,0.002383708953857422
31.0,1638445828.4276547,122.0,1638445828.4308078,72.0,0.003153085708618164
32.0,1638445828.4377408,122.0,1638445828.4405448,72.0,0.0028040409088134766
33.0,1638445828.4478393,122.0,1638445828.4507535,72.0,0.0029141902923583984
34.0,1638445828.457685,122.0,1638445828.4604576,72.0,0.0027725696563720703
35.0,1638445828.4674926,122.0,1638445828.470366,72.0,0.0028734207153320312
36.0,1638445828.4783328,122.0,1638445828.481126,72.0,0.0027933120727539062
37.0,1638445828.48812,122.0,1638445828.4910316,72.0,0.0029115676879882812
38.0,1638445828.4981804,122.0,1638445828.5009778,72.0,0.002797365188598633
39.0,1638445828.5079756,122.0,1638445828.5109553,72.0,0.002979755401611328
40.0,1638445828.5180335,122.0,1638445828.5203788,72.0,0.0023453235626220703
41.0,1638445828.528311,122.0,1638445828.5312386,72.0,0.002927541732788086
42.0,1638445828.5382392,122.0,1638445828.541049,72.0,0.002809762954711914
43.0,1638445828.5481925,122.0,1638445828.5507402,72.0,0.002547740936279297
44.0,1638445828.557893,122.0,1638445828.5608597,72.0,0.002966642379760742
45.0,1638445828.5678518,122.0,1638445828.5707376,72.0,0.0028858184814453125
46.0,1638445828.5776222,122.0,1638445828.5804105,72.0,0.0027883052825927734
47.0,1638445828.5883691,122.0,1638445828.5912702,72.0,0.0029010772705078125
48.0,1638445828.5983164,122.0,1638445828.6011612,72.0,0.0028448104858398438
