seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
0.0,1638445883.1984255,122.0,1638445883.2029529,72.0,0.00452733039855957
1.0,1638445883.217199,122.0,1638445883.2206526,72.0,0.003453493118286133
2.0,1638445883.2344487,122.0,1638445883.2374957,72.0,0.0030469894409179688
3.0,1638445883.2438493,122.0,1638445883.2472653,72.0,0.0034160614013671875
4.0,1638445883.2554686,122.0,1638445883.2585542,72.0,0.003085613250732422
5.0,1638445883.265323,122.0,1638445883.268347,72.0,0.0030241012573242188
6.0,1638445883.2753522,122.0,1638445883.2784743,72.0,0.003122091293334961
7.0,1638445883.285201,122.0,1638445883.2892625,72.0,0.004061460494995117
8.0,1638445883.3001528,122.0,1638445883.3048718,72.0,0.0047190189361572266
9.0,1638445883.3164477,122.0,1638445883.320567,72.0,0.004119157791137695
10.0,1638445883.3344767,122.0,1638445883.3376348,72.0,0.003158092498779297
11.0,1638445883.3445456,122.0,1638445883.3476388,72.0,0.003093242645263672
12.0,1638445883.3539996,122.0,1638445883.3571227,72.0,0.003123044967651367
13.0,1638445883.3653302,122.0,1638445883.3689597,72.0,0.003629446029663086
14.0,1638445883.3768709,122.0,1638445883.3797305,72.0,0.0028595924377441406
15.0,1638445883.3854015,122.0,1638445883.3878632,72.0,0.002461671829223633
16.0,1638445883.3945618,122.0,1638445883.3976912,72.0,0.0031294822692871094
17.0,1638445883.4038923,122.0,1638445883.407015,72.0,0.0031228065490722656
18.0,1638445883.4148004,122.0,1638445883.418237,72.0,0.003436565399169922
19.0,1638445883.4254344,122.0,1638445883.4285996,72.0,0.0031652450561523438
20.0,1638445883.4379582,122.0,1638445883.4433126,72.0,0.005354404449462891
21.0,1638445883.4556756,122.0,1638445883.4594507,72.0,0.0037751197814941406
22.0,1638445883.4671056,122.0,1638445883.4706929,72.0,0.0035872459411621094
23.0,1638445883.4850066,122.0,1638445883.4881704,72.0,0.0031638145446777344
24.0,1638445883.4949245,122.0,1638445883.4980204,72.0,0.003095865249633789
25.0,1638445883.5048554,122.0,1638445883.5080004,72.0,0.003144979476928711
26.0,1638445883.5161397,122.0,1638445883.5193346,72.0,0.0031948089599609375
27.0,1638445883.5260031,122.0,1638445883.5287747,72.0,0.002771615982055664
28.0,1638445883.534251,122.0,1638445883.537576,72.0,0.0033249855041503906
29.0,1638445883.545224,122.0,1638445883.5480826,72.0,0.0028586387634277344
30.0,1638445883.5546174,122.0,1638445883.5577266,72.0,0.0031092166900634766
31.0,1638445883.5645263,122.0,1638445883.5676007,72.0,0.0030744075775146484
32.0,1638445883.5746872,122.0,1638445883.5804899,72.0,0.005802631378173828
33.0,1638445883.595377,122.0,1638445883.598566,72.0,0.0031890869140625
34.0,1638445883.607089,122.0,1638445883.610336,72.0,0.0032470226287841797
35.0,1638445883.6257136,122.0,1638445883.6288862,72.0,0.003172636032104492
36.0,1638445883.6358907,122.0,1638445883.6390262,72.0,0.0031354427337646484
37.0,1638445883.6459765,122.0,1638445883.6491454,72.0,0.003168821334838867
38.0,1638445883.6559744,122.0,1638445883.660333,72.0,0.004358530044555664
39.0,1638445883.674558,122.0,1638445883.677842,72.0,0.003283977508544922
40.0,1638445883.6849866,122.0,1638445883.6879704,72.0,0.0029838085174560547
41.0,1638445883.6945338,122.0,1638445883.697421,72.0,0.002887248992919922
42.0,1638445883.7053115,122.0,1638445883.708477,72.0,0.0031654834747314453
43.0,1638445883.7151668,122.0,1638445883.718685,72.0,0.0035181045532226562
44.0,1638445883.7307134,122.0,1638445883.7357228,72.0,0.00500941276550293
45.0,1638445883.7437959,122.0,1638445883.7469437,72.0,0.0031478404998779297
46.0,1638445883.753557,122.0,1638445883.756613,72.0,0.003056049346923828
47.0,1638445883.7664444,122.0,1638445883.769743,72.0,0.003298521041870117
48.0,1638445883.7767196,122.0,1638445883.7796016,72.0,0.0028820037841796875
49.0,1638445883.7865317,122.0,1638445883.7896664,72.0,0.0031347274780273438
50.0,1638445883.7964563,122.0,1638445883.7995284,72.0,0.003072023391723633
51.0,1638445883.8058212,122.0,1638445883.809012,72.0,0.003190755844116211
52.0,1638445883.815758,122.0,1638445883.8201947,72.0,0.0044367313385009766
53.0,1638445883.8344214,122.0,1638445883.837433,72.0,0.0030117034912109375
54.0,1638445883.8443964,122.0,1638445883.847417,72.0,0.003020763397216797
55.0,1638445883.8552566,122.0,1638445883.8581645,72.0,0.002907991409301758
56.0,1638445883.8648803,122.0,1638445883.8679671,72.0,0.0030868053436279297
57.0,1638445883.8747609,122.0,1638445883.8777254,72.0,0.002964496612548828
58.0,1638445883.8905704,122.0,1638445883.895192,72.0,0.0046215057373046875
59.0,1638445883.9064035,122.0,1638445883.9104812,72.0,0.0040776729583740234
60.0,1638445883.9244878,122.0,1638445883.9274535,72.0,0.002965688705444336
61.0,1638445883.9357936,122.0,1638445883.9393122,72.0,0.0035185813903808594
62.0,1638445883.9458306,122.0,1638445883.9489255,72.0,0.003094911575317383
63.0,1638445883.9557352,122.0,1638445883.9589224,72.0,0.0031871795654296875
64.0,1638445883.9671204,122.0,1638445883.9701736,72.0,0.0030531883239746094
65.0,1638445883.975883,122.0,1638445883.9785326,72.0,0.002649545669555664
66.0,1638445883.985153,122.0,1638445883.9882421,72.0,0.0030891895294189453
