tick,tick_dt,input_force,output_angle,output_speed,output_ang_vel,output_position
61.0,0.009749425999984851,1.6677404018863893e-05,3.37513035978003e-08,-3.8082254340486026e-07,-2.027693044530936e-06,-5.184367633056543e-08
62.0,0.005402666999998473,1.6677404018863893e-05,2.2796353299986576e-08,-2.0075628287262329e-07,-7.518048331276335e-07,-5.390113371867435e-08
63.0,0.009569981999987931,8.710911760701594e-06,1.5601594579451195e-08,-4.309559448521523e-08,-7.249979174070689e-06,-5.582236773214984e-08
64.0,0.010376426000021866,8.710911760701594e-06,-5.962727782199295e-08,2.541194792485559e-08,6.43519803296886e-06,-5.6269545979252624e-08
65.0,0.009240389000012783,-0.00018168488454253014,-1.6354470524359663e-10,-9.189725746802471e-07,-2.3296303399448654e-06,-5.6034729695178894e-08
66.0,0.010234723000024815,-0.00018168488454253014,-2.400666592703294e-08,-2.516875884314635e-06,-5.85481866146844e-06,-6.544015944165084e-08
67.0,0.01066914800000518,7.750287742265876e-05,-8.647259273943195e-08,-8.131007841315057e-07,-8.980452598944982e-07,-9.22930807490476e-08
68.0,0.008799315000004526,7.750287742265876e-05,-9.437477586550458e-08,4.553948859634174e-07,7.386885046342367e-07,-9.94478106753714e-08
69.0,0.011075371000003997,5.80030162990674e-07,-8.619352662324224e-08,4.38631285089489e-07,-1.3435755124216562e-06,-9.440414336182204e-08
70.0,0.00919088899999565,5.80030162990674e-07,-9.854218002102196e-08,4.2392973671744644e-07,2.0147064875002342e-06,-9.03727319086391e-08
71.0,0.009678092999990895,-3.6514930972727216e-05,-7.90436632673097e-08,-2.873946228893767e-07,-1.8851939475551053e-06,-8.6269900491226e-08
72.0,0.005797000000001162,-3.6514930972727216e-05,-8.997213258128884e-08,-2.3923904730082253e-07,-1.094021581672796e-06,-8.793592712011605e-08
73.0,0.010775093000006564,2.864249103281658e-05,-1.0176031686782749e-07,7.678635175342103e-07,-4.843447467589721e-06,-9.051375010401539e-08
74.0,0.008374888999981067,2.864249103281658e-05,-1.423236517861308e-07,1.1680266503825605e-06,6.586110290904259e-06,-8.408297837753136e-08
75.0,0.010953666999995448,-0.0001364428137873067,-7.01815928343224e-08,-1.1899426595872089e-06,-3.0862382369733294e-06,-7.128880340212068e-08
76.0,0.003800556000015831,-0.0001364428137873067,-8.191101408332967e-08,-1.7470208087202758e-06,-3.8435837874411454e-06,-7.581124711668964e-08
77.0,0.01118431499997996,5.340039664223462e-05,-1.2489886589088747e-07,1.1693805162596152e-06,-1.0004067218322284e-05,-9.535047815293694e-08
78.0,0.0048808330000156275,5.340039664223462e-05,-1.737270473044494e-07,1.6878308253878793e-06,-9.156109069614641e-06,-8.96429271396017e-08
79.0,0.009508371000009674,0.000341888406309177,-2.6078672925489883e-07,8.0090671117614e-06,1.901429541773224e-05,-7.35944054665612e-08
80.0,0.004655019000011862,0.000341888406309177,-1.7227482281351677e-07,3.7099381635863703e-06,7.428984140563377e-06,-3.6312045888941754e-08
81.0,0.008397999999999683,-6.244947561663403e-05,-1.0988621400106789e-07,-3.406068428643427e-06,-1.2189619346181394e-05,-5.155985191144593e-09
82.0,0.0070717039999976805,-6.244947561663403e-05,-1.9608759388990796e-07,-4.356554981762587e-06,-2.981346247179705e-06,-2.924269292224813e-08
83.0,0.010220462999996016,-4.994969855353516e-05,-2.265583328993851e-07,-9.892990658002965e-07,-2.657678341635382e-06,-7.376870192080097e-08
84.0,0.004708722000003718,-4.994969855353516e-05,-2.3907260137557705e-07,-2.7729816549267126e-06,-5.68066297373343e-06,-7.842703619651796e-08
85.0,0.011191074000009849,8.791852889685327e-05,-3.0264532108374387e-07,6.483469103966374e-07,-7.073530365697451e-06,-1.0945967909747258e-07
86.0,0.009146036999993612,8.791852889685327e-05,-3.673400915289911e-07,2.1234662764882515e-06,9.846013692227812e-06,-1.0352987426615339e-07
87.0,0.009730556000022261,-0.0001707121700684555,-2.7153290391978243e-07,-9.06537162414968e-07,-2.182056305626807e-06,-8.28673667486257e-08
88.0,0.004819685000001073,-0.0001707121700684555,-2.820497279651697e-07,-1.123345777268597e-06,-3.1086770503243246e-06,-8.723659031226067e-08
89.0,0.010870908000015334,7.777470171025687e-05,-3.158438701810045e-07,2.518022894301453e-06,-2.9647254001430524e-06,-9.94483789091533e-08
90.0,0.00911922299999901,7.777470171025687e-05,-3.428798622386703e-07,3.818844499716499e-06,1.2011131136049814e-05,-7.64859666169154e-08
91.0,0.010542278000002625,-0.00017334493253216046,-2.162551787079458e-07,2.1892111962308658e-07,3.901914126757424e-07,-3.6226646262123124e-08
92.0,0.00497651899999596,-0.00017334493253216046,-2.143133837291297e-07,-1.149364361156934e-06,-2.856859337101512e-06,-3.5137181150818445e-08
93.0,0.010385463999995181,6.449822703837233e-05,-2.4398319352764756e-07,5.89445811989925e-07,-5.563653560818226e-06,-4.707386334649124e-08
94.0,0.009063538000020799,6.449822703837233e-05,-2.9440957899507456e-07,1.645048029133171e-06,8.782989391714171e-06,-4.173139883056744e-08
95.0,0.01047377800000504,-0.00016234902238470805,-2.0241849792986103e-07,-1.0447548780418207e-06,-3.1092220293907532e-06,-2.4501530974080785e-08
96.0,0.010265110999995386,-0.00016234902238470805,-2.3433500718518802e-07,-3.0645943929863604e-06,-7.055782803391016e-06,-3.522605576496672e-08
97.0,0.009709426000000576,0.00011910843116509363,-3.028426081867897e-07,6.674945347132577e-07,4.2428027672202966e-07,-6.498150824368446e-08
98.0,0.004968758999979173,0.00011910843116509363,-3.0073446174331345e-07,5.687125385166313e-07,-5.183572939073544e-09,-6.166488876689105e-08
99.0,0.010620278000004646,5.2863383809235796e-05,-3.007895127289597e-07,1.0685081240638496e-06,1.252321689236684e-06,-5.5625003505756075e-08
100.0,0.00980842600000642,5.2863383809235796e-05,-2.8850620811187864e-07,2.03887251792644e-06,9.476309837770134e-06,-4.514462064047013e-08
101.0,0.009625501000016357,-0.0001690589778628585,-1.9729197829195737e-07,-1.0764343986506319e-06,-2.5741642530555837e-06,-2.5519451180263315e-08
102.0,0.0051078889999871535,-0.0001690589778628585,-2.1044052356430014e-07,3.465166342533131e-07,-4.924091344880333e-07,-3.101775860433866e-08
103.0,0.010402445000011085,4.9984539614237294e-05,-2.1556278250331496e-07,4.688914128434744e-06,-1.6417020120092064e-06,-2.7413138374929615e-08
104.0,0.009580795999994507,4.9984539614237294e-05,-2.312915945731557e-07,5.517225823485995e-06,1.522220180576192e-05,1.7510391351095707e-08
105.0,0.009713444999988496,-0.00021265619331485865,-8.343157455416172e-08,9.258795113846039e-08,-1.1663164642997935e-06,7.110166094004315e-08
106.0,0.0056212039999934404,-0.00021265619331485865,-8.998767732854192e-08,-3.837208883065998e-07,-2.251617258714008e-06,7.162211670133387e-08
107.0,0.010117833000009568,6.610334353050947e-05,-1.1276916473214959e-07,2.019514297694651e-06,-4.217670507393777e-06,6.773969283483237e-08
108.0,0.008960759999979473,6.610334353050947e-05,-1.5056269790789688e-07,3.1067140068398726e-06,9.182787695588183e-06,8.583607577300123e-08
109.0,0.0065976299999874755,-0.00013068628307646643,-8.997806232396842e-08,7.758962161121858e-07,3.6543311678067425e-07,1.0633302530590927e-07
110.0,0.00932226000000469,-0.00013068628307646643,-8.65713997967269e-08,-1.9167723375916245e-06,-7.561264986459056e-06,1.1356613156552689e-07
111.0,0.009669999999999845,0.00016637909062555223,-1.596888322157848e-07,1.2311764949295156e-06,3.5644667951819082e-06,9.503094306101618e-08
112.0,0.009436111000013625,0.00016637909062555223,-1.2605412788058547e-07,1.134729207477749e-06,9.134808349943249e-07,1.066484611277788e-07
113.0,0.00479748199998653,0.00016637909062555223,-1.2167172001736753e-07,4.5822699126219835e-07,-4.412445573927e-07,1.1209230407551229e-07
114.0,0.005998314999999366,3.571796263418755e-05,-1.2431844386464425e-07,-8.623427636603552e-08,-6.715960889550319e-06,1.1484089391060491e-07
115.0,0.009800018999982285,0.00021277644105962523,-1.901349881853753e-07,3.963684948616918e-06,8.057554427532856e-06,1.1399579636376804e-07
116.0,0.0038278330000025562,0.00021277644105962523,-1.5929201544834833e-07,2.7252538212940886e-06,4.332294774409288e-06,1.2916812041169731e-07
117.0,0.006730019000002585,-4.590729659711458e-07,-1.3013558930296191e-07,4.963426285227785e-07,-7.598618182454408e-06,1.4750913040883617e-07
118.0,0.008733852000005982,-4.590729659711458e-07,-1.9650079591307316e-07,3.457716616369842e-07,5.680378164357106e-06,1.5184411346764806e-07
119.0,0.01218781500000432,-4.590729659711458e-07,-1.2726939771582462e-07,2.7663897283980315e-07,-9.941007944727743e-07,1.5605831451192372e-07
120.0,0.00786712999999395,-0.00012004082195593418,-1.350901178990392e-07,-1.5810319018155326e-06,-2.4526760511938713e-06,1.5823466927431925e-07
121.0,0.010502685999995265,3.8852219620835556e-05,-1.6084980432443674e-07,-7.72689476793739e-07,-6.315554865685196e-06,1.4162958765357538e-07
122.0,0.005326741000004631,3.8852219620835556e-05,-1.944911293652608e-07,-3.825623213579076e-07,-9.536464434581621e-07,1.3751367093726603e-07
123.0,0.010213666999987936,4.470653184898235e-05,-2.042313565744653e-07,4.887455464772726e-07,-6.352168141489628e-06,1.33606306780174e-07
124.0,0.009108037000004288,4.470653184898235e-05,-2.620871390374013e-07,1.2131131027586092e-06,5.96269650083149e-06,1.380578193010763e-07
125.0,0.009815926000015907,-8.980494598204812e-05,-2.0355775142468562e-07,4.913407643094026e-07,-4.300241625450984e-07,1.499656477474045e-07
126.0,0.006576445000007425,-8.980494598204812e-05,-2.063857816783377e-07,-5.850909136355403e-07,-2.979483475554999e-06,1.531969232601469e-07
127.0,0.00884777800001757,9.836974935664277e-05,-2.3274759002476913e-07,1.2903010642598327e-06,-3.0302796666966238e-06,1.480201687464722e-07
128.0,0.0048058149999974376,9.836974935664277e-05,-2.47310553501167e-07,2.04903136182036e-06,2.9128283717380414e-06,1.5422111695560474e-07
129.0,0.010080555999991248,2.8028272893194868e-05,-2.1794762398149836e-07,2.3955122589698523e-06,-2.4323591316290675e-06,1.748764923441732e-07
130.0,0.005319444000008389,2.8028272893194868e-05,-2.308864221701082e-07,2.668922074694933e-06,5.8742845492843096e-06,1.876192856570969e-07
131.0,0.0098779449999995,-3.5336402906417744e-05,-1.7286056247793096e-07,1.9387731482964e-06,-1.674604072388935e-07,2.1398275112021802e-07
132.0,0.004819277999985161,-3.5336402906417744e-05,-1.736676007344059e-07,1.6053305916804527e-06,2.7090329116897786e-06,2.2332623790076484e-07
133.0,0.00969294499998341,1.309057825589156e-05,-1.4740909371825198e-07,1.8498491997574502e-06,-2.8287602031170156e-06,2.3888661903271427e-07
134.0,0.004947222999987844,1.309057825589156e-05,-1.6140360125656275e-07,1.9476416277909747e-06,4.136259693578434e-06,2.4803823554026344e-07
135.0,0.005317241000000195,1.309057825589156e-05,-1.3941011162721925e-07,1.9013961012030794e-06,3.811945623213618e-07,2.5839431545686073e-07
136.0,0.009564500000010412,-1.5889078704611902e-05,-1.3576417623589261e-07,1.1015234373853896e-06,5.00700616209833e-07,2.765802184668374e-07
137.0,0.006992795999991586,5.7376773727356545e-05,-1.3226287896966718e-07,1.969056931554218e-06,3.4981440067866405e-06,2.842829471536829e-07
138.0,0.00780746300000601,5.7376773727356545e-05,-1.0495124906798771e-07,2.537234520588688e-06,1.2945571949318e-06,2.996562862916978e-07
139.0,0.01176964799998359,8.40814768884511e-05,-8.971476656779429e-08,2.7609050488125996e-06,4.138442432533654e-06,3.295186434924338e-07
140.0,0.008730648000010888,8.40814768884511e-05,-5.358348242103414e-08,3.773202543601604e-06,6.624636566630404e-06,3.5362313363506946e-07
141.0,0.009868000000011534,-2.8541361135138676e-05,1.1788431218551091e-08,3.0957613879167017e-06,1.1424289443455795e-06,3.9085709633537364e-07
142.0,0.005425906999988683,-2.8541361135138676e-05,1.7987144424665454e-08,1.4443042370005892e-06,1.0748029181796382e-06,4.0765440972036556e-07
143.0,0.010685832999996592,4.2467041455899537e-05,2.947230891624207e-08,1.0339821802177742e-06,-6.710118071598946e-06,4.2308800359814134e-07
144.0,0.008709463000002415,4.2467041455899537e-05,-2.8969216153996508e-08,1.6882498171855101e-06,6.584825256616582e-06,4.320934331394099e-07
145.0,0.007749018999987811,-0.00010136320744377484,2.2056719871124996e-08,3.0277043986044244e-07,-1.0948496166689598e-06,4.4517571304950636e-07
146.0,0.00839637000001403,-0.00010136320744377484,1.2863957395198881e-08,-1.3780655041300753e-06,-5.269882210332342e-06,4.477178856876416e-07
147.0,0.009081055000024207,0.00012690782558605132,-3.499213280047825e-08,7.804500274493596e-07,-2.694724107615685e-07,4.3520359705100033e-07
148.0,0.004738111000023082,0.00012690782558605132,-3.626892299411038e-08,9.921806176308309e-07,6.350135735588053e-08,4.389014559110265e-07
149.0,0.010139500000008184,6.360465831688714e-05,-3.562505098119991e-08,1.0702973848574317e-06,-7.690308053044358e-06,4.489616712835024e-07
150.0,0.005493777999987515,6.360465831688714e-05,-7.787389617614182e-08,1.709054869284077e-06,5.1200687895501094e-06,4.548416475098763e-07
151.0,0.010251241000020173,-5.1070289808360114e-05,-2.538683707778208e-08,4.1280192345052786e-07,-1.1372501204612717e-06,4.7236158085716536e-07
152.0,0.004740537000003542,-5.1070289808360114e-05,-3.0778013352087224e-08,7.459428511344962e-08,-2.5671269554482727e-07,4.743184836489552e-07
153.0,0.009884777999985772,4.1009276005689556e-05,-3.331556135732578e-08,9.150487644755333e-07,-5.759183498894351e-06,4.7505583159736934e-07
154.0,0.00989787099999262,4.1009276005689556e-05,-9.03192166946682e-08,1.6287653318206488e-06,7.293042684458733e-06,4.841128662268508e-07
155.0,0.010242648000001964,-0.00011378161002588633,-1.5619147628768008e-08,-7.799432664494757e-08,-2.302335833466173e-06,5.007957361952961e-07
156.0,0.004649018999998589,-0.00011378161002588633,-2.6322750662929833e-08,-6.238000137351865e-07,-3.4194570829178724e-06,5.004331390888316e-07
157.0,0.01026309299999184,0.00010830156895386206,-6.141695671439677e-08,2.602141680619988e-06,-3.1936734001296673e-06,4.940310215344712e-07
158.0,0.01008668599999396,0.00010830156895386206,-9.363053748803779e-08,4.77510280318433e-06,3.603414365206132e-07,5.202780075943815e-07
159.0,0.009978574000001572,0.000203570913721593,-9.003484379844998e-08,8.656172262237689e-06,2.6851196476199338e-05,5.679267242735713e-07
160.0,0.004731667000015705,0.000203570913721593,3.70160764789204e-08,7.801831519823481e-06,1.2006794672415511e-05,6.088848489132526e-07
161.0,0.0049860179999825505,0.000203570913721593,9.688217083767873e-08,9.657750368799423e-06,4.955191374582203e-06,6.477849213039237e-07
162.0,0.010247648000017762,-3.45606671355889e-05,1.476612278171213e-07,4.334985311841072e-06,7.263697411453916e-06,7.467541475554219e-07
163.0,0.010632907999990948,-2.7985613594607697e-05,2.2489545413288317e-07,3.5747618126049704e-06,7.543762968124292e-06,7.928476475575402e-07
164.0,0.008691833000000315,-2.7985613594607697e-05,2.904645820434062e-07,9.108407835046836e-07,-1.0846134872036497e-07,8.239188802474809e-07
165.0,0.008170425999992403,-2.7985613594607697e-05,2.895784066198271e-07,5.931870956405747e-07,-2.351470050190651e-06,8.313608374668811e-07
166.0,0.006840259000000515,4.9012309013625483e-05,2.7349374244577885e-07,1.027728510742693e-06,-3.9114076261177146e-07,8.354183908365207e-07
167.0,0.006907221999995272,6.410960748824058e-05,2.707920463651719e-07,1.9112659182036276e-06,-6.850702451670992e-08,8.42517139815945e-07
168.0,0.008388667000019723,6.410960748824058e-05,2.7021736374933904e-07,-3.818009498488379e-07,-2.801631200091111e-06,8.585501131522422e-07
169.0,0.011504853000019466,8.457991228404429e-05,2.3798500863202269e-07,3.025617459481865e-07,1.8418345352538773e-07,8.541575493489636e-07
170.0,0.00873114899999905,8.457991228404429e-05,2.395931418080872e-07,1.7802819749872465e-06,2.677293321657735e-06,8.567992610345371e-07
171.0,0.009829332999998996,7.727913512913063e-06,2.659091494053345e-07,1.9361888010503338e-06,-4.766115217835982e-07,8.742982454005827e-07
172.0,0.005063277999994398,7.727913512913063e-06,2.6349593277254377e-07,1.111051883935452e-06,6.763251207543e-07,8.841017075607763e-07
173.0,0.01100416599999221,4.0181056259864145e-05,2.709383266712889e-07,9.235330589283219e-07,-7.788685015288861e-06,8.963279069262062e-07
174.0,0.008902258999995638,4.0181056259864145e-05,2.0160143539580248e-07,1.5455156626635484e-06,7.909400788008818e-06,9.045494374118443e-07
175.0,0.012434425999998666,-0.00014512426072035226,2.9995029419862927e-07,2.3766966152755353e-07,-1.0824907346517962e-06,9.237670375510731e-07
176.0,0.007689018999997188,-0.00014512426072035226,2.9162700237257067e-07,-2.8284192563032597e-06,-4.515485130384197e-06,9.255944840942813e-07
177.0,0.013850611999998819,4.687595385654968e-05,2.2908476983985508e-07,-1.5103499435548118e-06,-9.11316808238639e-06,8.864191464018997e-07
178.0,0.006023481999989144,4.687595385654968e-05,1.7419176593272507e-07,-9.834590444847054e-07,-1.2252732037832482e-07,8.773215807032127e-07
179.0,0.011082351999988305,-2.3874657755491226e-06,1.7283387503867713e-07,-1.0780851012517502e-06,-7.5851615830443175e-06,8.66422541394661e-07
180.0,0.008790760000010778,-2.3874657755491226e-06,1.0615454000083271e-07,-1.1620263283601602e-06,1.3033269186395729e-06,8.569453540099696e-07
181.0,0.009717333999986977,-4.327544963469338e-05,1.188194029804273e-07,-1.3009963352947061e-06,-4.389902068531751e-06,8.456535560605153e-07
182.0,0.006315370999999459,-4.327544963469338e-05,9.109554276398424e-08,-1.1296450733637823e-06,-3.72675145915985e-06,8.374372815334896e-07
183.0,0.009067647999984274,0.00010429677535504835,5.730267234889495e-08,1.167260301009534e-06,-3.1410368454277108e-06,8.271940576433103e-07
184.0,0.005388481000011325,0.00010429677535504835,4.0377254986972226e-08,2.25391332915264e-06,4.117327121036117e-06,8.334838175973678e-07
185.0,0.010167926000008265,5.443469615904373e-06,8.224193247149453e-08,2.3268814484024247e-06,-7.712052130516695e-07,8.564014415386241e-07
186.0,0.01048405599999569,5.443469615904373e-06,7.415657383037223e-08,2.376336498112026e-06,7.913862661579385e-06,8.807965969490262e-07
187.0,0.011585351999997329,-0.00010140264841130401,1.6584145844440513e-07,9.002428327860722e-08,-1.1383443799386295e-06,9.083272917500951e-07
188.0,0.007551481999996668,-0.00010140264841130401,1.572452713495012e-07,-1.197471291214441e-06,-3.1162209666281054e-06,9.09007108504836e-07
189.0,0.010997537000008606,8.041778335846897e-05,1.2297451596880602e-07,6.752191822114959e-07,-4.630560244499147e-06,8.958378736732572e-07
190.0,0.00975612999999953,8.041778335846897e-05,7.779816825064273e-08,2.1829967763498016e-06,5.8066698859545195e-06,9.024253997934059e-07
191.0,0.010355759000020726,-4.654939176363266e-05,1.3793064218226557e-07,8.84220915752632e-07,3.194452836659929e-07,9.250319883071065e-07
192.0,0.009834463000004234,-4.654939176363266e-05,1.4107221500500463e-07,-7.859261324591107e-10,-1.0682861904760576e-06,9.337278261869056e-07
193.0,0.012106129999978066,6.778906892711007e-05,1.2813940350592014e-07,8.769872978725106e-07,4.969073331141848e-07,9.337183116629757e-07
