tick,tick_dt,input_force,output_speed,output_ang_vel,output_angle,output_position
497.0,0.010870069000020521,-0.06154387760645769,-7.706960696274901e-05,-0.00021677130863888004,-4.5088078588316924e-05,-0.0012047716533818793
498.0,0.008942015999991781,-0.06030981896902557,-7.849277840872837e-06,-6.354479893525744e-05,-4.7026451098504945e-05,-0.0012054608110404533
499.0,0.010994991999950798,-0.06205035024258857,-5.271925409133619e-05,-0.0001639590307901723,-4.7725125654436584e-05,-0.001205547113787519
500.0,0.009280806000106168,-0.06068940539376003,-6.170798615011076e-05,-0.00020414848494180443,-4.924679761116561e-05,-0.001206036390957211
501.0,0.010427558999936082,-0.05969852340162221,-3.91025097518391e-05,-0.00015143637228290274,-5.1375567982643836e-05,-0.0012066798546235586
502.0,0.008874073000015414,-0.06019110710265978,-4.1414160575654194e-05,-0.0001733804660336258,-5.271942540513983e-05,-0.0012070268531495802
503.0,0.01102067600004375,-0.059499759203814784,-4.1319962642679574e-05,-0.0001733275927976713,-5.463019534603301e-05,-0.0012074832651950984
504.0,0.010307617000080427,-0.05929761762576983,-6.443104791410017e-05,-0.00024561218620010664,-5.6416789788137305e-05,-0.0012079091755444768
505.0,0.009108752999964054,-0.05785364129562546,-1.2178868172955236e-05,-0.00013040146721576343,-5.865401052601526e-05,-0.0012084960620454552
506.0,0.010028697000052489,-0.05906642475402153,-3.740268246811364e-05,-0.000192788186130452,-5.9961767329084425e-05,-0.0012086182002241654
507.0,0.010663591000138695,-0.05802509759926703,-4.0271111703409104e-05,-0.00021873780551771345,-6.201758169563818e-05,-0.0012090170471323134
508.0,0.009612929000013537,-0.057156477130027666,-2.4400588298501155e-05,-0.0001919152976706497,-6.412029268969872e-05,-0.0012094041704698699
509.0,0.009658426999976655,-0.057131437363373026,-2.5696791068474926e-05,-0.00019917664032881308,-6.597389258242948e-05,-0.0012096398417707074
510.0,0.011096340999984022,-0.056761882592005035,-9.967037875716837e-07,-0.00016002199757886654,-6.818402450274915e-05,-0.0012099249821270084
511.0,0.009150179000016578,-0.056755555809792045,-4.260114637695336e-05,-0.0002667764858446525,-6.9648254424536e-05,-0.0012099341021450747
512.0,0.010032457000079376,-0.05499741276322548,-4.3389059625100356e-05,-0.00027031766715812823,-7.232467804740476e-05,-0.0012103614963142556
513.0,0.010345467999968605,-0.05463070578244894,-3.829884978417173e-05,-0.00028102049054524244,-7.512124082281533e-05,-0.0012108103764421558
514.0,0.010227378000081444,-0.0538304725677409,-1.3339243747449818e-05,-0.00023600162078579563,-7.799534360538984e-05,-0.0012112020732558668
515.0,0.009181048000073133,-0.053912066770926255,-8.681969796111395e-07,-0.00021868512029408563,-8.01620858139193e-05,-0.0012113245414929969
516.0,0.010064418999945701,-0.05371203968949284,-3.13092515795539e-05,-0.0002956318265479777,-8.23630244936125e-05,-0.0012113332793911742
517.0,0.010313172999985909,-0.052325591950126545,-3.593975538499764e-05,-0.0003278045880598269,-8.541192666510362e-05,-0.0012116561771192142
518.0,0.009842552999998588,-0.05121847867929935,-1.0351206717564988e-05,-0.0002825160797222383,-8.863836069672517e-05,-0.001212009916066398
519.0,0.010206527000036658,-0.051241156757906255,-1.0787211277157106e-05,-0.00029604651935258904,-9.152186869235471e-05,-0.0012121155659372438
520.0,0.009318119999988994,-0.050529276217176886,-1.3867162511367102e-05,-0.00031987784403464533,-9.42804656852612e-05,-0.0012122160824663895
521.0,0.010287543999993431,-0.04962928337549514,-2.3318729738001206e-05,-0.00035254601085772343,-9.757122308039064e-05,-0.0012123587415108802
522.0,0.00991466200002833,-0.04864353190529281,-3.4873498144226636e-05,-0.0004008921699779791,-0.00010106659761750329,-0.0012125899388345026
523.0,0.00983651599995028,-0.047260605079504865,-6.519932022124525e-06,-0.00035023468379152063,-0.00010500997986174647,-0.0012129329725569726
524.0,0.010197064000067257,-0.04725304486878244,-2.1416281033100885e-06,-0.00035893727387354264,-0.00010858134534741192,-0.0012129994567210783
525.0,0.010369746000151281,-0.04642279352509665,-1.429970752669041e-05,-0.0004064304268962857,-0.00011230343370746729,-0.0012130216648605363
526.0,0.01011360200004674,-0.04504758274536111,-7.632402641588095e-06,-0.0004099179625447189,-0.00011641390928580542,-0.0012131662864111783
527.0,0.009704315000135466,-0.04422605991700955,-3.484002472001306e-06,-0.00041828028992828005,-0.0001203918823185531,-0.00121324035365062
528.0,0.0099061809999057,-0.04336624540250874,-1.155105994228312e-05,-0.0004550158347672194,-0.0001245354425792757,-0.0012132748668097118
529.0,0.010602370000015071,-0.04210520036517691,-7.0321225762395025e-06,-0.00046930575051931303,-0.00012935968881534347,-0.0012133973354211123
530.0,0.009323044999973717,-0.04096270316317287,-2.4064432338739487e-05,-0.000528914740905059,-0.00013373504744618146,-0.001213462896216336
531.0,0.010117009999930815,-0.039338182329087285,-2.8321552639659284e-05,-0.0005549079559701845,-0.00013908608316902876,-0.0012137063563189495
532.0,0.010666609999816501,-0.03811918008182537,-2.9312644830175797e-05,-0.0005886494650349752,-0.00014500506992115805,-0.0012140084512755462
533.0,0.009124401999997644,-0.0364933807435676,-1.873628809246413e-05,-0.0005862564416474131,-0.00015037614427722073,-0.0012142759116306598
534.0,0.010027197999988857,-0.03555821389281413,-3.2200515110003226e-05,-0.0006353031134650542,-0.00015625465369638826,-0.0012144637841011478
535.0,0.010242914999935238,-0.033939272095058454,-3.0176232743928074e-05,-0.0006648262856843566,-0.00016276200948680503,-0.0012147936112403737
536.0,0.010243360000004031,-0.032258268631048165,-9.127445642447971e-06,-0.0006440338784537009,-0.00016957206446853543,-0.0012151027172558136
537.0,0.01035326500004885,-0.03130849245233751,3.862808618892854e-08,-0.0006521310923111401,-0.00017623991788117584,-0.0012151972161193233
538.0,0.009197863000053985,-0.029956896289598908,-4.1194050051584444e-06,-0.0006887980977865119,-0.00018223813032632928,-0.0012151968608234785
539.0,0.010008920000018406,-0.02833436576370566,-2.3221007198801986e-05,-0.0007582594175803339,-0.00018913225538323933,-0.0012152380916186228
540.0,0.009977068999887706,-0.026199488172312595,-2.391753080311343e-05,-0.0007968077492816173,-0.00019669746191225299,-0.001215469769209692
541.0,0.009945883999989746,-0.024224607038430098,1.1119429787175175e-07,-0.0007738645404702882,-0.00020462241935690086,-0.001215707650196626
542.0,0.010390208999979222,-0.023092928966889862,1.9696617292261844e-07,-0.0008092519886462702,-0.00021266303367006002,-0.0012157064948646315
543.0,0.009305693999976938,-0.021111570396797594,-1.3646594270325277e-05,-0.0008744120556532402,-0.00022019368504527502,-0.0012157046619576978
544.0,0.010000197999943339,-0.01883284348325766,-1.7906448688756045e-05,-0.0009170450187513809,-0.0002289379787353449,-0.001215841130602426
545.0,0.010007179000012911,-0.016723558522715003,-1.68609446829779e-05,-0.0009570731307425235,-0.00023811501238906016,-0.001216020323639709
546.0,0.010510483999951248,-0.014448635352867445,-1.6561061507944387e-07,-0.0009604097754575677,-0.0002481743142165127,-0.0012161975403290235
547.0,0.010437744000000748,-0.012564907537822963,-1.349016620272214e-05,-0.0010346768515729218,-0.000258198825587837,-0.0012161992689302273
548.0,0.008929646000069624,-0.009708166660396977,2.555847099248482e-07,-0.0010413074871941832,-0.00026743812359684977,-0.0012163197313388998
549.0,0.010896902000013142,-0.00792982551016732,-1.8171700744237677e-05,-0.001129011641826409,-0.00027878514923668473,-0.001216316946257363
550.0,0.010071066999898903,-0.004711714498542137,-1.9767524569389448e-05,-0.0011828341838461033,-0.0002901555011251844,-0.0012164999546730604
551.0,0.009601484000086202,-0.0018731390525253064,-3.2415377771095243e-06,-0.0011913356345464928,-0.00030151246461613775,-0.0012166897522439349
552.0,0.009682075000000623,0.0003071571318130767,-2.9574065833362845e-06,-0.0012396683652517566,-0.0003130470655799902,-0.0012167211370558081
553.0,0.010935826999912024,0.003082978868923003,-2.9717481873741864e-07,-0.0012916061054055131,-0.0003266038643596472,-0.001216753478742572
554.0,0.009518060000118567,0.0062889629660354135,1.1818610712041221e-05,-0.0013181209639431778,-0.00033889744876741635,-0.0012167563072703273
555.0,0.010289081000109945,0.008953052019249258,1.7190340652317033e-05,-0.0013618117919066218,-0.0003524597021333707,-0.0012166347046274023
556.0,0.009303842000008444,0.012027852609697035,9.537424011397335e-06,-0.0014361110920831108,-0.0003651297838790183,-0.0012164747684140467
557.0,0.01004023500013318,0.015413889294113137,1.7394931099698553e-05,-0.0014772647095352535,-0.0003795486767298306,-0.0012163790104356765
558.0,0.010003716000028362,0.01860530906154713,1.2409870658400149e-05,-0.0015550573757674051,-0.00039432681334088565,-0.001216204996485115
559.0,0.010263063000138573,0.022439885209212418,2.235785431907557e-07,-0.0016482668142774129,-0.0004102864651572167,-0.0012160776332007241
560.0,0.010250951999978497,0.026597488883037916,6.567690667035286e-06,-0.0017056426901758868,-0.00042718276915353195,-0.0012160753413078098
561.0,0.009051532000057705,0.030492302751770103,1.3284177208420115e-07,-0.0017835647393578975,-0.0004426214485443235,-0.0012160158936455707
562.0,0.010960715000010168,0.03434979375499915,3.3240076568596475e-05,-0.0017886631738917172,-0.00046217059333649287,-0.0012160144376047667
563.0,0.00994984699991619,0.03801428543195657,4.0094887777661334e-05,-0.0018586497526582012,-0.00047996751825109995,-0.0012156837039286436
564.0,0.00936791499998435,0.04241855524505222,2.6584796175461488e-05,-0.0019558069424039036,-0.0004973791911487439,-0.0012153080984280086
565.0,0.010242784999945798,0.04682888947851799,2.722096531011298e-05,-0.0020397401958949387,-0.0005174121011611884,-0.001215035796076516
566.0,0.011042954000004102,0.05167349806237694,2.622838155520559e-05,-0.0021441643314125437,-0.0005399368583164156,-0.0012147351962087608
567.0,0.008940721000044505,0.05734969112840145,1.6952756969459848e-05,-0.002244054164234185,-0.0005591072333818222,-0.001214500695566993
568.0,0.010537761000023238,0.06219299201930295,5.852965880419591e-05,-0.0022430576299310324,-0.000582754539835629,-0.0012143220514657573
569.0,0.009191658999952779,0.06648370718288232,4.635278200881947e-05,-0.002370924502267465,-0.0006033719606871973,-0.0012137840668006456
570.0,0.010237359000029755,0.07222133685788149,0.0001024901332654528,-0.0024092602443155963,-0.0006276439659788762,-0.001213309536730571
571.0,0.010089510999932827,0.07827030941736514,0.00027140154313557194,-0.0022292696692267347,-0.0006519522237155992,-0.0012122754614036046
572.0,0.010211545999936789,0.08211733167937789,0.0005193761526219772,-0.001934546567507409,-0.0006747165134891719,-0.001209504032061422
573.0,0.010177749999911612,0.08542235494691944,0.0008327190954759278,-0.001533091669621593,-0.0006944058448164494,-0.0012042179514241197
574.0,0.009197530000164988,0.08778402424943504,0.0011585818171656256,-0.0011025399451574725,-0.000708506501440797,-0.0011965589925617697
575.0,0.011144247999936852,0.08923026369966863,0.0015849216457415381,-0.0005322878168676735,-0.0007207934800194687,-0.0011836474694630584
576.0,0.010260414999947898,0.0903569631459519,0.002000330553880401,3.358736754401886e-05,-0.0007262549739199473,-0.00116738551563535
577.0,0.008230253999954584,0.09059768578809352,0.0023373751495913975,0.0004890187595522408,-0.0007259785413538701,-0.0011509222870930444
578.0,0.010380800999882922,0.09052973198543747,0.0027613092937993655,0.001063208411591186,-0.0007209021349257487,-0.0011266584608030645
579.0,0.011086249000072712,0.09004886326503705,0.0032041403378112922,0.0016698275091864376,-0.000709115141735877,-0.0010960458984057898
580.0,0.009163419000060458,0.08888233457462696,0.003549276684421244,0.002132452171236351,-0.0006938138126113744,-0.0010666850179554296
581.0,0.010620593000112422,0.08785875609346647,0.00392860738345527,0.0026388456192292962,-0.0006711659060084671,-0.001028989594845403
582.0,0.009352230999866151,0.08641397950614865,0.004236781370833445,0.003051338636195419,-0.0006464868122044499,-0.0009922483510875497
583.0,0.010364672000150676,0.0848154278073288,0.004546471985822495,0.003455348916920108,-0.0006148606880788973,-0.0009483355018425123
584.0,0.009968939999907889,0.08310585848075686,0.004811867375059606,0.003800408646448978,-0.0005804145220473741,-0.0009030119954045858
585.0,0.009181881999893449,0.0812456532007597,0.0050234921035153994,0.004066355139865487,-0.0005455196183043048,-0.0008588299969676514
586.0,0.010297192000052746,0.07961013729061764,0.00522900420345794,0.004320117461393473,-0.0005036475786887086,-0.0008071021342670045
587.0,0.010352264999937688,0.07771225925488584,0.005398375588291147,0.004523878660269482,-0.0004589245778975053,-0.0007529700970670198
588.0,0.01006827100013652,0.07575334168763218,0.005525563887174592,0.004664875890740515,-0.0004133769415741776,-0.0006986177886835832
589.0,0.010339060999967842,0.0739989869861058,0.005622031193277472,0.004762336722064976,-0.0003651465051825321,-0.0006414886465948656
590.0,0.008699485000079221,0.07223402803448076,0.005674063790102227,0.004802963778415652,-0.0003237166283036014,-0.0005925798705589708
591.0,0.011539998999978707,0.07083950908362086,0.00571346857213734,0.004815719705949887,-0.0002682904311037508,-0.0005271011800953758
592.0,0.00926152900001398,0.06908700910295551,0.005714545353977229,0.004788423132370459,-0.00022368950339115713,-0.00047418572522385733
593.0,0.010146640000129992,0.06766782104286384,0.005688765308819403,0.004713430371985306,-0.00017510309769869928,-0.000416202290752635
594.0,0.009925403000124788,0.06647569167632517,0.005641954563085779,0.004618477733228001,-0.00012832040174371703,-0.00035973900248947307
595.0,0.010253877999957695,0.06522619231267793,0.005569888203473202,0.0044855661012364436,-8.096309452167594e-05,-0.00030188708871828687
596.0,0.010475040000073932,0.06417275199219558,0.005476249601206283,0.0043263864401431665,-3.397661018824852e-05,-0.00024354228699096514
597.0,0.00893512700008614,0.06317078702208326,0.0053798840339224895,0.004168510923582743,4.680202105881248e-06,-0.00019461130132001592
598.0,0.0100508450000234,0.06247914046638933,0.005259239475046936,0.00397600999067544,4.6577259279715785e-05,-0.00014053892077696035
599.0,0.010458910999886939,0.06182181862593693,0.005121804955435817,0.0037676983208163113,8.816199390685151e-05,-8.553300318035235e-05
600.0,0.009632853999846702,0.061104670715600815,0.004982745353717622,0.00355751672566948,0.00012445568174674262,-3.619540382894778e-05
601.0,0.0096167429999241,0.06068456680007381,0.004837145512435952,0.003341767629705996,0.0001586674058154375,1.1722377671820494e-05
602.0,0.01131307800005743,0.060353999309993356,0.004660113373808007,0.003087244464542426,0.00019647308366836847,6.64453821516362e-05
603.0,0.009102791000032084,0.05997227373173866,0.00451175712933861,0.0028775230853353086,0.00022457562479510413,0.00010886542022986489
604.0,0.009406304000094678,0.059775685409640233,0.004355652580988463,0.002656056676531485,0.0002516424817030584,0.00015130437936301832
605.0,0.010496966000118846,0.05976239883033549,0.004182427775635671,0.002420716145183648,0.00027952301833099807,0.00019702551641398412
606.0,0.010185915999954887,0.05962254677490558,0.004012431034827009,0.0021917184910785316,0.0003041802296455733,0.00023962737441248722
607.0,0.009152476000053866,0.05961891180718028,0.0038602831073195807,0.0019883046559866628,0.00032423988053404383,0.0002763510531606127
608.0,0.01092042000004767,0.059728448094286894,0.0036820455114542775,0.0017552194632590053,0.0003459530024654685,0.00031850696601163167
609.0,0.010181509000176447,0.05986790227313992,0.003519480288782217,0.001550452262735954,0.00036382378522792493,0.0003559957455255627
610.0,0.009176714999966862,0.059942431581004756,0.0033747099587519524,0.0013662686721775943,0.0003780518437641065,0.00038829301308371814
611.0,0.0107521639999959,0.0601992920219737,0.0032112286965778262,0.0011648697554283167,0.00039274218859541664,0.00042457844801263854
612.0,0.010066641000094023,0.06045090255364225,0.00306374070803908,0.000990630491091046,0.0004044685142351808,0.0004569047344702874
613.0,0.009767720999889207,0.06061931549153765,0.0029241603211135592,0.0008244175430014423,0.0004141447164861414,0.00048683049892241613
614.0,0.009494486999983565,0.060946973041425705,0.002795008363693383,0.0006768724348809231,0.00042197213813072697,0.0005145939010770965
615.0,0.010185657999954856,0.06120672855725784,0.0026619816235789427,0.000528573998453402,0.0004288665292620208,0.0005430629003766908
616.0,0.010287395999966975,0.06149895302864454,0.002533842216793487,0.00039080610197222385,0.0004343041792993969,0.0005704477594830824
617.0,0.00911597599997549,0.061773631991471525,0.0024253669205073886,0.00027623608498159876,0.00043786675834561967,0.0005935462043190965
618.0,0.011155692000102135,0.062065094685618036,0.0022992013029997037,0.0001466404430737645,0.0004409483630289884,0.0006206028506715131
619.0,0.010323525000103473,0.062434924538217,0.0021902137068148253,4.4416553449846095e-05,0.0004424622093090867,0.000644338712803301
620.0,0.008950238999887006,0.06262950750719047,0.0020990724279627494,-4.4044764418127207e-05,0.00044285974807801407,0.0006639416489401222
621.0,0.010215861000006043,0.06296724322260878,0.0020019295694570158,-0.0001320465685945042,0.00044240979288694046,0.0006853854810931348
622.0,0.010011420000182625,0.06328024738225539,0.0019130097451513966,-0.0002041372144790285,0.00044108781922915793,0.0007054276388237538
623.0,0.009643982999932632,0.06345318609171298,0.0018304950917325446,-0.00027300435755016637,0.0004391191234030686,0.0007238766722846993
624.0,0.010253840999894237,0.06375008177065804,0.0017487394851652583,-0.0003355255326489118,0.00043631978012847095,0.0007426462779064117
625.0,0.011121507999860114,0.06400746879977079,0.0016656280804731428,-0.00039369070764811505,0.00043258823023295875,0.0007620948980803483
626.0,0.009173178000082771,0.06423896336751715,0.0016011538784632075,-0.00043629659537671123,0.00042897683529472403,0.0007773740009444646
627.0,0.009335582999938197,0.06444158041633562,0.0015390931878229523,-0.00047697428292348343,0.0004249037522159943,0.0007923217058725308
628.0,0.010194787000045835,0.06471149954525567,0.0014767224918947094,-0.0005083582535113811,0.0004200411009970898,0.0008080124330956073
629.0,0.010302987999921243,0.06483713825934637,0.0014160181811904563,-0.0005387369344347326,0.00041480349201150114,0.0008232270872088123
630.0,0.01010660299994015,0.0650111596378579,0.0013597285204865303,-0.0005652801815773914,0.0004093586916937645,0.0008375382208068015
631.0,0.010410653000008097,0.06520675493185132,0.0013055701664513259,-0.0005869022214790052,0.0004034737558755807,0.0008516938826078012
632.0,0.010127806999889799,0.06538025211997345,0.0012561635066803394,-0.0006028190671895659,0.0003975297234486348,0.0008649164452784342
633.0,0.009129827999913687,0.0655141179209352,0.0012138419311671768,-0.0006152122506206969,0.00039202608905012563,0.0008763850020341941
634.0,0.010860699999966528,0.06564981372219296,0.0011661359403904448,-0.000627336253381465,0.00038534445335983,0.0008895681750959809
635.0,0.010019828000167763,0.06582058185382589,0.0011253852764411668,-0.0006299913332758905,0.00037905865200267807,0.000901252656643507
636.0,0.008705744000053528,0.0658361624819516,0.0010899416490153955,-0.0006382676996323209,0.00037357410873292576,0.0009110499727616332
637.0,0.010624834000054761,0.06600367676574925,0.0010499845866533562,-0.000642579622366318,0.00036679262037673556,0.0009226304218521677
638.0,0.011097100999904796,0.06614879675579419,0.0010112993079287984,-0.0006371554016342315,0.00035966184940685583,0.0009342822068586033
639.0,0.00916043899997021,0.06610341697792081,0.000978180548674839,-0.0006418216722691918,0.00035382522621668394,0.0009435461524795972
640.0,0.009086939999860988,0.06626171111787521,0.0009479801416278225,-0.000643137496116103,0.00034799303119016335,0.0009524348204344366
641.0,0.010291989000052126,0.06640663808922122,0.0009166050310789542,-0.0006358609142618012,0.0003413738671546154,0.000962191421624338
642.0,0.010529614000006404,0.06640312599074952,0.0008841371654033899,-0.0006311437137979098,0.00033467849716974747,0.0009718429187920633
643.0,0.009968902999844431,0.06643716209190258,0.000853776510184119,-0.0006293691539973993,0.0003283866867079345,0.000980656796432527
644.0,0.00990760800004864,0.06653692420017436,0.0008253383101927764,-0.0006254418324203265,0.000322151143842806,0.0009891156794150809
645.0,0.0100203459999193,0.0666169466639337,0.0007979603417092116,-0.0006189451465941311,0.0003158840002791308,0.0009973858548502012
646.0,0.00958105900008377,0.06665386801998338,0.0007722596837246802,-0.0006131993492912531,0.0003099538503117969,0.0010050311599638442
647.0,0.009774907000064559,0.0666975333225906,0.0007466458103675275,-0.0006079855204620479,0.0003039598836999748,0.0010125799265521523
648.0,0.011128489999919111,0.0667617791319092,0.0007186483068443882,-0.0006000765089206458,0.0002971939229154173,0.001020888966986309
649.0,0.0091272540000773,0.06679667636981161,0.0006961357155151717,-0.00059329002138742,0.00029171687219901887,0.0010274482526196032
650.0,0.010609463000037067,0.06680970605561591,0.0006698642534817544,-0.0005916700349675212,0.0002854223836688178,0.0010348338787363658
651.0,0.00933036100013851,0.06698049580195098,0.0006499297599281636,-0.0005776524364247976,0.00027990188864960626,0.0010410839540424387
652.0,0.010535372999811443,0.06686485990370591,0.0006245380908602243,-0.0005764241483913608,0.00027381610476762114,0.00104793120648696
653.0,0.009074532999875373,0.06702325185578129,0.0006054860604458125,-0.0005655912432584304,0.00026858532481111865,0.0010535985980021502
654.0,0.011207431999991968,0.066964090987158,0.0005801925609693733,-0.0005633625736349187,0.0002622464994125089,0.0010603845418515397
655.0,0.010337692000121024,0.06712352773664773,0.000560123596044881,-0.0005480129126843368,0.0002564226306418756,0.0010663823938476026
656.0,0.009112421000054383,0.0669859044771918,0.0005395455302108151,-0.0005490126661951177,0.0002514289062680299,0.001071486475866828
657.0,0.010169306000079814,0.06715383663835223,0.0005198319646039546,-0.0005426818574777785,0.00024584582846757207,0.001076973279464517
658.0,0.009908257000006415,0.06723252586507712,0.0005020955845754731,-0.0005297720861170438,0.0002404687971544414,0.0010821239081666312
659.0,0.009752185000024838,0.06714855038628288,0.00048268981111037744,-0.0005263023199029996,0.0002353023617627789,0.001087020437195107
660.0,0.009805405999941286,0.06723803257602336,0.0004647691400808258,-0.0005193412767462873,0.000230141753837419,0.001091753406765079
661.0,0.011097435000010591,0.0672701089790596,0.0004449523036694194,-0.0005116007026136687,0.00022437839777590457,0.0010969111520871368
662.0,0.009364620000042123,0.06730669235221401,0.0004287650218158161,-0.0005038215758511251,0.000219587451604173,0.0011010779613291443
663.0,0.010219138999900679,0.06730158583243895,0.0004106582676408976,-0.0005025390733619257,0.00021443882888940135,0.0011054595706853755
664.0,0.009491172000025472,0.06746985475812767,0.0003970369377378144,-0.0004888534399363325,0.0002096691441073899,0.0011093571989367877
665.0,0.010447281000097064,0.06736864819081728,0.0003795739702423109,-0.00048537042191731906,0.00020456195485251097,0.0011135051553927526
666.0,0.009025440999948842,0.06747817500390321,0.00036640196478159725,-0.0004757083127768291,0.00020018127274637593,0.001116930977866291
667.0,0.010368617000040103,0.06743664512583683,0.00035006346892289385,-0.00047374197553340977,0.0001952488354474577,0.0011207300595071734
668.0,0.009956607000049189,0.0675901341040053,0.0003374443026492985,-0.0004588477108936485,0.00019053197277764465,0.0011242155038923127
669.0,0.010399486000096658,0.06746031534267158,0.0003211915404496607,-0.00045724940486686623,0.00018576019243202974,0.0011277247511935265
670.0,0.009974198999998407,0.06759190080224019,0.00030812595032967327,-0.0004487086684689014,0.0001811994958752568,0.0011309283795350874
671.0,0.010627926000097432,0.06759529913396888,0.00029403163439984027,-0.0004427479217350531,0.00017643065335116705,0.001134203119333901
672.0,0.009333674999879804,0.0676649127924399,0.0002828523231064854,-0.0004339086100179249,0.00017229818814281986,0.0011369475150490725
673.0,0.013462941000170758,0.06765091570850428,0.0002658935780034147,-0.00043032728564732176,0.00016645650212668243,0.0011407555391868163
674.0,0.016452046000040355,0.06784340767044324,0.00025170228751101106,-0.0003901580226350259,0.0001593767378281402,0.0011451300325632438
675.0,0.014120500999979413,0.06725539331637238,0.00022187891069235514,-0.0004176953871075869,0.00015386751107937231,0.0011486841949657402
676.0,0.015517121000129919,0.06782926757606678,0.00020654371721426265,-0.00041679207968,0.0001473860812164278,0.0011521271168703304
677.0,0.010220028000048842,0.0682130534717814,0.00020449960716433348,-0.00038783035477459754,0.0001431264544918996,0.0011542379994434943
678.0,0.020061487999782912,0.06792584704184557,0.00018742497029081604,-0.0003949188387261714,0.00013534600048363746,0.0011583405658585819
679.0,0.01035009799988984,0.06866994335208655,0.0001952044407842604,-0.0003066562306582467,0.0001312585518008189,0.0011602804326687182
680.0,0.009393914999918707,0.06699044674200788,0.0001688631817532399,-0.00037396588961823664,0.00012837784923581984,0.0011621141665930522
681.0,0.010350988000027428,0.06843256705394735,0.0001704433706743809,-0.00034370934726268203,0.0001245069327999619,0.0011638620673610264
682.0,0.010184990999960064,0.06817229737381293,0.00016663273030477957,-0.00032405321246975103,0.00012100625619148933,0.0011655980315573478
683.0,0.0100242910000361,0.06797921270216824,0.0001587003698119208,-0.00032039604329748796,0.00011775785249019602,0.0011672684065360535
684.0,0.011159599999928105,0.06806661817372647,0.00015171744276684982,-0.0003114120989066549,0.0001141823608054364,0.001169039439182995
685.0,0.009120383000208676,0.068078643912567,0.00014618265234041277,-0.0003019970170843885,0.00011134216319250884,0.001170423160368841
686.0,0.008996589999924254,0.06802129104250684,0.00013935013564492379,-0.0003063274177819324,0.00010862521984860048,0.001171738305757049
687.0,0.010305341000048429,0.06829660387340084,0.0001374208469548685,-0.0002852982594214313,0.00010546841135069336,0.001173174356423273
688.0,0.010486039999932473,0.06807395723069824,0.00013064074909633434,-0.00027501613407940724,0.00010247676239048912,0.0011746153569212664
689.0,0.009220048000088354,0.06796758868336794,0.00012246180172744415,-0.0002773678269527324,9.994110043347825e-05,0.0011758198708987022
690.0,0.010016439000082755,0.06810894373688746,0.00011625114074856685,-0.0002778956115286145,9.716286251422069e-05,0.0011770465020655453
691.0,0.009942550999994637,0.0682988069761642,0.00011404526999662312,-0.00025849793883815696,9.439987122392275e-05,0.0011782023349612455
692.0,0.010465966000083426,0.06805065051449392,0.00010620909580094115,-0.0002580298092809864,9.169444058495095e-05,0.0011793959288795006
693.0,0.00984277599991401,0.06814222429348818,0.00010060635269747105,-0.00025220124703298545,8.915471097089767e-05,0.0011804413212186226
694.0,0.010967586000106166,0.06813129290556624,9.389816478207111e-05,-0.0002512562715586838,8.638867210472937e-05,0.001181544730043989
695.0,0.009245140999837531,0.06825193831663354,9.058968967618682e-05,-0.00023868534594464281,8.406577244707587e-05,0.0011824128318170253
696.0,0.010404633999996804,0.06809293982630865,8.302761633044967e-05,-0.0002452102374884717,8.158233878135924e-05,0.0011833553843822793
697.0,0.00920675200018195,0.0683563353962959,8.166471710646965e-05,-0.0002266913463084454,7.932474893689716e-05,0.001184119799055
698.0,0.010196138999845061,0.06808182961956605,7.388703386885085e-05,-0.00024145275083352967,7.701337245987424e-05,0.0011849524638620006
699.0,0.009485060999850248,0.06854934539458932,7.584990841483307e-05,-0.00021296040922361796,7.472317838963657e-05,0.0011856532868853447
700.0,0.010282785000072181,0.06810662972427584,6.842227929867027e-05,-0.00022095465003112532,7.253335228806271e-05,0.0011864332351858497
701.0,0.010986974000161354,0.06837334008493301,6.654736697083741e-05,-0.00020419765645489593,7.010572929295599e-05,0.001187184988989536
702.0,0.009029034000150205,0.06815074938344637,6.077327990434076e-05,-0.0002055701721492261,6.826202171007374e-05,0.0011877858474285362
703.0,0.009974827999940317,0.06823424131739078,6.0043046558751016e-05,-0.0001570386847979414,6.621149460096708e-05,0.0011883920504425743
704.0,0.010351025000090885,0.0670795073031332,3.312602583681362e-05,-0.00021619802792149183,6.458598324864219e-05,0.0011890135575185856
705.0,0.009745832999897175,0.06804630088057051,2.44627196155459e-05,-0.00023426810780456209,6.247895337361223e-05,0.0011893363982343414
706.0,0.01031819199988604,0.06852410462100529,2.829387815761051e-05,-0.00019986074363276385,6.0061730057834756e-05,0.001189588809272174
707.0,0.009858387000122093,0.06796704635309549,1.817714307582278e-05,-0.00022016668574291367,5.8091425500970785e-05,0.0011898677412727858
708.0,0.009624318000078347,0.06843823050450815,1.93822490312629e-05,-0.00020264835986104888,5.597247130435767e-05,0.0011900426838780806
709.0,0.010313228999848434,0.06823552200946374,1.4237951301795699e-05,-0.00021003890692668846,5.388251236266698e-05,0.001190242577450872
710.0,0.010606149000068399,0.06852236848133586,2.0401877243995066e-05,-0.00018728867821193868,5.165480841999102e-05,0.0011903935872838347
711.0,0.010367154000050505,0.06835930825488219,1.716127291488193e-05,-0.00019237138700544006,4.9713157850501946e-05,0.0011906050966871134
