tick,tick_dt,input_force,output_position,output_ang_vel,output_speed,output_angle
3702.0,0.009952048999991803,0.09456944836159233,-0.0015606580773807103,0.001126824044732288,0.0020406741999007398,-0.0012172568294684307
3703.0,0.010247641000006524,0.09600705710202392,-0.001539745980782152,0.00175825690110895,0.0025514944783107,-0.0012057095411878388
3704.0,0.004749162999985401,0.09600705710202392,-0.0015276285176110919,0.0020558670584586314,0.0027884802509553757,-0.0011973592925686232
3705.0,0.009987196999986736,0.09572932823082723,-0.001499779416014228,0.0023870460485800483,0.0031199411939892337,-0.0011768269432500136
3706.0,0.010309457000005295,0.09572932823082723,-0.0014676145164322508,0.003334202958706391,0.0037928039526024834,-0.0011522177946551452
3707.0,0.009385549999990417,0.0931851355779796,-0.001432016965294939,0.0038445120827468736,0.004211050441727408,-0.0011209244660760904
3708.0,0.004853367999999136,0.0931851355779796,-0.001411579187834677,0.004113242328154254,0.004427746298069287,-0.0011022656341580766
3709.0,0.010790066999987857,0.0909214337552527,-0.001363803508619561,0.004353354254719849,0.004697513411689369,-0.0010578834738501062
3710.0,0.010364084999991974,0.0909214337552527,-0.0013151180803322102,0.005173327756298075,0.00528256726025455,-0.001012764940319113
3711.0,0.008800938999996788,0.08611679194695279,-0.0012686265281113298,0.00547856982369643,0.005556226838568575,-0.0009672347983089433
3712.0,0.006169884999991382,0.08611679194695279,-0.001234345247483496,0.005700882330377677,0.005748965059673598,-0.0009334326525323133
3713.0,0.00926917900000035,0.08296864302279491,-0.0011810570612806337,0.0059497017364484595,0.005982345878374339,-0.0008805901537541035
3714.0,0.010184105000007548,0.08296864302279491,-0.0011201322227089071,0.006249923747755174,0.006241446871161722,-0.0008199977665513851
3715.0,0.009796863999980587,0.07802075879453033,-0.0010589856165490314,0.006380418955065878,0.00639627064960877,-0.0007587681135843787
3716.0,0.005511921999982405,0.07802075879453033,-0.001023729871637611,0.006460082850866211,0.006484168466235323,-0.0007235997419768464
3717.0,0.009295363999996198,0.07483643624536387,-0.0009634571655066566,0.006504371075753567,0.006575535125238409,-0.0006635509204079118
3718.0,0.009812733999979173,0.07483643624536387,-0.0008989331884151723,0.006586177184284153,0.006674895022252932,-0.0005997252572043837
3719.0,0.006629218000000492,0.0705764864062681,-0.0008546838541855395,0.00653953181124762,0.0066865812917192,-0.0005560640528631347
3720.0,0.009299661000000015,0.0705764864062681,-0.0007925009149236088,0.006492017604780409,0.006705274273409048,-0.0004952486239198157
3721.0,0.010034845000006953,0.0681316218052575,-0.0007252145269074148,0.006387754474481807,0.006679458077867934,-0.00043010223351852783
3722.0,0.009723141999984364,0.0681316218052575,-0.0006602692075333622,0.006288996072415393,0.006656499161823172,-0.00036799318970210575
3723.0,0.010214252999986684,0.0647530928420623,-0.000592278041000301,0.00609016040725543,0.00656633602298172,-0.00030375579270253237
3724.0,0.00927975300001549,0.0647530928420623,-0.0005313440645919266,0.005922593037078819,0.006486469346389778,-0.00024724060839272826
3725.0,0.010090881999985868,0.06229460564178982,-0.00046588986782098194,0.0056707177001601855,0.00635254780528733,-0.00018747642092162796
3726.0,0.0048536449999971865,0.06229460564178982,-0.000435056855928606,0.005554466025428302,0.006288690765992365,-0.00015995277030984994
3727.0,0.010438123000000132,0.060973388978563386,-0.0003694147282042126,0.005130745127375141,0.006038408311898231,-0.00010197457073710746
3728.0,0.01029410499998562,0.060973388978563386,-0.00030725471900874634,0.005009928824314899,0.005968100870596044,-4.915814166774316e-05
3729.0,0.00989562299997715,0.059335087085796184,-0.00024819664276749245,0.004701697886814982,0.005785501605718426,4.1822523439582647e-07
3730.0,0.010284549000004972,0.059335087085796184,-0.00018869536801387386,0.004400375909094188,0.005597821696036083,4.877306753456434e-05
3731.0,0.01021693799998502,0.05877370005646873,-0.0001315027708105022,0.004094224487428934,0.005401771716167687,9.373143537440737e-05
3732.0,0.008591013000000203,0.05877370005646873,-8.50960797738722e-05,0.0038425478730504457,0.005238059172485575,0.00012890497117082851
3733.0,0.0067420880000099714,0.0583457758929483,-4.978062388371504e-05,0.003638705461423068,0.0051044943459105175,0.00015481176707518577
3734.0,0.008714661999988493,0.0583457758929483,-5.2966809782525385e-06,0.0033814256526778414,0.004932914305206623,0.00018652185528899998
3735.0,0.010610216000003447,0.05839795583102417,4.704260530949666e-05,0.003085932305885675,0.004726750046363569,0.00022239951185186452
3736.0,0.008796587000006184,0.05839795583102417,8.862187331961705e-05,0.0028397193874850194,0.004556591252810317,0.00024954518385671755
3737.0,0.007226069000012103,0.05837480381263015,0.000121548116117276,0.0026395931343033935,0.00441703445484551,0.0002700651920913564
3738.0,0.008950605999984873,0.05837480381263015,0.00016108325121095613,0.002398294021191428,0.004245027625164882,0.0002936911502367712
3739.0,0.00911208699997701,0.05879906173727284,0.00019976431224876434,0.0021748771471898076,0.0040784912585630625,0.0003155446140093922
3740.0,0.004733460000011291,0.05879906173727284,0.0002190696874815683,0.0020557831246426224,0.00399207234176655,0.00032583930799055387
3741.0,0.006543311000001495,0.05907277646904425,0.0002451910583482511,0.0018959468395849807,0.00387644145706216,0.00033929093632364537
3742.0,0.009065087000010408,0.05907277646904425,0.0002803313374069667,0.0016961981074367183,0.003717266548863573,0.000356477859371878
3743.0,0.011021437000010792,0.05941614853415968,0.00032130095648751414,0.0014546522408640104,0.0035316968339330953,0.0003751723999525293
3744.0,0.009177735000008624,0.05941614853415968,0.00035371393412972157,0.0012589252108571349,0.0033777025131582943,0.0003885228127363479
3745.0,0.010477272000002813,0.060192332066420835,0.0003891030420951741,0.0010621888706357065,0.003218540798109395,0.000401712914598159
3746.0,0.0100830300000041,0.060192332066420835,0.00042155568551874826,0.000881243524613513,0.0030659210408020853,0.0004124229968464493
3747.0,0.009527420000011944,0.06089617538338316,0.0004507660029613435,0.0007294699351484453,0.0029352523930381846,0.00042081897402773314
3748.0,0.004752793999983851,0.06089617538338316,0.0004647166529234136,0.0006549661935365592,0.002870150518991014,0.00042428599435867525
3749.0,0.009837419999996655,0.06142802748403932,0.0004929515290419366,0.0003772356285805292,0.0026566533597045115,0.0004307291718902935
3750.0,0.010363364000028241,0.06142802748403932,0.0005204833948304524,0.00038737162913854363,0.0026156987637682943,0.00043463860202305293
3751.0,0.010097919999992655,0.06193268833446176,0.0005468965116910643,0.0002570357152452408,0.0024985345581777893,0.0004385502497443608
3752.0,0.0052761629999906745,0.06193268833446176,0.00056007918728112,0.00019331288325910573,0.0024374410513483494,0.00043990641207481383
3753.0,0.009275438999992502,0.06274279667056025,0.0005826875230689792,9.933924596622224e-05,0.002344890003901182,0.00044169947393139634
3754.0,0.010024474999994482,0.06274279667056025,0.0006061938142908236,2.3965224385440755e-05,0.002245502220575441,0.00044269529771910306
3755.0,0.009812901000003649,0.06300903929161897,0.0006282287052766187,-6.680936876471777e-05,0.002152827411777117,0.0004429304660934403
3756.0,0.005555329999992864,0.06300903929161897,0.0006401883719820711,-0.00011349584289118538,0.0021004634840045607,0.00044255931800286105
3757.0,0.010277900999994927,0.06370225052755654,0.0006617767277247744,-0.00018410638999326643,0.0020175427742059487,0.00044139281896571445
3758.0,0.008808827000024166,0.06370225052755654,0.0006795489129879035,-0.00022282849853846653,0.0019469295010537022,0.00043977105762666477
3759.0,0.006651199000003771,0.06389491494466204,0.0006924983285383897,-0.0002677610642327809,0.001895669563003034,0.00043828898094001336
3760.0,0.009300271999990173,0.06389491494466204,0.0007101285710964205,-0.00032305433974452735,0.0018240902896200593,0.00043579873021164163
3761.0,0.009347735000005741,0.06457255460175211,0.0007271796837398724,-0.00034859865627515107,0.0017648659942232831,0.00043277890385310795
3762.0,0.0055262930000026245,0.06457255460175211,0.0007369328503296912,-0.0003716857292788413,0.001729633492862881,0.00043085244553912427
3763.0,0.00978079099999718,0.06468275704083296,0.0007538500340299782,-0.0004100229446900898,0.00166927921727835,0.0004272170651033664
3764.0,0.009891420000002427,0.06468275704083296,0.0007703615758653537,-0.00042813021196587094,0.0016085855819901946,0.000423161355947799
3765.0,0.010875160000011874,0.06476109384721684,0.0007878552014432093,-0.00047074077640815016,0.0015427935427679276,0.00041850537139183114
3766.0,0.009266975999992155,0.06476109384721684,0.0008021522321769826,-0.0005003382471124736,0.0014867510150467428,0.00041414302791463914
3767.0,0.0097264569999993,0.06533091831874549,0.0008166130519945401,-0.0005175754980105025,0.0014386969844719095,0.00040927650946864466
3768.0,0.010415104000003339,0.06533091831874549,0.0008315972307123062,-0.0005324258640921738,0.001387137134182588,0.00040388590682901177
3769.0,0.010052604999998493,0.06555586376260282,0.0008455415724030737,-0.0005426652965052293,0.0013416143561387414,0.0003985336399255103
3770.0,0.004981052000005093,0.06555586376260282,0.0008522242232749541,-0.0005487962603182657,0.0013189886660011157,0.00039583059586501955
3771.0,0.010053679000009197,0.06569879040224563,0.0008654849119275797,-0.0006342205813218793,0.0012276242652546566,0.0003903131744273742
3772.0,0.01025241900001106,0.06569879040224563,0.0008780710302695512,-0.0005530001605455123,0.0012321980752535093,0.00038381087928923176
3773.0,0.008893142999994552,0.06558300557399996,0.0008890291439570987,-0.000577082446221103,0.0011914595703546714,0.0003788929697824806
3774.0,0.006093681000010065,0.06558300557399996,0.0008962895185032491,-0.000587237497720853,0.0011636203683061885,0.00037537641344450375
3775.0,0.009571531000005962,0.06613473790381454,0.0009074271469307301,-0.0005894693877231987,0.0011301353563201405,0.0003697556515307027
3776.0,0.009844974999992928,0.06613473790381454,0.00091855330126031,-0.0005763132407111441,0.0010958607487116987,0.0003639523401453067
3777.0,0.00990619699999229,0.06599414346284362,0.0009294091137216072,-0.0005879696574486657,0.0010579444999602875,0.0003582432676491181
3778.0,0.010141790000005813,0.06599414346284362,0.0009401385646718656,-0.000594403610277591,0.001019052453985305,0.0003522802028568984
3779.0,0.010005049000000099,0.06635669626380927,0.0009503342344075588,-0.0005900108725905592,0.0009876758168014732,0.00034633316561029413
3780.0,0.0048497749999967255,0.06635669626380927,0.000955124239891984,-0.0005885385176733299,0.0009724051764312517,0.00034347174563067816
3781.0,0.01021899299999518,0.06640014753419454,0.000965061241583094,-0.0007868910518134593,0.0008146606269866146,0.00033745747463834685
3782.0,0.010380419999989954,0.06640014753419454,0.0009735177610486703,-0.0005697576496923753,0.0009088771489163961,0.0003292892150262893
3783.0,0.0093926979999992,0.06629009140682851,0.0009820545696275424,-0.0005846252580992252,0.0008770844300033004,0.00032393765348953944
3784.0,0.004778831000010086,0.06629009140682851,0.0009862460078912685,-0.0005876359020194963,0.0008609700005752633,0.000321143828182746
3785.0,0.010526214999998729,0.06676765079975952,0.0009953087632258728,-0.0008662478397517533,0.0006591227257984857,0.0003149582463363706
3786.0,0.009950992999989694,0.06676765079975952,0.0010018676888564277,-0.06781760962543265,0.001906010887063083,0.00030633822014674466
3787.0,0.009991900999978043,2.055107436458095,0.0010209123609448423,0.0641654503016282,0.040259901755986725,-0.0003712886212857364
3788.0,0.004849849000009954,2.055107436458095,0.0012161668052166135,0.09564281826304834,0.05942199200849304,-6.009587630519651e-05
3789.0,0.009817142000002832,-0.5405543546529201,0.0017995209386870233,0.11234667078799411,0.046932175001637134,0.0008788432518636132
3790.0,0.00479355299998474,-0.5405543546529201,0.0020244928069619297,0.06845081787003615,0.04174484914334567,0.0014173829726577005
3791.0,0.009978752999984408,-0.522092287393785,0.0024410543455849866,0.048047496772567276,0.030126289501571642,0.00210043677682971
3792.0,0.004866534000001366,-0.522092287393785,0.0025876649577382693,0.03889577356601759,0.024451918663791247,0.0023342615534883648
3793.0,0.007346680000011929,-0.368873017790011,0.0027673053795474628,0.028811877792531086,0.018132885197807973,0.002620016355230819
3794.0,0.007935162000023865,-0.368873017790011,0.002911192761119904,0.017979432514511274,0.011315047999501972,0.002848643273039443
3795.0,0.010589697999989767,-0.2813682162806806,0.0030310157022900184,0.006578959296529175,0.004066975973931293,0.003039040033579314
3796.0,0.008963383999997632,-0.2813682162806806,0.003067469569663129,0.00023581000658977753,-4.536701557964832e-05,0.003098009772074459
3797.0,0.010756955999994489,-0.19959401884715436,0.0030669815586726874,-0.0038444376604584076,-0.0028720995650034884,0.003100546369939704
3798.0,0.010295568000003641,-0.19959401884715436,0.003037411662298413,-0.007544663042718902,-0.005433629430452155,0.0030609657005846794
3799.0,0.009009179999992512,-0.16678750524034988,0.0029884591167062126,-0.009834013601135675,-0.007089415768150858,0.0029929944731935335
3800.0,0.005224497000000383,-0.16678750524034988,0.002951420485293753,-0.011166945424780023,-0.008050679525262255,0.002941616698636437
3801.0,0.01023749399999474,-0.14747706970979002,0.002869001701958,-0.013163968679766928,-0.00954537406699473,0.002827295161851983
3802.0,0.01004660499998522,-0.14747706970979002,0.0027731030991298014,-0.015134205627861278,-0.01101803074217965,0.0026950419682941875
3803.0,0.009703346000009105,-0.12108767910293139,0.0026661913345996952,-0.01625196438852663,-0.011935768781397621,0.0025481895346517645
3804.0,0.005481682000009869,-0.12108767910293139,0.0026007632457144283,-0.016890526490680652,-0.012456244936143899,0.0024591014339983767
3805.0,0.0096247529999971,-0.10425382856880544,0.0024808749648965785,-0.01752248043329089,-0.013053639102789416,0.0022965342884856675
3806.0,0.009768438000008928,-0.10425382856880544,0.0023533613006464877,-0.01818399350838828,-0.01366701896430031,0.002125367024766696
3807.0,0.006738568999992367,-0.08530505216922502,0.002261265150331346,-0.018255133821127152,-0.01383883600636612,0.0020028329298150084
3808.0,0.009471587000007275,-0.08530505216922502,0.002130189411118216,-0.0183869892126144,-0.01408681326928079,0.0018299278416314274
3809.0,0.009145475999986274,-0.07243167629561609,0.0020013587984477202,-0.018154511206440363,-0.014098320619308557,0.0016617700730754558
3810.0,0.00956001299999798,-0.07243167629561609,0.001866578670048991,-0.01795830884686161,-0.014116383008501796,0.001488212709933277
3811.0,0.0068531259999815575,-0.06055362992652402,0.0017698373186277295,-0.01756779863249324,-0.013970751442514385,0.0013651421566591507
3812.0,0.009029346999994914,-0.06055362992652402,0.0016436905560025877,-0.017088735424878175,-0.013784262064096484,0.001206516406780333
3813.0,0.01009543799997914,-0.05311719521590291,0.001504532392959037,-0.016338343625787982,-0.013433416818407169,0.0010339981378004284
3814.0,0.008843512999987979,-0.05311719521590291,0.0013857337966911962,-0.015716335912860212,-0.013130755759988216,0.0008895097835475015
3815.0,0.007191311000013911,-0.046429207047986476,0.001291306448355897,-0.01507098156048594,-0.01279211605330715,0.0007764887242174362
3816.0,0.008972087000017837,-0.046429207047986476,0.0011765344702113004,-0.014292591521574409,-0.012374298984840314,0.0006412705664810918
3817.0,0.010025308999985327,-0.0428494872797473,0.0010524782992300714,-0.013332820720423253,-0.011841743501493151,0.000497982920066738
3818.0,0.008817420999974956,-0.0428494872797473,0.0009480646614036887,-0.012516574092067011,-0.011377175610135647,0.00038042182665757674
3819.0,0.005578995999997005,-0.0428494872797473,0.0008845914441834785,-0.012009047540975737,-0.011084723229839909,0.0003105919098642687
3820.0,0.010491678999983378,-0.04036540092917018,0.0007682940862523392,-0.011001736513788293,-0.010487894976050741,0.00018459683796881153
3821.0,0.009377624000023843,-0.03913407923799889,0.0006699425506151963,-0.010070145669581093,-0.009935716840146984,8.14266895951718e-05
3822.0,0.004989423000012039,-0.03913407923799889,0.00062036905649136,-0.009591778560119434,-0.009642488329629426,3.1182473177892255e-05
3823.0,0.01041882699999519,-0.039652853256016085,0.0005199056387354784,-0.008628865647248771,-0.009045101441439135,-6.87526082622551e-05
3824.0,0.010075733999997283,-0.039652853256016085,0.0004287696026085457,-0.0076952828316615195,-0.008471510223177582,-0.0001556947632456481
3825.0,0.009816197999981569,-0.041009277401411526,0.0003456115808989665,-0.006868501395267015,-0.00794125600828628,-0.00023123318318709642
3826.0,0.004730367999997043,-0.041009277401411526,0.0003080465175975849,-0.006469837317916676,-0.007686446763979092,-0.00026372372239520257
3827.0,0.010744714999987082,-0.04218690213655446,0.00022545783775605656,-0.005221239016569714,-0.006877754412572813,-0.00033324028047249804
3828.0,0.009801826999989771,-0.04218690213655446,0.00015804327885560158,-0.004851700394728247,-0.006635075321550587,-0.0003844179620385111
3829.0,0.0090054949999967,-0.04526973731287859,9.829114122277628e-05,-0.004256035296433501,-0.006231830614399247,-0.00042810992568471836
3830.0,0.005018683000002966,-0.04526973731287859,6.701555885939274e-05,-0.003925457213235008,-0.006007552923399874,-0.00044946961767434177
3831.0,0.010975179000013213,-0.04687746205837301,1.0815901730264551e-06,-0.003263440440262645,-0.00554723469806687,-0.000492552213246489
3832.0,0.009382253000012497,-0.04687746205837301,-5.0963969214684855e-05,-0.0027029264448480165,-0.005167880133477364,-0.0005231706371075053
3833.0,0.009885476000022209,-0.049902409132063105,-0.0001020509242451669,-0.002228127072015146,-0.0048208765202632994,-0.0005498903516078758
3834.0,0.005873256000000993,-0.049902409132063105,-0.00013036516619306725,-0.0019430464347510203,-0.00461516657237283,-0.0005629767123023534
3835.0,0.009506993999991664,-0.05172607808431154,-0.00017424152710557783,-0.0015475769582080584,-0.004317165765972721,-0.0005814492430992365
3836.0,0.0096640129999912,-0.05172607808431154,-0.0002159626731910552,-0.0011337768273029772,-0.004015307960462562,-0.0005964050469418461
3837.0,0.010220086000003903,-0.0543835338003478,-0.0002569994658634828,-0.00080310430511404,-0.0037500361666375926,-0.000607992343621694
3838.0,0.009892419999999902,-0.0543835338003478,-0.0002940963986390515,-0.00047958570646190334,-0.0034937477169987687,-0.0006159369887116902
3839.0,0.01029167900000516,-0.05660420382245064,-0.0003300529286494037,-0.00021991002902821562,-0.003272736083345048,-0.0006208727308555868
3840.0,0.004837996999981442,-0.05660420382245064,-0.00034588641600235805,-9.725038606692498e-05,-0.0031688847975449553,-0.0006219366549162911
3841.0,0.010219419999998536,-0.0581690503144125,-0.0003782705806800803,0.00031508408448798614,-0.0028492163749663153,-0.0006229304974566711
3842.0,0.009763012999997045,-0.0581690503144125,-0.0004060875171886809,0.0003130248078838597,-0.002802311629403923,-0.0006198543274437227
3843.0,0.00995056799999361,-0.06047227892959911,-0.0004339721096142375,0.000433105046322649,-0.002664822659338536,-0.0006167395528071894
3844.0,0.004747312000006332,-0.06047227892959911,-0.0004466228542028041,0.0004930418851160455,-0.0025992727551367367,-0.0006146834680235186
3845.0,0.01078510499999652,-0.06126850969021287,-0.0004746562837905841,0.0009678427913121397,-0.002231291065733932,-0.0006093659595231458
3846.0,0.01109386300001347,-0.06126850969021287,-0.0004994099211869903,0.0007288921534301693,-0.002331387978047027,-0.0005986288441907783
3847.0,0.008050883999999314,-0.06332525177806607,-0.0005181796553572398,0.0007535301490680717,-0.0022650339452222074,-0.0005927606180150022
3848.0,0.005205811999985599,-0.06332525177806607,-0.0005299709962496524,0.0007721549144255532,-0.002222125614567891,-0.0005888378817226328
3849.0,0.009992272000005187,-0.06353309853946273,-0.0005521750798085935,0.000803014585340664,-0.002143605818142052,-0.0005811222997915519
3850.0,0.0103860670000131,-0.06353309853946273,-0.0005744387134574347,0.0008551657829939061,-0.002062272418444952,-0.000572782136506216
3851.0,0.009375697999985277,-0.06459961637024805,-0.0005937739568464738,0.0008512507852799808,-0.002007775467871351,-0.0005647643603849443
3852.0,0.010199604999996836,-0.06459961637024805,-0.0006142524735474454,0.0008565360236472626,-0.0019484048873013866,-0.0005560819386191513
3853.0,0.010782419000008758,-0.06477668037714018,-0.0006352609914239938,0.0008607275914399894,-0.0018891450500349877,-0.0005468464083235852
3854.0,0.009561364999996158,-0.06477668037714018,-0.0006533237967853143,0.0008642614461825557,-0.0018362275075714438,-0.0005386166776562599
3855.0,0.010383660000002237,-0.0652471855400784,-0.0006723905589065877,0.0008533739801899184,-0.0017880901045074444,-0.00052964248064799
3856.0,0.010463976000011144,-0.0652471855400784,-0.000691101090846011,0.000847644472666442,-0.0017393277644443142,-0.0005207127958002487
3857.0,0.008526012999993782,-0.0655438342026998,-0.0007059306219769133,0.0008338625772764352,-0.0017043149036888147,-0.0005134857680069218
3858.0,0.004895274999995536,-0.0655438342026998,-0.000714273712117061,0.000825944447900143,-0.0016841197944537662,-0.0005094037813789486
3859.0,0.010721807999999555,-0.0655844495869081,-0.0007323305212021931,0.0008958423953062325,-0.0015863931296242976,-0.0005005481635898977
3860.0,0.01055438299999878,-0.0655844495869081,-0.0007490739218808146,0.0008098349302341427,-0.001597472561238158,-0.0004910930998421994
3861.0,0.00903278999999202,-0.06614472459843798,-0.0007635035560572283,0.000774566204147134,-0.0015698392291554051,-0.00048377803098273615
3862.0,0.0050064780000127485,-0.06614472459843798,-0.0007713629216215518,0.0007599689411559734,-0.001554602138480142,-0.00047990018232212014
3863.0,0.01037301200000229,-0.06575196385995123,-0.0007874888282592355,0.000744314088303595,-0.0015133367629917543,-0.0004720170153758802
3864.0,0.010237955999997439,-0.06575196385995123,-0.0008029823034519237,0.0007463377850310914,-0.0014753427836360486,-0.0004643967604896498
3865.0,0.008969939000024851,-0.06613654597424781,-0.0008162160382252659,0.0007161796237355042,-0.0014468349331175992,-0.00045770215608450723
3866.0,0.006368885000000546,-0.06613654597424781,-0.0008254307635282754,0.0007020344405904218,-0.0014267070701441571,-0.00045314089042159213
3867.0,0.00942738300000201,-0.06571261866371059,-0.0008388808775073351,0.0006933827995300221,-0.0013886496688589238,-0.00044652254287095406
3868.0,0.009375160999979926,-0.06571261866371059,-0.0008518996917254564,0.0006977031730799837,-0.0013509615723855148,-0.0004400219674907433
3869.0,0.009818067999987079,-0.06591581240487394,-0.0008651635243085068,0.0006839934509120046,-0.001314753258383361,-0.0004331718702936373
3870.0,0.006153885000003356,-0.06591581240487394,-0.0008732543646639777,0.0006790146483590174,-0.001292061704359235,-0.00042896265325596936
3871.0,0.009646437999975888,-0.06577595570890644,-0.0008857181577872223,0.0006716219948818937,-0.0012533810919498252,-0.00042241258054949866
3872.0,0.009506808999987015,-0.06577595570890644,-0.0008976338124325844,0.0006810591116529873,-0.0012155496058163194,-0.00041602759852396625
3873.0,0.009966346000027215,-0.06599438300031477,-0.0009097484003843466,0.000668877664793945,-0.0011793988092014176,-0.0004092399277707614
3874.0,0.004795459999996865,-0.06599438300031477,-0.0009154041601979159,0.0006662669168823304,-0.0011620440697246853,-0.0004060323516843507
3875.0,0.010808364000013171,-0.06583110263779368,-0.000927963955487557,0.0009615764643317531,-0.0009317983838875629,-0.00039883109632552
3876.0,0.009496957000010298,-0.06583110263779368,-0.0009368132046720163,0.0006782309580726191,-0.0010813641986834673,-0.0003896990459915394
3877.0,0.010538586999985,-0.06641814956858758,-0.0009482092553585111,0.0006562145939726308,-0.0010509102536245415,-0.0003825514500338079
3878.0,0.010453881999978876,-0.06641814956858758,-0.00095919534714247,0.0006420104923437924,-0.0010206309964761234,-0.000375691460101754
3879.0,0.00928177200000846,-0.0661122840283225,-0.0009686686113479028,0.0006395679937178847,-0.0009878748970584316,-0.0003697324650902057
3880.0,0.00482840399999418,-0.0661122840283225,-0.0009734384704523535,0.0006387080087579926,-0.0009707803452688524,-0.00036664437243107004
3881.0,0.010724307999993243,-0.06609955240554076,-0.0009838494178753565,0.0009192861246035297,-0.0007564780020737696,-0.00035979467102308695
3882.0,0.009596087000005582,-0.06609955240554076,-0.0009911086465968467,0.0006521004111439702,-0.0008978941890432661,-0.0003509731213934935
3883.0,0.009905346000010695,-0.0667174044767688,-0.0010000025992107193,0.0006287995492327474,-0.0008736721030075383,-0.00034451384119436326
3884.0,0.004901497000020072,-0.0667174044767688,-0.0010042849004026119,0.0006200680492943168,-0.0008617115071835765,-0.000341431782090185
3885.0,0.010569530999987364,-0.06636499336784991,-0.0010133927868908345,0.0007692870923794301,-0.0007296310712052385,-0.000334877953621067
3886.0,0.00952780900001926,-0.06636499336784991,-0.0010203445723777575,-0.07154924820473887,-0.002068015960624497,-0.00032754833313869565
3887.0,0.010102733999985958,1.978269508772915,-0.001041237187535672,0.05942386516561869,0.03511752090069321,-0.0010503913556501453
3888.0,0.009806141999973761,1.978269508772915,-0.0006968697908964281,0.1205324681389176,0.07234938453584343,-0.0004676724956487942
3889.0,0.01028762400000005,-0.8546455177817527,4.7433473839747216e-05,0.08966013503159953,0.05348737080615281,0.000772320216356376
3890.0,0.009598641999986057,-0.8546455177817527,0.0005608395977285136,0.06103573702817965,0.03592003565833197,0.0016329357541951086
3891.0,0.01052838300000758,-0.6279021069172714,0.0009390194905133621,0.03759418399735163,0.021425572392419483,0.0022755433703155283
3892.0,0.010644400999979098,-0.6279021069172714,0.0011670818747123565,0.013992438347000005,0.006787764078556234,0.002675710940050336
3893.0,0.009102308999985098,-0.40952812787544207,0.0012288662007743745,0.003230586983450181,-6.005101309548269e-06,0.002803074437547971
3894.0,0.004853182000005063,-0.40952812787544207,0.0012288370569247908,-0.000996536982806138,-0.002713773612350809,0.002818753064145502
3895.0,0.009817420000018728,-0.3330181136279471,0.001202194801587375,-0.008815887922248074,-0.007737997450120464,0.0028089696420397427
3896.0,0.01035529000000679,-0.3330181136279471,0.0011220655939720645,-0.01717760560862288,-0.013108990016498904,0.0027176785659973066
3897.0,0.010023549000010235,-0.23509877521018896,0.0009906669902010428,-0.022069531901454664,-0.016329997409555975,0.0025454979944764247
3898.0,0.005070884999980763,-0.23509877521018896,0.0009078594512872007,-0.0245534747991659,-0.017961816294886277,0.0024335859362007413
3899.0,0.009274069000014151,-0.17589911194468844,0.0007412803276028467,-0.027355055183914706,-0.019862112623019457,0.002205875316723168
3900.0,0.010252049999991186,-0.17589911194468844,0.0005376529558861952,-0.030494674243473147,-0.021974665461116327,0.0019254299232251562
3901.0,0.009948976000003995,-0.11022150728080593,0.0003190275366054321,-0.0314936228927864,-0.022735956947144073,0.001622039141048902
3902.0,0.0054159789999914665,-0.11022150728080593,0.00019589007123498972,-0.03205449731619122,-0.023154070921782222,0.0014514703408279204
3903.0,0.010012661000018852,-0.07121557523892008,-3.5943791675209686e-05,-0.03189261014537944,-0.02316237559430938,0.0011305195256748836
3904.0,0.010701382000007698,-0.07121557523892008,-0.0002838132209375697,-0.03178103517633125,-0.023186020231122595,0.0007892245215318572
3905.0,0.00948775300000193,-0.029340746998777534,-0.0005037964539435086,-0.030466281977597976,-0.02242708202537402,0.0004876939096944536
3906.0,0.010135086000019555,-0.029340746998777534,-0.000731096859000167,-0.029125633786380892,-0.02162861614132096,0.00017891552175065226
3907.0,0.011556270999989238,-0.0031708614699571536,-0.0009810430084840134,-0.026692598078759098,-0.020131703623145678,-0.000157668195331208
3908.0,0.008226236000012932,-0.0031708614699571536,-0.0011466511535703251,-0.02500224241042306,-0.019073044091734884,-0.0003772478065805721
3909.0,0.01049545700001886,0.012046653936639506,-0.0013468314676945924,-0.022388865649565288,-0.01741513577399782,-0.0006396577667032153
3910.0,0.009480235000012271,0.012046653936639506,-0.0015119310473892123,-0.02006514257273538,-0.015925609124367957,-0.0008519094744447967
3911.0,0.012110363000005009,0.018365098520707668,-0.0017047959548815003,-0.016921799020349397,-0.013881642185919373,-0.0010949056346474765
3912.0,0.008257920999994894,0.018365098520707668,-0.001819429459403019,-0.01480015452976419,-0.012492456055402192,-0.001234644514135313
3913.0,0.009760142000004635,0.01796008319661896,-0.001941357604432562,-0.012343837527467498,-0.01086361727929146,-0.0013790961239678232
3914.0,0.009672530999978335,0.01796008319661896,-0.002046436279338409,-0.009927119473112842,-0.009254115008922209,-0.0014984922751109485
3915.0,0.009971253000003344,0.012380194356117202,-0.002138711401383501,-0.007645786234291244,-0.007709169130159333,-0.0015974780949386165
3916.0,0.009998697000014545,0.012380194356117202,-0.0022157930476378296,-0.00537342260006387,-0.0061629717032442915,-0.0016739259948221768
3917.0,0.009575364999989233,0.0035478567575298048,-0.002274805751180999,-0.0034853256845052785,-0.004852334113942879,-0.0017253784775169796
3918.0,0.0047591999999951895,0.0035478567575298048,-0.0022978989796960526,-0.0025487396877932173,-0.004201214953244406,-0.0017419658395146603
