tick,tick_dt,input_force,output_ang_vel,output_angle,output_speed,output_position
753.0,0.011868258999925274,0.006426663947804667,-0.017487995817171708,-0.0006123498726819127,-0.014504910693933561,-0.000808526483934964
754.0,0.008322814999928596,0.006426663947804667,-0.01574468810644291,-0.0007578992265877579,-0.013409141785149684,-0.000929248172231059
755.0,0.00984975900007612,0.006689316614297558,-0.013526507258714893,-0.0009129806099675854,-0.01196847548939476,-0.001061324987212634
756.0,0.009993241000074704,0.006689316614297558,-0.011301112903403002,-0.0010481542568931833,-0.010512189576611415,-0.0011809288471816427
757.0,0.009618221999971865,0.0028931473457996515,-0.009303254543875579,-0.0011568508696448599,-0.00918716024851013,-0.0012820374202352814
758.0,0.005700278000063008,0.0028931473457996515,-0.008125682563158822,-0.0012098820068503,-0.008403048684657431,-0.0013344067876829172
759.0,0.010209758999963015,-0.00230963474049789,-0.006214274698014208,-0.0012928432675303535,-0.007107375690501574,-0.0014201998896182257
760.0,0.01002622299995437,-0.00230963474049789,-0.004334030247953331,-0.001355148971435618,-0.005837965921899733,-0.001491460023235649
761.0,0.009150870000098621,-0.010997926655651163,-0.0029029284217715586,-0.001394809118811134,-0.004838365414478872,-0.0015448824904519595
762.0,0.005883388999905037,-0.010997926655651163,-0.001981550327214892,-0.0014118881759552964,-0.0041961931307945705,-0.0015733484763090254
763.0,0.009785944999975982,-0.017630032875253783,-0.0006691015916099051,-0.0014312795184721057,-0.0032577621883727744,-0.001614412191496258
764.0,0.010349537000024611,-0.017630032875253783,0.0007326959922383944,-0.0014382044101512478,-0.0022660683076675936,-0.0016481285218021033
765.0,0.009160778000023129,-0.02749072025333738,0.0016639833769572974,-0.0014314923448248452,-0.0015672123932110305,-0.0016688874705015342
766.0,0.004920129999959499,-0.02749072025333738,0.0021676359830757126,-0.0014233053302924437,-0.001191796357547474,-0.0016765983592136801
767.0,0.01075244499998007,-0.03353095038005384,0.003206266142447431,-0.0013999979436044444,-0.00040171147051754606,-0.0016894130839993859
768.0,0.01056088899997576,-0.03353095038005384,0.002054187994749807,-0.0013661369227696766,-0.0011061041707691708,-0.0016936555142495386
769.0,0.009113610999975208,-0.03489262728265393,0.0029131369064543298,-0.0013474158524647078,-0.00023761931587222676,-0.001703736117387379
770.0,0.0048259070000540305,-0.03489262728265393,0.0031585287109037203,-0.001333357324675734,-9.304440343874531e-05,-0.001704882846107195
771.0,0.010130777999961538,-0.034702566270849916,0.003881283400537257,-0.0013013589714990638,0.0005134241469910542,-0.0017058254583025717
772.0,0.010123074000034649,-0.034702566270849916,0.0028354999031317304,-0.001262068452420319,-4.292964871888598e-05,-0.0017006280276691767
773.0,0.01033351799992488,-0.031731950615164636,0.0025508245473207626,-0.0012327677631325219,-7.656640447657777e-05,-0.0017010716419669438
774.0,0.009605945000089378,-0.031731950615164636,0.002526757828442911,-0.0012082646828260807,-5.6391143744419155e-06,-0.0017018071346372003
775.0,0.00999266600001647,-0.027879644618626145,0.0023176060913416693,-0.0011830156357835239,-1.5213505590640275e-05,-0.00170186348442368
776.0,0.009142074000010325,-0.027879644618626145,0.0021484547547443687,-0.0011618279093936036,-1.2860638393012365e-05,-0.0017020025674175892
777.0,0.007629462999943826,-0.022695622000815194,0.002010810032543494,-0.0011454363533352282,-1.277869311949798e-05,-0.0017021006871823644
778.0,0.008137499999975262,-0.022695622000815194,0.0018267586536154078,-0.0011290733866954551,-2.9950679653192873e-05,-0.001702204673797624
779.0,0.012611648000074638,-0.017888135898042813,0.0016194394129605246,-0.0011060349495749674,-1.9622285568172763e-05,-0.001702582401226773
780.0,0.007066759000053935,-0.017888135898042813,0.0014496433624024598,-0.0010945907615283865,-3.933315552607981e-05,-0.0017027210671899135
781.0,0.011706167000056666,-0.011418529973256743,0.0012746483950910861,-0.0010776209942375797,-2.9170750449536575e-05,-0.001703181507677141
782.0,0.00939949999997225,-0.011418529973256743,0.0010572364807606223,-0.0010656399366479564,-5.2390538411633126e-05,-0.0017034556981459907
783.0,0.008701869999981682,-0.0039960029638523124,0.0010079966049193257,-0.0010564400022331393,-9.322179839106582e-06,-0.0017039115938004778
784.0,0.006655537000028744,-0.0039960029638523124,0.0008940450221052888,-0.0010497312435331953,-9.982883571553163e-06,-0.0017039736379133178
785.0,0.009113314999922295,0.00035383458283341426,0.0007654271941233685,-0.0010415835296226372,3.672040048745439e-06,-0.0017040646150759129
786.0,0.009969797000053404,0.00035383458283341426,0.0005685998792445938,-0.0010339523758789067,-1.3301012822535141e-05,-0.0017040280055820509
787.0,0.010221592999982931,0.007789380142688384,0.0004448588758651917,-0.001028140379333429,8.67458368546457e-06,-0.0017041639631216103
788.0,0.009818685000027472,0.007789380142688384,0.0002760604422247944,-0.0010237724501618423,5.408898238130204e-06,-0.0017040787901168963
789.0,0.009303944000066622,0.015733651078004937,0.0001252545958073212,-0.0010212039992667492,5.853161764374993e-06,-0.0017040284660305867
790.0,0.005478222000078858,0.015733651078004937,4.634498692447841e-05,-0.0010205178267843867,1.0668745945477581e-05,-0.001703996401111039
791.0,0.009971982000024582,0.022198697680572647,-2.5684571555558768e-05,-0.0010200556754089843,5.224673108543004e-05,-0.0017038900125685079
792.0,0.010053834000018469,0.022198697680572647,-0.0001608974460877278,-0.0010203139038277656,6.966477966142452e-05,-0.0017033647326071314
793.0,0.009468666999964626,0.03035319056876783,-0.00045847391580899216,-0.001021837388165915,2.3412207916062946e-06,-0.0017027051000068915
794.0,0.004611370000020543,0.03035319056876783,-0.0005211456862659918,-0.0010239515810270686,7.845882367170144e-06,-0.0017026943037715698
795.0,0.0068329069999890635,0.039019643881603554,-0.000526028468178461,-0.0010275125210347695,5.66248771775016e-05,-0.001702640693587022
796.0,0.00879107399998702,0.039019643881603554,-0.0006467820098119665,-0.0010321368762246262,7.235309864980564e-05,-0.0017021429001015144
797.0,0.009977518000027885,0.04599917494255319,-0.0009232076826312112,-0.0010385901553696193,2.0298448976594693e-05,-0.0017014209957573782
798.0,0.00453790700009904,0.04599917494255319,-0.0010140433512281048,-0.0010427795859751768,1.3311324226799233e-05,-0.0017013288832836762
799.0,0.006612778000089747,0.05580789487213481,-0.0010091116022331156,-0.0010494852295393152,6.431402437578478e-05,-0.0017012408584516773
800.0,0.008946573999992324,0.05580789487213481,-0.0011329481083114986,-0.0010585133211629446,8.26484508410723e-05,-0.001700665468273362
801.0,0.010971444000006159,0.06366846118728509,-0.0014343603456782312,-0.0010709433978881972,2.9253918774307204e-05,-0.001699758695423272
802.0,0.00925503700000263,0.06366846118728509,-0.00157060105300851,-0.0010842184559587858,4.14048906703547e-05,-0.0016994879493226207
803.0,0.009942908000084572,0.07796759360753694,-0.0015165679047613224,-0.0010998347977336854,0.0001952414447190833,-0.0016990762643039317
804.0,0.009832260000052884,0.07796759360753694,-0.0014559589422946022,-0.001114746087681034,0.0003364330857343638,-0.0016971565996566676
805.0,0.009522425999989537,0.08909009112190674,-0.0010600808634061362,-0.0011286103489680575,0.0006831856778785558,-0.001693952940493814
806.0,0.005648591999943164,0.08909009112190674,-0.0008254759993205511,-0.0011345983132523862,0.0008887581039138263,-0.0016900939033392733
807.0,0.00976900000000569,0.09359855802499409,-0.000284172948827578,-0.0011426623882897532,0.0013314283458595194,-0.001681411625422134
808.0,0.010190925999950196,0.09359855802499409,0.0003020633356232447,-0.0011455583737824428,0.001793641485826872,-0.0016678431376752436
809.0,0.009778982000057113,0.09630107053977044,0.0009291631248054226,-0.0011426045018605058,0.0022893049692360363,-0.0016503031498707869
810.0,0.004860203000021102,0.09630107053977044,0.0012450132595369348,-0.0011380885804538176,0.0025358257854948985,-0.0016391766629913426
811.0,0.010019908000003852,0.09663915110610445,0.001763642866966321,-0.0011256136621344726,0.002969655017081473,-0.0016137679219166462
812.0,0.004980055000032735,0.09663915110610445,0.002246671538351509,-0.0011168306236565648,0.003307740016650097,-0.0015989788766004574
813.0,0.010263906999966821,0.09538144407704875,0.002890630563817499,-0.0010937709959274525,0.003811265548276873,-0.001565028540689492
814.0,0.004986851000012393,0.09538144407704875,0.003207567046542455,-0.0010793558520096128,0.0040562455114613845,-0.0015460223272787549
815.0,0.00952757400000337,0.09326666551521562,0.003744646588811929,-0.0010487955196137072,0.00448511200824279,-0.001507376148006125
816.0,0.010587426000029154,0.09326666551521562,0.004371571373777953,-0.0010091493509583993,0.004963798703411175,-0.0014598903565170125
817.0,0.009861574000069595,0.08905617778312797,0.00481019510390142,-0.000966038776359302,0.005328251572307396,-0.0014109394882818736
818.0,0.005039980999981708,0.08905617778312797,0.005040273312708212,-0.0009417954844294339,0.005515059656380063,-0.0013840852015943217
819.0,0.010060536999958458,0.08602872087175975,0.005386979378768796,-0.0008910876282770297,0.005814184727658341,-0.001328600739864332
820.0,0.010049722000076144,0.08602872087175975,0.005806053227097817,-0.0008369499831002604,0.006145624834683501,-0.0012701697996942772
821.0,0.0096859630000381,0.0808066047989397,0.006013831070179121,-0.0007807127663663391,0.006351504190574415,-0.0012106435049334175
822.0,0.005343388999904164,0.0808066047989397,0.006137098007820668,-0.0007485785275786621,0.006465855285269916,-0.001176704947308657
823.0,0.010001111000065066,0.07771163566696696,0.006273272317246546,-0.0006872007291841694,0.00662050599997098,-0.0011120392108903152
824.0,0.009278074000008019,0.07771163566696696,0.006434076297358116,-0.0006289968444025542,0.006766586107116566,-0.0010506136663050874
825.0,0.0065769450000061624,0.07307051825453784,0.006436127216722534,-0.0005866802784689866,0.006810054310755268,-0.001006110201640776
826.0,0.009296445000018139,0.07307051825453784,0.006458631970853685,-0.0005268471757856058,0.006873804925558894,-0.0009428009062937033
827.0,0.010334944000078394,0.07032595672535732,0.006417797744856765,-0.000460097576049717,0.00689118033819677,-0.0008717605173205891
828.0,0.009265795999908732,0.07032595672535732,0.006383416489272954,-0.00040063157137719993,0.006908636710487115,-0.0008079082461082758
829.0,0.010150241000019378,0.06655054696023247,0.006237429645300421,-0.0003358383556075818,0.006854116118260337,-0.0007377839185152505
830.0,0.010012869999968643,0.06655054696023247,0.006110822532302974,-0.0002733837834352382,0.006802817697026963,-0.00066915454485842
831.0,0.009691073999988475,0.06349554899479437,0.0059015309814438735,-0.00021416335007389312,0.006696418430262433,-0.0006032279351481006
832.0,0.004715221999958885,0.06349554899479437,0.005803089769960951,-0.00018633632135675002,0.006645164573820427,-0.000571652835644797
833.0,0.007350389000066571,0.06197695205571749,0.005612939222758482,-0.0001436813541452302,0.006544099482546681,-0.0005228082910577553
834.0,0.007950499999992644,0.06197695205571749,0.005436133831860632,-9.905568085473017e-05,0.006436638615434812,-0.00047077942812181605
835.0,0.009670777999986058,0.06049635764905423,0.005164372074978338,-4.648403738859247e-05,0.006278900310314881,-0.00040853212500580836
836.0,0.004718630000070334,0.06049635764905423,0.005037583056928968,-2.2115276384074204e-05,0.006202453473878837,-0.00037890431763410565
837.0,0.007249870999999075,0.059710276232847886,0.004822591878106156,1.4406550930441808e-05,0.006074504654476154,-0.00033393733006498795
838.0,0.008915408000007119,0.059710276232847886,0.004586255400230308,5.7401925141278785e-05,0.005919090483769858,-0.00027978064267239076
839.0,0.009801092000088829,0.05878159958031484,0.004289210529268082,0.00010235223625484025,0.00573142062190864,-0.0002217670922841121
840.0,0.004808518999993794,0.05878159958031484,0.004147888371467647,0.00012297698657979926,0.005639780183211861,-0.00019420744732670815
841.0,0.010400834000051873,0.05849898449594507,0.0037310970530389518,0.00016611848498217975,0.005368449763794529,-0.00013554902984433946
842.0,0.010290981000025567,0.05849898449594507,0.0035589278509854817,0.000204515133864255,0.005238910909719699,-8.030241532553821e-05
843.0,0.008901981000008163,0.057908057245729075,0.003285992588551202,0.00023619664197412765,0.005057467765739732,-3.366572994647796e-05
844.0,0.005408555000030901,0.057908057245729075,0.003126584280212067,0.00025396911361900076,0.004947697521556038,-6.312137374591218e-06
845.0,0.009453000000007705,0.05826538271672589,0.002861438524185713,0.00028352471481986953,0.004763546351217353,4.045844729671613e-05
846.0,0.010759091999943848,0.05826538271672589,0.002587944064066504,0.0003143111951537672,0.004555709260685893,9.170988073546046e-05
847.0,0.009715980999999374,0.05813893026385179,0.002322206177499105,0.0003394556105092985,0.004366048756159889,0.0001359730653538058
848.0,0.004705315000023802,0.05813893026385179,0.0021975163384796628,0.00035038232206943297,0.004274462573155713,0.00015651670005700018
849.0,0.005852092999930392,0.05813893026385179,0.00203888259455206,0.00036324239205108246,0.004160722938497397,0.00018153125255982916
850.0,0.008950147999939873,0.058702082102908476,0.0018360367952799414,0.0003814906930268248,0.0039978785897249545,0.0002187703386461256
851.0,0.01063090699994973,0.059037148309256195,0.0015975388395170346,0.0004010094294459316,0.0038120157185378154,0.00026127141413058176
852.0,0.004890852000016821,0.059037148309256195,0.0014880980302678774,0.00040882275547428804,0.0037266413427232644,0.00027991541883168797
853.0,0.010471888999973089,0.059557603941210506,0.001097852556342143,0.00042440595286833186,0.0034434751084567628,0.00031894039331539667
854.0,0.01017337000007501,0.059557603941210506,0.0010852261086479824,0.00043557481312952865,0.0033896034525313567,0.00035397213967977575
855.0,0.009403259000009712,0.060094627484664404,0.0009092187811196995,0.0004457794753027183,0.0032464398279096864,0.0003858454588512552
856.0,0.00942903700001807,0.060094627484664404,0.0007417367841607556,0.0004543525328310073,0.0031033608543511557,0.00041645626010694797
857.0,0.010373555999990458,0.06103301198587076,0.000593258475489193,0.00046204698089875174,0.0029656690233301965,0.0004486491477177379
858.0,0.009773295999934817,0.06103301198587076,0.0004547874192908264,0.0004678450715841777,0.0028361658827817135,0.0004776335089205815
859.0,0.007080426000015905,0.06157497547021302,0.0003657937882471721,0.00047106516025220463,0.0027500256497934574,0.0004977147715773872
860.0,0.008040074000064124,0.06157497547021302,0.0002637228200708409,0.00047400616937847567,0.0026522655908999266,0.000519825181303801
861.0,0.009866760000022623,0.062136949567431134,0.00016543469936209192,0.0004766082591506438,0.0025436136172073795,0.0005459944493455287
862.0,0.009662462999926902,0.062136949567431134,6.473528560666666e-05,0.00047820676581213404,0.0024371600616352844,0.0005705720218079053
863.0,0.006848371000046427,0.06252086984332504,6.64992291610535e-07,0.0004786500970647625,0.002366919996546187,0.0005872625980964797
864.0,0.008684481000045707,0.06252086984332504,-8.23012799816463e-05,0.00047865587217768416,0.002277808424683883,0.0006078180698351134
865.0,0.009915981000062857,0.06309004680015154,-0.00014801332901962346,0.0004778397742491053,0.0021875038517426785,0.0006304047748960619
866.0,0.00951757399991493,0.06309004680015154,-0.00021997867900480468,0.00047643104643718725,0.0021005775857717273,0.0006512245046801217
867.0,0.007773518000021795,0.06341053627164893,-0.0002701344101755567,0.00047472103821632236,0.002034502480667392,0.0006675533823535606
868.0,0.007901962999994794,0.06341053627164893,-0.00032205720281631674,0.00047258644610208967,0.0019672577960104807,0.0006836299456791919
869.0,0.009199296000019785,0.06385166489327326,-0.0003659385304764438,0.00046962374656444396,0.00189703037360891,0.0007017273324530388
870.0,0.005733740999971815,0.06385166489327326,-0.0003942764135965776,0.0004675255498087817,0.00185319616444342,0.0007126044132843921
871.0,0.010183426000025975,0.06407288612542991,-0.0004450881751556411,0.0004635104651273653,0.001779507998316007,0.0007314762992885336
872.0,0.010133815000017421,0.06407288612542991,-0.0004780176261821352,0.0004590000239016427,0.001706434173917023,0.0007495095041345194
873.0,0.009025944000086383,0.06430855994089561,-0.0005201460298119639,0.0004546854635766685,0.0016449942647297205,0.0007649116834281281
874.0,0.00559692600006656,0.06430855994089561,-0.0005426306577363451,0.00045177424473858254,0.0016069256760369588,0.0007741185945983542
875.0,0.010329740999964088,0.06484288062977933,-0.00057252275972667,0.00044616901058552595,0.0015473030866703533,0.0007907177206380083
876.0,0.009950167000056354,0.06484288062977933,-0.0005806609756600728,0.00044047231351491246,0.0014901602134906767,0.0008061136447500809
877.0,0.009626907000097162,0.06488857358685951,-0.0006123975908711382,0.00043488234430364727,0.0014349848627769946,0.0008204592785406006
878.0,0.004671685000062098,0.06488857358685951,-0.0006238929321593935,0.0004320214156643004,0.0014082555498833459,0.000827163075799352
879.0,0.010600704000012229,0.06538232747985576,-0.001031576870949967,0.00042540771136277895,0.0011108780628824376,0.0008420915760400399
880.0,0.009962388999952054,0.06538232747985576,-0.0006365467802411105,0.00041513074129102205,0.0013101776625565945,0.0008531585754339879
881.0,0.009593944000016563,0.06568810041593927,-0.0006472778893795891,0.000409023747127998,0.0012695267403286647,0.0008657283465586284
882.0,0.005304184999999961,0.06568810041593927,-0.000651476261740735,0.00040559046545631916,0.0012470316843242115,0.0008724621512517786
883.0,0.010196999999948275,0.06607061646235549,-0.0006525249659543766,0.0003989473620153826,0.0012111867595619168,0.0008851781333367681
884.0,0.010323665999976583,0.06607061646235549,-0.0006276965209030094,0.0003922109122102235,0.0011752644578966144,0.0008976820209060793
885.0,0.00980998099998942,0.0658137248279064,-0.0006433762206730938,0.00038605322126640556,0.0011351976757927285,0.0009092113429080079
886.0,0.01010138900005586,0.0658137248279064,-0.0006499553620875087,0.00037955422778800086,0.0010939437533398716,0.0009206784162231496
887.0,0.009169036999992386,0.06633117846167676,-0.0006403546629045767,0.00037359476302467707,0.0010657545869058962,0.0009307088269734333
888.0,0.004689480999900297,0.06633117846167676,-0.0006368700866574738,0.0003705918319997885,0.0010512574523007141,0.0009357066628592852
889.0,0.00674477800009754,0.06632968164586488,-0.0006382612720586094,0.00036629628465038096,0.0010301424820712839,0.0009427971609960016
890.0,0.009501482000018768,0.06632968164586488,-0.0006175515936150356,0.000360231856662607,0.001000731172684987,0.0009525850412468566
891.0,0.009947055999987242,0.0661352718379467,-0.0006249240422422507,0.00035408903637803684,0.000965364188319621,0.000962539370262487
892.0,0.009142223000026206,0.0661352718379467,-0.0006278951475862446,0.0003483758414257804,0.0009327732547339801,0.0009713649449483442
893.0,0.00991348200000175,0.06645492540167562,-0.0006226861307196052,0.0003421512141822957,0.0009034861457420875,0.0009806119758192326
894.0,0.010028351999949336,0.06645492540167562,-0.0006156397966867721,0.00033590669847795307,0.0008736926521322134,0.0009896724529158119
895.0,0.009972888999982388,0.06648711361074344,-0.0006114907004596112,0.00032976699112162417,0.0008444082372031603,0.0009983856927556266
896.0,0.01066699900002277,0.06648711361074344,-0.0006079931742812208,0.00032324422043129825,0.000812832475072347,0.0010073929945774837
897.0,0.009809425999947052,0.06657756112690191,-0.0006023900945242981,0.00031728015637971373,0.0007853536032725147,0.0010153664145920597
898.0,0.010015296000005947,0.06657756112690191,-0.000600359955871723,0.0003112470412755813,0.0007570115040003915,0.001023231963393505
899.0,0.009784814999989067,0.06666419583982103,-0.0005940197472117387,0.0003053726301739749,0.0007308534902412135,0.0010306391809130123
900.0,0.013018556000019998,0.06666419583982103,-0.0005899997939054683,0.0002976393508297812,0.0006956134297699322,0.0010401538380035275
901.0,0.007102166999970905,0.06666419583982103,-0.0005856027863954853,0.0002934490737635161,0.000676340736813949,0.001045094200749176
902.0,0.006060129000047709,0.0667227174425234,-0.0005910037843563845,0.0002899002453351721,0.0006602899624657512,0.0010491929128622558
903.0,0.008866074000025037,0.06690757020825308,-0.0005812946317711589,0.00028466036204877356,0.0006401980867898619,0.001055047092530951
904.0,0.010464314000046215,0.06690757020825308,-0.0005643235448918772,0.0002785775124953789,0.0006164004629259018,0.001061746326333349
905.0,0.009744408000074145,0.06660629317111258,-0.000573587593972272,0.0002730785136299043,0.0005878631572832321,0.0010677527839355334
906.0,0.004732852000074672,0.06660629317111258,-0.0005769955860585476,0.0002703638084385546,0.0005739852196791119,0.0010705350532552516
907.0,0.010645185000043966,0.06691406138583218,-0.0010011859569696918,0.0002642215836807526,0.0002851435120356074,0.0010766452321060267
908.0,0.010283925999942767,0.06691406138583218,0.0012375985704141642,0.0002539254613870944,0.001653959381471976,0.0010795776268831647
909.0,0.00910970399991129,0.055947705998185764,-0.0008074923523415944,0.0002651996180342808,0.000306456305579243,0.0010946447072762507
910.0,0.004738019000001259,0.055947705998185764,-0.0010851859008098297,0.00026137370392653064,0.000190280099567814,0.0010960967030747553
911.0,0.010150481999971817,0.07026398582396767,-0.0021030849663465725,0.00025035854397373726,-0.0004213397555465434,0.0010980281378003712
912.0,0.010080555999934404,0.07026398582396767,-0.0008284300356168988,0.00022915827819786048,0.00027687208666098747,0.0010937807987995856
913.0,0.009627962999957163,0.06964842241079075,-0.0007461297733505838,0.00022118218446688778,0.00030517318033071504,0.0010964465130056786
914.0,0.010237980999932006,0.06964842241079075,-0.0006729108470795211,0.00021354332202384093,0.00033467911633023933,0.0010995708702275933
915.0,0.01022835200001282,0.06942053404493037,-0.0005971058655040828,0.0002066605530152848,0.0003595231461667163,0.0011029940860364724
916.0,0.009821797000086008,0.06942053404493037,-0.0005271949857562065,0.00020079590041674304,0.0003831211977967895,0.001106525249394954
917.0,0.01052653699991879,0.0688642495450103,-0.0004725684023427433,0.0001952463628930087,0.00039654379874961914,0.0011105581888590152
918.0,0.010011777000045186,0.0688642495450103,-0.0004198087889516412,0.00019051511343148552,0.00040917134712285005,0.0011145282969428473
919.0,0.009314480999933039,0.06837480629353956,-0.00038901450220857185,0.00018660481244319057,0.00041165143838899516,0.0011183395156813402
920.0,0.005207906999999068,0.06837480629353956,-0.000371224039766193,0.0001845788610940374,0.0004130163861378344,0.0011204833580888858
921.0,0.009629907999965326,0.068151820965796,-0.0003545463726771467,0.00018100400774371348,0.00041094172769083896,0.0011244606678898713
922.0,0.01061614799994004,0.068151820965796,-0.0003005913830604636,0.000177240090978531,0.0004093408101015408,0.0011288232860903883
923.0,0.00931681400004436,0.06732058016709029,-0.00032146422991417774,0.00017443953697254057,0.0003914590850587201,0.0011326370382807318
924.0,0.004920574000038869,0.06732058016709029,-0.00032424430921391864,0.00017285774844088235,0.00038217762242559304,0.0011345632416767508
925.0,0.010738610999965204,0.06787021085677712,-0.0005370036896481992,0.00016937581493528165,0.0002385994486726106,0.0011386672984968708
926.0,0.0098839819999057,0.06787021085677712,-0.0002775952791556359,0.0001640680801329159,0.0003659170703998167,0.0011410256111527384
927.0,0.00974840799995036,0.0673419375678261,-0.00029854194696038385,0.00016136196809284664,0.00034720181964373575,0.0011445927200491423
928.0,0.005320999999980813,0.0673419375678261,-0.00030271414572461623,0.00015977342639307616,0.000337123920042434,0.00114644018093146
929.0,0.010411128999976427,0.06784590216044568,-0.00030109109663770334,0.00015662183037181953,0.000327562972018564,0.0011499500215519996
930.0,0.009040888999948038,0.06784590216044568,-0.00026547181666032734,0.00015389969918824543,0.00031996687830157533,0.0011529114820225126
931.0,0.010489073999906395,0.06721260705002076,-0.00029501189458215556,0.00015111514565840567,0.00029671281208945246,0.0011562676382865368
932.0,0.010347130000013749,0.06721260705002076,-0.0003048651091344765,0.00014806261923361376,0.0002741125001618077,0.001159337764325896
933.0,0.008878833000039776,0.06775267452978717,-0.00030318759586242327,0.00014535577284206983,0.00026404822727519667,0.0011617715634380562
934.0,0.005901759000039419,0.06775267452978717,-0.00030265653163501796,0.00014356643271948847,0.0002573098539693873,0.001163329912439822
935.0,0.009850036999978329,0.06784170194539497,-0.00030246366751512845,0.00014058525468459843,0.0002476113464833243,0.0011658644240218796
936.0,0.009886574000006476,0.06784170194539497,-0.0002714465055328524,0.00013759492525339677,0.00023855128899105742,0.0011683124519221283
937.0,0.009972648000029949,0.06725128563710855,-0.000301580718241688,0.00013488788480287944,0.000216566660263457,0.0011706914399571896
938.0,0.004559296000024915,0.06725128563710855,-0.00030801810353477496,0.00013351288904051546,0.0002066762876675691,0.0011716788314650676
939.0,0.010873962999994546,0.06783263140978762,-0.0009494177038718829,0.00013016351157934983,-0.00019546903406561676,0.001173926221770141
940.0,0.010059666000074685,0.06783263140978762,0.0012706090471776856,0.00012061268658384086,0.0011618781022827238,0.0011719598685740835
941.0,0.008904833999963557,0.058258758881605935,-0.00013541075286221369,0.00013192724922781002,0.00021428214972592365,0.0011823062002031038
942.0,0.0050189820000241525,0.058258758881605935,-0.00034725011269651256,0.00013124762509658484,9.81898596041483e-05,0.0011833816784555047
943.0,0.01063014800001838,0.06597766409465777,-0.0008746331005361717,0.00012755630500559784,-0.00025271696406857974,0.0011844254511951978
944.0,0.010051352000004954,0.06597766409465777,-0.00032368094285434084,0.00011876505984125305,9.969414921527067e-05,0.001181885304032972
945.0,0.010405297000033897,0.06674280660991726,-0.00037001714867989,0.00011539706349760264,6.853524580432941e-05,0.0011829226512647226
946.0,0.009291277999977865,0.06674280660991726,-0.00043440692152625805,0.00011195913130445864,3.7553509778468744e-05,0.0011835594312862873
947.0,0.01081755500001691,0.06860141901589036,-0.0003705247673259873,0.00010725991053846032,4.629559826740213e-05,0.0011839656684437595
948.0,0.00907298099991749,0.06860141901589036,-0.0003682615186305378,0.00010389814636451278,4.971682477983166e-05,0.0011843857075272194
949.0,0.004639445000066189,0.06860141901589036,-0.0003764133206003275,0.00010218961730318554,5.122578549580811e-05,0.0011846163660013632
950.0,0.010637037000037708,0.06812859876939972,-0.0008480094561672851,9.818569488465281e-05,-0.00022978222764173764,0.0011851612565770382
951.0,0.010384593000026143,0.07262014908626029,0.0016054709763070516,8.937946182218204e-05,0.0012703008829388757,0.0011827750616643393
952.0,0.004826721999961592,0.07262014908626029,-3.068584403532481e-05,9.71286239038231e-05,0.00018303973542073697,0.001188906450882591
953.0,0.009929536999948141,0.06424173886651954,-0.0008889979663846322,9.682392768009971e-05,-0.00043468811304248414,0.001190723950707912
954.0,0.010785795999936454,0.06424173886651954,0.0013652696476815752,8.72353769703167e-05,0.0009435942371452688,0.0011860354933970385
955.0,0.008353480999971907,0.05236877111720788,3.1350556353345585e-05,9.864013103206308e-05,0.0001906400637405049,0.0011939177899287145
956.0,0.005582517999982883,0.05236877111720788,-0.00014051500369039526,9.881514607721511e-05,9.506268651486546e-05,0.0011949820415160638
957.0,0.010063092999985201,0.06438414515610093,-2.801089514329205e-05,9.74011305271854e-05,0.0001986156561862529,0.0011959386661712914
958.0,0.01103859200009083,0.06438414515610093,-3.69873118698725e-05,9.709192968414127e-05,0.00013825954112437838,0.0011981311033647617
959.0,0.008829499999933432,0.06333515593178932,-0.0002423038750427629,9.67653502139887e-05,4.283946407639761e-05,0.0011993518659831103
960.0,0.004748277999965467,0.06333515593178932,-0.00020093265446469768,9.561482405481676e-05,4.512253419591846e-05,0.0011995552796679146
961.0,0.004851425999959247,0.06333515593178932,-0.00012780676904057358,9.464001415070589e-05,7.422727112348273e-05,0.0011997741883034967
962.0,0.01047225900003923,0.06496642860138897,-0.00012992237211160925,9.330158856335481e-05,9.231972430895843e-05,0.001200551515511568
963.0,0.009955019000017273,0.06495090172339608,-7.002327508669973e-05,9.200820888045643e-05,9.4471218600943e-05,0.0012014705601211398
964.0,0.004862685000034617,0.06495090172339608,-0.00022090542812854694,9.166770775103904e-05,2.4330673528783784e-05,0.0012019299438987656
965.0,0.010621184999990874,0.06539563071273796,-0.0006310981065433017,8.932143033138356e-05,-0.00021976267772534278,0.0012021883644834893
966.0,0.009890814999948816,0.06539563071273796,-1.9916158912133158e-06,8.307935571274578e-05,0.00010958403823281225,0.0012000147324942145
967.0,0.009306315000003451,0.06305079049642369,-0.00014478481596573732,8.306082110790314e-05,3.5713941458353525e-05,0.0012010345560729814
968.0,0.004700574000025881,0.06305079049642369,-0.00018607478667023855,8.238024936637607e-05,1.1671349008371229e-05,0.001201202432097639
969.0,0.006103739999957725,0.06305079049642369,-5.569153781138761e-05,8.124449724799333e-05,6.602925741855323e-05,0.001201273670977435
970.0,0.010204000000044289,0.06305079049642369,-1.8487686691278128e-05,8.067622079616347e-05,8.287179286570975e-05,0.0012019474335201368
971.0,0.00932664799995564,0.06295635449797425,-7.370128196116032e-05,8.050379265006045e-05,5.077113664606871e-05,0.0012027203495613204
972.0,0.0040897220000033485,0.06295635449797425,-0.0001426026397083783,8.020237489579545e-05,1.3755905121412471e-05,0.001202927989395827
